subjectID	 order	 stimName	 itemIndABC	 bidInd	 runtrial	 isOld?	 subjectAnswerIsOld	 isBeep?	 subjectAnswerIsBeep	 onsettime	 resp_choice	 RT
BMI_bfr_126	 2	 124.jpg	 21	 10	 1	 1	 1	 0	 0	 1.131125e-02	 u	 4.696738e+00 
BMI_bfr_126	 2	 157.jpg	 46	 39	 2	 1	 1	 0	 1	 5.768022e+00	 i	 1.358900e+00 
BMI_bfr_126	 2	 122.jpg	 19	 14	 3	 1	 1	 1	 0	 8.187491e+00	 u	 1.054525e+00 
BMI_bfr_126	 2	 102.jpg	 2	 6	 4	 1	 1	 1	 1	 1.028983e+01	 i	 1.551061e+00 
BMI_bfr_126	 2	 132.jpg	 26	 53	 5	 1	 1	 0	 1	 1.289269e+01	 i	 9.395437e-01 
BMI_bfr_126	 2	 113.jpg	 11	 45	 6	 1	 1	 0	 1	 1.487817e+01	 i	 7.203898e-01 
BMI_bfr_126	 2	 133.jpg	 27	 19	 7	 1	 1	 1	 0	 1.664689e+01	 u	 8.079931e-01 
BMI_bfr_126	 2	 160.jpg	 48	 9	 8	 1	 1	 1	 0	 1.849893e+01	 u	 1.037363e+00 
BMI_bfr_126	 2	 120.jpg	 17	 55	 9	 1	 1	 1	 0	 2.058461e+01	 u	 6.504750e-01 
BMI_bfr_126	 2	 144.jpg	 36	 56	 10	 1	 1	 0	 0	 2.228693e+01	 u	 8.157393e-01 
BMI_bfr_126	 2	 140.jpg	 33	 16	 11	 1	 1	 1	 1	 2.415539e+01	 i	 1.343629e+00 
BMI_bfr_126	 2	 158.jpg	 47	 21	 12	 1	 1	 0	 0	 2.654137e+01	 u	 9.940305e-01 
BMI_bfr_126	 2	 134.jpg	 28	 13	 13	 1	 1	 0	 0	 2.859365e+01	 u	 1.034373e+00 
BMI_bfr_126	 2	 149.jpg	 40	 8	 14	 1	 1	 1	 1	 3.067927e+01	 i	 1.322555e+00 
BMI_bfr_126	 2	 121.jpg	 18	 7	 15	 1	 1	 0	 1	 3.304859e+01	 i	 9.220718e-01 
BMI_bfr_126	 2	 107.jpg	 6	 18	 16	 1	 1	 0	 0	 3.501741e+01	 u	 1.000839e+00 
BMI_bfr_126	 2	 150.jpg	 41	 51	 17	 1	 1	 1	 0	 3.706980e+01	 u	 5.910495e-01 
BMI_bfr_126	 2	 123.jpg	 20	 4	 18	 1	 1	 0	 0	 3.870489e+01	 u	 9.360359e-01 
BMI_bfr_126	 2	 127.jpg	 22	 37	 19	 1	 1	 0	 0	 4.069053e+01	 u	 5.029863e-01 
BMI_bfr_126	 2	 130.jpg	 25	 20	 20	 1	 1	 0	 0	 4.224223e+01	 u	 4.363310e-01 
BMI_bfr_126	 2	 114.jpg	 12	 22	 21	 1	 1	 1	 0	 4.372727e+01	 u	 5.713857e-01 
BMI_bfr_126	 2	 141.jpg	 34	 46	 22	 1	 1	 1	 0	 4.534582e+01	 u	 5.842051e-01 
BMI_bfr_126	 2	 109.jpg	 7	 3	 23	 1	 1	 1	 1	 4.698089e+01	 i	 1.019164e+00 
BMI_bfr_126	 2	 111.jpg	 9	 12	 24	 1	 1	 0	 1	 4.904985e+01	 i	 7.277801e-01 
