121.jpg	 12	 1	 9.679781e-01	 21
160.jpg	 12	 2	 9.623559e-01	 60
108.jpg	 12	 3	 9.301644e-01	 8
152.jpg	 11	 4	 8.653115e-01	 52
118.jpg	 11	 5	 8.632682e-01	 18
103.jpg	 12	 6	 8.558392e-01	 3
117.jpg	 11	 7	 8.302257e-01	 17
130.jpg	 12	 8	 8.057895e-01	 30
122.jpg	 12	 9	 7.720859e-01	 22
143.jpg	 11	 10	 7.373920e-01	 43
101.jpg	 12	 11	 7.330921e-01	 1
111.jpg	 11	 12	 7.323379e-01	 11
147.jpg	 11	 13	 7.315386e-01	 47
123.jpg	 12	 14	 7.030898e-01	 23
113.jpg	 11	 15	 6.909309e-01	 13
124.jpg	 12	 16	 6.818559e-01	 24
116.jpg	 12	 17	 6.772630e-01	 16
102.jpg	 11	 18	 6.745336e-01	 2
120.jpg	 12	 19	 6.679150e-01	 20
106.jpg	 11	 20	 6.678121e-01	 6
107.jpg	 11	 21	 6.505760e-01	 7
114.jpg	 12	 22	 6.247367e-01	 14
112.jpg	 12	 23	 6.033738e-01	 12
137.jpg	 11	 24	 5.803446e-01	 37
127.jpg	 11	 25	 5.755246e-01	 27
104.jpg	 12	 26	 5.565352e-01	 4
155.jpg	 12	 27	 5.564643e-01	 55
146.jpg	 12	 28	 5.494085e-01	 46
128.jpg	 12	 29	 5.484378e-01	 28
129.jpg	 12	 30	 5.174360e-01	 29
149.jpg	 24	 31	 4.884604e-01	 49
105.jpg	 24	 32	 4.636689e-01	 5
133.jpg	 24	 33	 4.338608e-01	 33
134.jpg	 24	 34	 4.300417e-01	 34
110.jpg	 24	 35	 4.256132e-01	 10
139.jpg	 22	 36	 4.174821e-01	 39
156.jpg	 22	 37	 4.163757e-01	 56
136.jpg	 24	 38	 3.761936e-01	 36
158.jpg	 22	 39	 3.599861e-01	 58
144.jpg	 24	 40	 3.415354e-01	 44
148.jpg	 24	 41	 3.405399e-01	 48
153.jpg	 22	 42	 3.133447e-01	 53
159.jpg	 24	 43	 3.126053e-01	 59
119.jpg	 22	 44	 3.091905e-01	 19
138.jpg	 22	 45	 3.051398e-01	 38
132.jpg	 24	 46	 2.942682e-01	 32
151.jpg	 22	 47	 2.735953e-01	 51
115.jpg	 24	 48	 2.633090e-01	 15
154.jpg	 24	 49	 2.529566e-01	 54
157.jpg	 22	 50	 2.409282e-01	 57
126.jpg	 24	 51	 2.408906e-01	 26
142.jpg	 22	 52	 2.048665e-01	 42
140.jpg	 22	 53	 2.024872e-01	 40
141.jpg	 24	 54	 1.963266e-01	 41
135.jpg	 24	 55	 1.847759e-01	 35
150.jpg	 22	 56	 1.608827e-01	 50
125.jpg	 22	 57	 1.586217e-01	 25
131.jpg	 24	 58	 1.200780e-01	 31
109.jpg	 24	 59	 1.031183e-01	 9
145.jpg	 24	 60	 5.523997e-02	 45

