1	 28	 136.jpg	 1	 1	 1	 0	 46 
2	 8	 110.jpg	 1	 1	 0	 0	 47 
3	 22	 128.jpg	 1	 1	 1	 1	 8 
4	 46	 158.jpg	 1	 1	 1	 0	 58 
5	 1	 101.jpg	 1	 1	 1	 1	 26 
6	 32	 141.jpg	 1	 1	 0	 0	 53 
7	 3	 104.jpg	 1	 1	 0	 0	 24 
8	 41	 152.jpg	 1	 1	 0	 0	 13 
9	 14	 117.jpg	 1	 1	 0	 0	 10 
10	 18	 122.jpg	 1	 1	 0	 0	 12 
11	 10	 113.jpg	 1	 1	 1	 1	 14 
12	 48	 160.jpg	 1	 1	 1	 0	 17 
13	 33	 142.jpg	 1	 1	 1	 1	 23 
14	 20	 126.jpg	 1	 1	 0	 1	 44 
15	 37	 146.jpg	 1	 1	 1	 1	 11 
16	 17	 121.jpg	 1	 1	 1	 0	 19 
17	 47	 159.jpg	 1	 1	 0	 0	 56 
18	 45	 157.jpg	 1	 1	 1	 0	 49 
19	 13	 116.jpg	 1	 1	 1	 1	 43 
20	 5	 107.jpg	 1	 1	 1	 1	 22 
21	 35	 144.jpg	 1	 1	 0	 1	 4 
22	 7	 109.jpg	 1	 1	 1	 1	 48 
23	 25	 132.jpg	 1	 1	 1	 1	 51 
24	 23	 130.jpg	 1	 1	 1	 1	 6 
25	 40	 151.jpg	 1	 1	 1	 1	 16 
26	 12	 115.jpg	 1	 1	 0	 0	 57 
27	 36	 145.jpg	 1	 1	 0	 1	 20 
28	 11	 114.jpg	 1	 1	 0	 1	 52 
29	 16	 120.jpg	 1	 1	 0	 1	 39 
