subjid	 runtrial	 onsettime	 ImageLeft	 ImageRight	 StimNumLeft	 StimNumRight	 Response	 Outcome	 RT
BMI_bfr_112	 1	 5.159919e-01	 147.jpg	 154.jpg	 47	 54	 i	 0	 1.107551e+03
BMI_bfr_112	 2	 4.019916e+00	 134.jpg	 131.jpg	 34	 31	 i	 0	 1.271339e+03
BMI_bfr_112	 3	 7.523824e+00	 104.jpg	 143.jpg	 4	 43	 u	 0	 1.727552e+03
BMI_bfr_112	 4	 1.102775e+01	 127.jpg	 108.jpg	 27	 8	 u	 0	 1.205011e+03
BMI_bfr_112	 5	 1.451497e+01	 103.jpg	 160.jpg	 3	 60	 u	 0	 1.475439e+03
BMI_bfr_112	 6	 1.801889e+01	 125.jpg	 114.jpg	 25	 14	 u	 0	 2.077974e+03
BMI_bfr_112	 7	 2.152280e+01	 122.jpg	 127.jpg	 22	 27	 i	 0	 1.589190e+03
BMI_bfr_112	 8	 2.502672e+01	 114.jpg	 129.jpg	 14	 29	 u	 0	 1.291654e+03
BMI_bfr_112	 9	 2.851395e+01	 145.jpg	 144.jpg	 45	 44	 u	 0	 1.753359e+03
BMI_bfr_112	 10	 3.201787e+01	 102.jpg	 153.jpg	 2	 53	 u	 0	 1.579634e+03
BMI_bfr_112	 11	 3.552179e+01	 115.jpg	 127.jpg	 15	 27	 i	 0	 1.529598e+03
BMI_bfr_112	 12	 3.902571e+01	 141.jpg	 138.jpg	 41	 38	 i	 0	 1.558312e+03
BMI_bfr_112	 13	 4.251294e+01	 151.jpg	 147.jpg	 51	 47	 u	 0	 1.401311e+03
BMI_bfr_112	 14	 4.601686e+01	 145.jpg	 118.jpg	 45	 18	 u	 0	 9.911677e+02
BMI_bfr_112	 15	 4.952077e+01	 124.jpg	 157.jpg	 24	 57	 i	 0	 1.424959e+03
BMI_bfr_112	 16	 5.302469e+01	 124.jpg	 140.jpg	 24	 40	 i	 0	 1.768719e+03
BMI_bfr_112	 17	 5.652860e+01	 105.jpg	 112.jpg	 5	 12	 i	 0	 2.292486e+03
BMI_bfr_112	 18	 6.001585e+01	 117.jpg	 156.jpg	 17	 56	 i	 0	 1.291602e+03
BMI_bfr_112	 19	 6.351976e+01	 145.jpg	 104.jpg	 45	 4	 u	 0	 1.174101e+03
BMI_bfr_112	 20	 6.702367e+01	 129.jpg	 111.jpg	 29	 11	 i	 0	 1.855414e+03
BMI_bfr_112	 21	 7.052759e+01	 157.jpg	 113.jpg	 57	 13	 i	 0	 1.175331e+03
BMI_bfr_112	 22	 7.401482e+01	 142.jpg	 114.jpg	 42	 14	 i	 0	 1.445764e+03
BMI_bfr_112	 23	 7.751875e+01	 118.jpg	 158.jpg	 18	 58	 u	 0	 2.239548e+03
BMI_bfr_112	 24	 8.102267e+01	 133.jpg	 117.jpg	 33	 17	 u	 0	 1.154452e+03
BMI_bfr_112	 25	 8.452657e+01	 105.jpg	 131.jpg	 5	 31	 i	 0	 1.250736e+03
BMI_bfr_112	 26	 8.801381e+01	 155.jpg	 121.jpg	 55	 21	 x	 999	 999000
BMI_bfr_112	 27	 9.151772e+01	 125.jpg	 146.jpg	 25	 46	 i	 0	 -4.748404e+01
BMI_bfr_112	 28	 9.502165e+01	 139.jpg	 147.jpg	 39	 47	 u	 0	 8.923716e+02
BMI_bfr_112	 29	 9.852556e+01	 124.jpg	 134.jpg	 24	 34	 u	 0	 1.044873e+03
BMI_bfr_112	 30	 1.020295e+02	 138.jpg	 156.jpg	 38	 56	 i	 0	 1.264862e+03
BMI_bfr_112	 31	 1.055167e+02	 131.jpg	 128.jpg	 31	 28	 u	 0	 1.242788e+03
BMI_bfr_112	 32	 1.090206e+02	 146.jpg	 137.jpg	 46	 37	 i	 0	 1.181539e+03
BMI_bfr_112	 33	 1.125245e+02	 142.jpg	 146.jpg	 42	 46	 u	 0	 1.030299e+03
BMI_bfr_112	 34	 1.160285e+02	 145.jpg	 152.jpg	 45	 52	 u	 0	 1.419012e+03
BMI_bfr_112	 35	 1.195157e+02	 137.jpg	 159.jpg	 37	 59	 i	 0	 1.453224e+03
BMI_bfr_112	 36	 1.230196e+02	 142.jpg	 127.jpg	 42	 27	 i	 0	 1.234450e+03
BMI_bfr_112	 37	 1.265235e+02	 109.jpg	 108.jpg	 9	 8	 u	 0	 1.308153e+03
BMI_bfr_112	 38	 1.300274e+02	 126.jpg	 121.jpg	 26	 21	 u	 0	 1.303162e+03
BMI_bfr_112	 39	 1.335147e+02	 128.jpg	 102.jpg	 28	 2	 i	 0	 1.202342e+03
BMI_bfr_112	 40	 1.370186e+02	 146.jpg	 151.jpg	 46	 51	 i	 0	 1.163550e+03
BMI_bfr_112	 41	 1.405225e+02	 140.jpg	 123.jpg	 40	 23	 i	 0	 1.169841e+03
BMI_bfr_112	 42	 1.440264e+02	 139.jpg	 135.jpg	 39	 35	 i	 0	 1.041039e+03
BMI_bfr_112	 43	 1.475137e+02	 148.jpg	 146.jpg	 48	 46	 u	 0	 9.064900e+02
BMI_bfr_112	 44	 1.510176e+02	 104.jpg	 109.jpg	 4	 9	 i	 0	 9.352142e+02
BMI_bfr_112	 45	 1.545215e+02	 160.jpg	 115.jpg	 60	 15	 i	 0	 1.110202e+03
BMI_bfr_112	 46	 1.580254e+02	 129.jpg	 142.jpg	 29	 42	 u	 0	 1.071441e+03
BMI_bfr_112	 47	 1.615293e+02	 151.jpg	 145.jpg	 51	 45	 i	 0	 9.089435e+02
BMI_bfr_112	 48	 1.650166e+02	 101.jpg	 146.jpg	 1	 46	 u	 0	 1.303124e+03
BMI_bfr_112	 49	 1.685205e+02	 146.jpg	 152.jpg	 46	 52	 i	 0	 1.174342e+03
BMI_bfr_112	 50	 1.720244e+02	 125.jpg	 149.jpg	 25	 49	 u	 0	 1.259315e+03
BMI_bfr_112	 51	 1.755283e+02	 117.jpg	 145.jpg	 17	 45	 i	 0	 1.018067e+03
BMI_bfr_112	 52	 1.790156e+02	 137.jpg	 157.jpg	 37	 57	 i	 0	 1.232276e+03
BMI_bfr_112	 53	 1.825195e+02	 119.jpg	 122.jpg	 19	 22	 u	 0	 9.234819e+02
BMI_bfr_112	 54	 1.860234e+02	 153.jpg	 133.jpg	 53	 33	 u	 0	 1.064715e+03
BMI_bfr_112	 55	 1.895273e+02	 135.jpg	 133.jpg	 35	 33	 i	 0	 1.318463e+03
