subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsOld	onsettime_isOld	resp_isOld	RT_isOld	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BOA_107	1	14	GumiWine2.bmp	56	1	1	1	2.966708e-02	1	3.981505e+00	0	5	4.551468e+00	5	1.947692e+00	
BOA_107	1	29	Abadi2.bmp	0	2	0	5	8.055319e+00	5	4.059853e+00	0	5	1.266046e+01	5	2.270709e+00	
BOA_107	1	41	DoritosMenupahBbq.bmp	0	3	0	5	1.648145e+01	5	1.609710e+00	0	5	1.863383e+01	5	5.773323e-01	
BOA_107	1	30	Argaliyot.bmp	0	4	0	5	2.076955e+01	5	1.505613e+00	0	5	2.280524e+01	5	6.939227e-01	
BOA_107	1	31	BisliBbq.bmp	0	5	0	5	2.505771e+01	5	9.934530e-01	0	5	2.659278e+01	5	8.903914e-01	
BOA_107	1	27	TapuchipsCrunch.bmp	15	6	1	1	2.902889e+01	1	2.582251e+00	1	1	3.214903e+01	1	6.221423e-01	
BOA_107	1	25	Smarties.bmp	46	7	1	1	3.431813e+01	1	2.413039e+00	0	5	3.727135e+01	5	1.251814e+00	
BOA_107	1	46	KinderFingers.bmp	0	8	0	5	4.007470e+01	5	6.360465e+00	0	5	4.696558e+01	5	5.495814e-01	
BOA_107	1	6	ClickBisquit2.bmp	7	9	1	1	4.906797e+01	1	4.319200e+00	1	1	5.392336e+01	1	7.918000e-01	
BOA_107	1	4	ChocolateParaCookies5.bmp	52	10	1	1	5.627599e+01	1	1.375168e+00	1	1	5.819488e+01	1	4.082874e-01	
BOA_107	1	1	Apropo.bmp	16	11	1	1	6.014704e+01	1	2.328121e+00	0	5	6.301693e+01	5	8.662254e-01	
BOA_107	1	18	Kitkat.bmp	17	12	1	1	6.543633e+01	1	1.470831e+00	0	5	6.743856e+01	5	1.908603e+00	
BOA_107	1	8	CrunchBisquitWhite2.bmp	54	13	1	1	7.090913e+01	1	2.062044e+00	0	5	7.351200e+01	5	1.035165e+00	
BOA_107	1	5	ChocolateParaMarir2.bmp	6	14	1	1	7.609826e+01	1	1.200896e+00	0	5	7.783356e+01	5	7.055985e-01	
BOA_107	1	12	DoritosSourSpicy.bmp	12	15	1	1	8.008603e+01	1	1.397145e+00	1	1	8.202159e+01	1	6.215829e-01	
BOA_107	1	21	Mentos.bmp	53	16	1	1	8.420747e+01	1	1.899699e+00	1	1	8.664356e+01	1	9.836187e-01	
