subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsOld	onsettime_isOld	resp_isOld	RT_isOld	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
BOA_113	1	12	CrunchShokoVanil.bmp	55	1	1	2	3.056863e-02	2	4.822896e+00	0	3	5.386710e+00	3	2.898763e+00	
BOA_113	1	55	Toblerone.bmp	0	2	0	5	9.841608e+00	5	2.179859e+00	0	5	1.256135e+01	5	8.681225e-01	
BOA_113	1	33	CheetosSpicey.bmp	0	3	0	5	1.498066e+01	5	3.008811e+00	0	5	1.853471e+01	5	5.667505e-01	
BOA_113	1	34	ChocolateChipsCookies.bmp	0	4	0	5	2.065371e+01	5	1.447760e+00	0	5	2.263939e+01	5	4.140847e-01	
BOA_113	1	22	Loacker.bmp	7	5	1	1	2.460822e+01	1	3.357245e+00	1	1	2.849581e+01	1	2.629656e+00	
BOA_113	1	18	Keifli.bmp	51	6	1	2	3.268391e+01	2	3.073560e+00	0	2	3.628789e+01	2	1.757565e+00	
BOA_113	1	3	BagaleShtuhim.bmp	16	7	1	1	3.959159e+01	1	3.349873e+00	0	3	4.347926e+01	3	2.070206e+00	
BOA_113	1	56	bagaleShminiot.bmp	0	8	0	5	4.710006e+01	5	2.113413e+00	0	5	4.975298e+01	5	3.724865e-01	
BOA_113	1	10	ChocolateParaSucariotKoftzot2.bmp	17	9	1	2	5.167179e+01	2	4.173682e+00	0	3	5.637705e+01	3	1.300416e+00	
BOA_113	1	7	Cheetos.bmp	45	10	1	1	5.923024e+01	1	5.279227e+00	1	2	6.505351e+01	2	1.479963e+00	
BOA_113	1	43	Hispusim.bmp	0	11	0	5	6.809020e+01	5	2.603258e+00	0	5	7.122713e+01	5	5.143463e-01	
BOA_113	1	16	GumiWine2.bmp	46	12	1	1	7.329606e+01	1	2.045415e+00	0	2	7.588233e+01	2	1.459146e+00	
BOA_113	1	32	BisliFalafel.bmp	0	13	0	5	7.890231e+01	5	4.023157e+00	0	5	8.345737e+01	5	1.036100e+00	
BOA_113	1	51	Oreo.bmp	0	14	0	5	8.604363e+01	5	9.378364e-01	0	5	8.751192e+01	5	2.695458e-01	
BOA_113	1	29	Abadi2.bmp	0	15	0	5	8.933068e+01	5	8.508011e-01	0	5	9.071557e+01	5	2.418935e-01	
BOA_113	1	46	KinderFingers.bmp	0	16	0	5	9.251762e+01	5	7.838473e-01	0	5	9.383573e+01	5	1.937503e-01	
BOA_113	1	14	Egozi.bmp	18	17	1	1	9.558764e+01	1	1.465828e+00	1	3	9.759011e+01	3	1.199360e+00	
BOA_113	1	17	KashitSour.bmp	49	18	1	1	1.003431e+02	1	2.030397e+00	0	2	1.029125e+02	2	1.260982e+00	
BOA_113	1	47	Lotus.bmp	0	19	0	5	1.057324e+02	5	1.673054e+00	0	5	1.079515e+02	5	3.019724e-01	
BOA_113	1	13	DoritosGrill.bmp	43	20	1	1	1.098035e+02	1	1.273920e+00	0	2	1.116223e+02	2	1.079160e+00	
BOA_113	1	19	KinderBuenoWhite2.bmp	8	21	1	1	1.142586e+02	1	1.194835e+00	0	2	1.159938e+02	2	8.036281e-01	
BOA_113	1	6	Bounty.bmp	53	22	1	1	1.183465e+02	1	9.389501e-01	1	3	1.198315e+02	3	6.539305e-01	
BOA_113	1	23	Mars.bmp	11	23	1	1	1.220340e+02	1	1.131436e+00	0	3	1.237025e+02	3	1.198970e+00	
BOA_113	1	36	ChocolateWhite.bmp	0	24	0	5	1.264556e+02	5	3.429872e+00	0	5	1.304267e+02	5	5.067977e-01	
BOA_113	1	39	Corny.bmp	0	25	0	5	1.324957e+02	5	1.293777e+00	0	5	1.343311e+02	5	2.663919e-01	
BOA_113	1	53	Pringles.bmp	0	26	0	5	1.361498e+02	5	1.255678e+00	0	5	1.379351e+02	5	2.303507e-01	
BOA_113	1	37	ClickCornflakes.bmp	0	27	0	5	1.397204e+02	5	9.970321e-01	0	5	1.412555e+02	5	3.420189e-01	
BOA_113	1	30	Argaliyot.bmp	0	28	0	5	1.431576e+02	5	5.758864e-01	0	5	1.442756e+02	5	2.898990e-01	
BOA_113	1	9	ChocolateParaMilk3.bmp	12	29	1	1	1.461276e+02	1	1.469858e+00	1	2	1.481299e+02	2	4.755783e-01	
BOA_113	1	25	Snickers.bmp	10	30	1	1	1.501655e+02	1	8.240010e-01	1	2	1.515337e+02	2	9.997752e-01	
BOA_113	1	38	CookiesSmile.bmp	0	31	0	5	1.540866e+02	5	1.142909e+00	0	5	1.557718e+02	5	3.056857e-01	
BOA_113	1	31	BisliBbq.bmp	0	32	0	5	1.576240e+02	5	1.461474e+00	0	5	1.596261e+02	5	2.673607e-01	
BOA_113	1	8	ChocolateParaCookies5.bmp	13	33	1	5	1.614448e+02	5	5.024638e+00	1	5	1.670010e+02	5	2.844862e-01	
BOA_113	1	11	ClickBlackWhite3.bmp	15	34	1	1	1.688364e+02	1	1.377044e+00	1	2	1.707552e+02	2	8.662295e-01	
BOA_113	1	45	KifkefMaklotChocolate.bmp	0	35	0	5	1.731746e+02	5	9.668866e-01	0	5	1.746763e+02	5	2.491997e-01	
BOA_113	1	27	Tortit.bmp	47	36	1	1	1.764783e+02	1	8.391257e-01	1	1	1.778632e+02	1	9.822552e-01	
BOA_113	1	48	MikeAndIke.bmp	0	37	0	5	1.803994e+02	5	9.261144e-01	0	5	1.818677e+02	5	2.817241e-01	
BOA_113	1	44	Kifkef.bmp	0	38	0	5	1.837031e+02	5	2.782376e+00	0	5	1.870235e+02	5	2.859576e-01	
BOA_113	1	5	BisliPizza3.bmp	48	39	1	1	1.888588e+02	1	9.626661e-01	0	2	1.903605e+02	2	5.969466e-01	
BOA_113	1	4	BambaSweet.bmp	54	40	1	1	1.925130e+02	1	8.444951e-01	0	2	1.938979e+02	2	6.596201e-01	
BOA_113	1	15	GumiSnakes3.bmp	44	41	1	1	1.961169e+02	1	1.504540e+00	1	3	1.981526e+02	3	1.596869e+00	
BOA_113	1	26	Tictac.bmp	50	42	1	1	2.013061e+02	1	1.139372e+00	1	3	2.029913e+02	3	1.542173e+00	
BOA_113	1	54	TapuchipsCrunch2.bmp	0	43	0	2	2.060948e+02	2	6.238659e+00	0	3	2.128691e+02	3	1.424397e+00	
BOA_113	1	2	BabyDoll.bmp	56	44	1	1	2.158557e+02	1	1.661722e+00	0	2	2.180583e+02	2	1.259218e+00	
BOA_113	1	41	DoritosMenupahBbq.bmp	0	45	0	5	2.208781e+02	5	1.919404e+00	0	5	2.233308e+02	5	2.906652e-01	
BOA_113	1	28	Twix.bmp	5	46	1	1	2.251829e+02	1	9.186150e-01	0	2	2.266345e+02	2	6.189259e-01	
BOA_113	1	20	KinderJoy.bmp	14	47	1	1	2.288037e+02	1	7.698213e-01	0	3	2.301050e+02	3	6.764735e-01	
BOA_113	1	1	Apropo.bmp	52	48	1	1	2.323409e+02	1	1.336614e+00	1	2	2.342096e+02	2	5.238298e-01	
BOA_113	1	35	ChocolateParaNuts2.bmp	0	49	0	5	2.362954e+02	5	1.590067e+00	0	5	2.384310e+02	5	2.304274e-01	
BOA_113	1	42	DoritusMexicanNacho.bmp	0	50	0	5	2.402164e+02	5	1.413095e+00	0	5	2.421686e+02	5	2.608683e-01	
BOA_113	1	24	PesekZman.bmp	6	51	1	1	2.439873e+02	1	2.442167e+00	0	3	2.469740e+02	3	1.167433e+00	
BOA_113	1	52	PitaCrunch.bmp	0	52	0	5	2.496937e+02	5	7.198035e-01	0	5	2.509451e+02	5	2.764185e-01	
BOA_113	1	49	MilkeyWay.bmp	0	53	0	5	2.527804e+02	5	8.410476e-01	0	5	2.541654e+02	5	3.040717e-01	
BOA_113	1	50	MnM2.bmp	0	54	0	5	2.560174e+02	5	9.400817e-01	0	5	2.575024e+02	5	2.230411e-01	
BOA_113	1	40	Crunch4.bmp	0	55	0	5	2.592710e+02	5	1.038422e+00	0	5	2.608396e+02	5	1.499101e-01	
BOA_113	1	21	Kitkat.bmp	9	56	1	1	2.625414e+02	1	1.680019e+00	0	3	2.647605e+02	3	7.169523e-01	
