subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency
BM_118	NaN	2	1	1	1	NaN	2008.jpg	2125.jpg	27	25	0	NaN	3	NaN	NaN	0.5995329	0.6072208	NaN	0.5
BM_118	NaN	2	1	1	2	NaN	2229.jpg	2041.jpg	35	38	1	NaN	4	NaN	NaN	0.5554114	0.5355062	NaN	1
BM_118	NaN	2	1	1	3	NaN	1183.jpg	1220.jpg	36	34	0	NaN	4	NaN	NaN	0.5455699	0.5580786	NaN	1
BM_118	NaN	2	1	1	4	NaN	2111.jpg	1019.jpg	55	56	1	NaN	6	NaN	NaN	0.4008481	0.398035	NaN	1
BM_118	NaN	2	1	1	5	NaN	1192.jpg	2209.jpg	70	68	1	NaN	8	NaN	NaN	0.3460024	0.3500095	NaN	0.5
BM_118	NaN	2	1	1	6	NaN	1246.jpg	2053.jpg	65	66	0	NaN	8	NaN	NaN	0.3606517	0.3559353	NaN	0.5
BM_118	NaN	2	1	1	7	NaN	1057.jpg	1255.jpg	46	45	1	NaN	5	NaN	NaN	0.4629515	0.4730664	NaN	0.5
BM_118	NaN	2	1	1	8	NaN	1204.jpg	2221.jpg	61	60	0	NaN	7	NaN	NaN	0.3788742	0.3833713	NaN	1
BM_118	NaN	2	1	1	9	NaN	1254.jpg	1210.jpg	29	30	1	NaN	3	NaN	NaN	0.5806803	0.5799606	NaN	0.5
BM_118	NaN	2	1	1	10	NaN	2240.jpg	2110.jpg	28	31	1	NaN	3	NaN	NaN	0.5910165	0.5741799	NaN	0.5
BM_118	NaN	2	1	1	11	NaN	2154.jpg	2124.jpg	24	23	0	NaN	2	NaN	NaN	0.6087551	0.6090343	NaN	0.5
BM_118	NaN	2	1	1	12	NaN	1031.jpg	1182.jpg	51	52	1	NaN	6	NaN	NaN	0.4099006	0.4063247	NaN	1
BM_118	NaN	2	1	1	13	NaN	2015.jpg	2181.jpg	17	18	0	NaN	2	NaN	NaN	0.6341981	0.6304656	NaN	0.5
BM_118	NaN	2	1	1	14	NaN	2063.jpg	1115.jpg	19	20	1	NaN	2	NaN	NaN	0.624011	0.6150016	NaN	0.5
BM_118	NaN	2	1	1	15	NaN	2181.jpg	1115.jpg	18	20	1	NaN	2	NaN	NaN	0.6304656	0.6150016	NaN	0.5
BM_118	NaN	2	1	1	16	NaN	1080.jpg	1073.jpg	53	54	0	NaN	6	NaN	NaN	0.4029056	0.4024983	NaN	1
BM_118	NaN	2	1	1	17	NaN	2154.jpg	2016.jpg	24	22	0	NaN	2	NaN	NaN	0.6087551	0.6128202	NaN	0.5
