Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency	Go	Run	TrialInRun	Trial
BM_120	25	0.6378602	1228.jpg	36	3	0	0	2	57	137
BM_120	47	0.4209947	2218.jpg	75	5	0	0	2	58	138
BM_120	75	0.1835349	2110.jpg	57	0	0	0	2	59	139
BM_120	77	0.1499059	1057.jpg	12	0	0	0	2	60	140
BM_120	21	0.6692249	1114.jpg	16	2	0	0	2	61	141
BM_120	66	0.2634808	1017.jpg	4	8	1	1	2	62	142
BM_120	18	0.7432267	2149.jpg	64	2	1	1	2	63	143
BM_120	9	0.8185344	2229.jpg	77	1	0	0	2	64	144
BM_120	38	0.5097864	1031.jpg	8	4	0.5	0	2	65	145
BM_120	22	0.6589722	2248.jpg	79	2	1	1	2	66	146
BM_120	2	0.9388764	2094.jpg	56	0	0	0	2	67	147
BM_120	4	0.8533661	2112.jpg	59	0	0	0	2	68	148
BM_120	69	0.2504351	1150.jpg	23	8	1	1	2	69	149
BM_120	55	0.3616681	2240.jpg	78	6	0	0	2	70	150
BM_120	61	0.2982826	1130.jpg	19	7	0	0	2	71	151
BM_120	60	0.3038505	1019.jpg	5	7	0.5	1	2	72	152
BM_120	74	0.1885886	1216.jpg	33	0	0	0	2	73	153
BM_120	72	0.2119962	1127.jpg	18	8	1	1	2	74	154
BM_120	15	0.7652809	2006.jpg	41	1	0.5	1	2	75	155
BM_120	26	0.6368635	2063.jpg	54	3	1	1	2	76	156
BM_120	63	0.2950293	1182.jpg	25	7	0.5	1	2	77	157
BM_120	36	0.5406503	2128.jpg	63	4	0	0	2	78	158
BM_120	33	0.5629694	2221.jpg	76	4	0	0	2	79	159
BM_120	31	0.5818787	2201.jpg	71	3	1	1	2	80	160
BM_120	77	0.1499059	1057.jpg	12	0	0	0	3	1	161
BM_120	66	0.2634808	1017.jpg	4	8	1	1	3	2	162
BM_120	69	0.2504351	1150.jpg	23	8	1	1	3	3	163
BM_120	18	0.7432267	2149.jpg	64	2	1	1	3	4	164
BM_120	25	0.6378602	1228.jpg	36	3	0	0	3	5	165
BM_120	3	0.8609038	2153.jpg	65	0	0	0	3	6	166
BM_120	79	0.1017357	1192.jpg	28	0	0	0	3	7	167
BM_120	7	0.8341266	2054.jpg	52	0	0	0	3	8	168
BM_120	71	0.2221948	1226.jpg	35	8	0	0	3	9	169
BM_120	9	0.8185344	2229.jpg	77	1	0	0	3	10	170
BM_120	49	0.4060854	1202.jpg	29	6	0.5	0	3	11	171
BM_120	73	0.1914361	1146.jpg	22	0	0	0	3	12	172
BM_120	65	0.2726535	1246.jpg	37	8	0	0	3	13	173
BM_120	30	0.584736	2209.jpg	72	3	1	1	3	14	174
BM_120	74	0.1885886	1216.jpg	33	0	0	0	3	15	175
BM_120	58	0.3103493	1220.jpg	34	7	0	0	3	16	176
BM_120	72	0.2119962	1127.jpg	18	8	1	1	3	17	177
BM_120	13	0.7791432	2016.jpg	45	1	0	0	3	18	178
BM_120	31	0.5818787	2201.jpg	71	3	1	1	3	19	179
BM_120	27	0.6327106	2164.jpg	68	3	1	1	3	20	180
BM_120	76	0.1528916	1013.jpg	3	0	0	0	3	21	181
BM_120	29	0.5906811	2043.jpg	49	3	0	0	3	22	182
BM_120	26	0.6368635	2063.jpg	54	3	1	1	3	23	183
BM_120	62	0.2971972	1145.jpg	21	7	0.5	0	3	24	184
BM_120	8	0.8211456	2249.jpg	80	0	0	0	3	25	185
BM_120	32	0.5695592	1255.jpg	39	3	0	0	3	26	186
BM_120	6	0.8382114	2154.jpg	66	0	0	0	3	27	187
BM_120	57	0.3128309	2058.jpg	53	7	0.5	1	3	28	188
BM_120	39	0.5087348	1191.jpg	27	4	0.5	0	3	29	189
BM_120	68	0.2592983	1052.jpg	11	8	0	0	3	30	190
BM_120	78	0.1242283	1060.jpg	13	0	0	0	3	31	191
BM_120	41	0.4835838	2217.jpg	74	5	1	1	3	32	192
BM_120	34	0.5554252	1073.jpg	14	4	0.5	0	3	33	193
BM_120	22	0.6589722	2248.jpg	79	2	1	1	3	34	194
BM_120	37	0.5379434	2045.jpg	50	4	0	0	3	35	195
BM_120	28	0.6005073	1028.jpg	7	3	0	0	3	36	196
BM_120	15	0.7652809	2006.jpg	41	1	0.5	1	3	37	197
BM_120	10	0.8022459	2039.jpg	47	1	0.5	0	3	38	198
BM_120	20	0.6863308	2015.jpg	44	2	0	0	3	39	199
BM_120	54	0.3631518	1207.jpg	31	6	0	0	3	40	200
BM_120	70	0.2450339	1009.jpg	2	8	0	0	3	41	201
BM_120	42	0.4756059	1115.jpg	17	5	0	0	3	42	202
BM_120	50	0.4055825	2089.jpg	55	6	0	0	3	43	203
BM_120	45	0.4584937	1050.jpg	10	5	1	1	3	44	204
BM_120	48	0.4101631	2111.jpg	58	5	1	1	3	45	205
BM_120	14	0.7655977	2125.jpg	62	1	0.5	0	3	46	206
BM_120	5	0.8512297	2124.jpg	61	0	0	0	3	47	207
BM_120	61	0.2982826	1130.jpg	19	7	0	0	3	48	208
BM_120	56	0.3550586	2194.jpg	70	6	0.5	0	3	49	209
BM_120	16	0.7631709	2118.jpg	60	1	0	0	3	50	210
BM_120	44	0.4595446	1254.jpg	38	5	1	1	3	51	211
BM_120	59	0.3062738	1173.jpg	24	7	0	0	3	52	212
BM_120	33	0.5629694	2221.jpg	76	4	0	0	3	53	213
BM_120	40	0.4998333	1027.jpg	6	4	0	0	3	54	214
BM_120	1	0.9546198	2008.jpg	42	0	0	0	3	55	215
BM_120	21	0.6692249	1114.jpg	16	2	0	0	3	56	216
BM_120	51	0.4008452	2024.jpg	46	6	0	0	3	57	217
BM_120	55	0.3616681	2240.jpg	78	6	0	0	3	58	218
BM_120	35	0.5455278	2155.jpg	67	4	0.5	0	3	59	219
BM_120	60	0.3038505	1019.jpg	5	7	0.5	0	3	60	220
BM_120	2	0.9388764	2094.jpg	56	0	0	0	3	61	221
BM_120	36	0.5406503	2128.jpg	63	4	0	0	3	62	222
BM_120	52	0.3882508	1144.jpg	20	6	0.5	0	3	63	223
BM_120	38	0.5097864	1031.jpg	8	4	0.5	1	3	64	224
BM_120	80	0.02098296	1080.jpg	15	0	0	0	3	65	225
BM_120	64	0.2888168	1183.jpg	26	7	0	0	3	66	226
BM_120	63	0.2950293	1182.jpg	25	7	0.5	0	3	67	227
BM_120	17	0.7494879	2212.jpg	73	2	0	0	3	68	228
BM_120	11	0.7915552	2181.jpg	69	1	0.5	0	3	69	229
BM_120	46	0.4336075	2041.jpg	48	5	0	0	3	70	230
BM_120	12	0.7816093	2010.jpg	43	1	0	0	3	71	231
BM_120	43	0.4601562	1007.jpg	1	5	0	0	3	72	232
BM_120	75	0.1835349	2110.jpg	57	0	0	0	3	73	233
BM_120	24	0.6560468	2053.jpg	51	2	0	0	3	74	234
BM_120	53	0.3633304	1210.jpg	32	6	0.5	1	3	75	235
BM_120	4	0.8533661	2112.jpg	59	0	0	0	3	76	236
BM_120	19	0.7066389	1262.jpg	40	2	1	1	3	77	237
BM_120	67	0.260157	1204.jpg	30	8	1	1	3	78	238
BM_120	23	0.6574815	1035.jpg	9	2	1	1	3	79	239
BM_120	47	0.4209947	2218.jpg	75	5	0	0	3	80	240
BM_120	7	0.8341266	2054.jpg	52	0	0	0	4	1	241
BM_120	32	0.5695592	1255.jpg	39	3	0	0	4	2	242
BM_120	29	0.5906811	2043.jpg	49	3	0	0	4	3	243
BM_120	65	0.2726535	1246.jpg	37	8	0	0	4	4	244
BM_120	53	0.3633304	1210.jpg	32	6	0.5	1	4	5	245
BM_120	37	0.5379434	2045.jpg	50	4	0	0	4	6	246
BM_120	50	0.4055825	2089.jpg	55	6	0	0	4	7	247
BM_120	48	0.4101631	2111.jpg	58	5	1	1	4	8	248
BM_120	78	0.1242283	1060.jpg	13	0	0	0	4	9	249
BM_120	9	0.8185344	2229.jpg	77	1	0	0	4	10	250
BM_120	74	0.1885886	1216.jpg	33	0	0	0	4	11	251
BM_120	27	0.6327106	2164.jpg	68	3	1	1	4	12	252
BM_120	3	0.8609038	2153.jpg	65	0	0	0	4	13	253
BM_120	58	0.3103493	1220.jpg	34	7	0	0	4	14	254
BM_120	45	0.4584937	1050.jpg	10	5	1	1	4	15	255
BM_120	47	0.4209947	2218.jpg	75	5	0	0	4	16	256
BM_120	75	0.1835349	2110.jpg	57	0	0	0	4	17	257
BM_120	77	0.1499059	1057.jpg	12	0	0	0	4	18	258
BM_120	16	0.7631709	2118.jpg	60	1	0	0	4	19	259
BM_120	57	0.3128309	2058.jpg	53	7	0.5	1	4	20	260
BM_120	35	0.5455278	2155.jpg	67	4	0.5	1	4	21	261
BM_120	5	0.8512297	2124.jpg	61	0	0	0	4	22	262
BM_120	19	0.7066389	1262.jpg	40	2	1	1	4	23	263
BM_120	73	0.1914361	1146.jpg	22	0	0	0	4	24	264
BM_120	64	0.2888168	1183.jpg	26	7	0	0	4	25	265
BM_120	66	0.2634808	1017.jpg	4	8	1	1	4	26	266
BM_120	39	0.5087348	1191.jpg	27	4	0.5	1	4	27	267
BM_120	54	0.3631518	1207.jpg	31	6	0	0	4	28	268
BM_120	40	0.4998333	1027.jpg	6	4	0	0	4	29	269
BM_120	60	0.3038505	1019.jpg	5	7	0.5	0	4	30	270
BM_120	63	0.2950293	1182.jpg	25	7	0.5	0	4	31	271
BM_120	79	0.1017357	1192.jpg	28	0	0	0	4	32	272
BM_120	72	0.2119962	1127.jpg	18	8	1	1	4	33	273
BM_120	46	0.4336075	2041.jpg	48	5	0	0	4	34	274
BM_120	1	0.9546198	2008.jpg	42	0	0	0	4	35	275
BM_120	23	0.6574815	1035.jpg	9	2	1	1	4	36	276
BM_120	44	0.4595446	1254.jpg	38	5	1	1	4	37	277
BM_120	34	0.5554252	1073.jpg	14	4	0.5	0	4	38	278
BM_120	6	0.8382114	2154.jpg	66	0	0	0	4	39	279
BM_120	17	0.7494879	2212.jpg	73	2	0	0	4	40	280
BM_120	71	0.2221948	1226.jpg	35	8	0	0	4	41	281
BM_120	13	0.7791432	2016.jpg	45	1	0	0	4	42	282
BM_120	22	0.6589722	2248.jpg	79	2	1	1	4	43	283
BM_120	15	0.7652809	2006.jpg	41	1	0.5	0	4	44	284
BM_120	30	0.584736	2209.jpg	72	3	1	1	4	45	285
BM_120	67	0.260157	1204.jpg	30	8	1	1	4	46	286
BM_120	14	0.7655977	2125.jpg	62	1	0.5	0	4	47	287
BM_120	4	0.8533661	2112.jpg	59	0	0	0	4	48	288
BM_120	68	0.2592983	1052.jpg	11	8	0	0	4	49	289
BM_120	80	0.02098296	1080.jpg	15	0	0	0	4	50	290
BM_120	61	0.2982826	1130.jpg	19	7	0	0	4	51	291
BM_120	33	0.5629694	2221.jpg	76	4	0	0	4	52	292
BM_120	26	0.6368635	2063.jpg	54	3	1	1	4	53	293
BM_120	25	0.6378602	1228.jpg	36	3	0	0	4	54	294
BM_120	42	0.4756059	1115.jpg	17	5	0	0	4	55	295
BM_120	20	0.6863308	2015.jpg	44	2	0	0	4	56	296
BM_120	11	0.7915552	2181.jpg	69	1	0.5	1	4	57	297
BM_120	51	0.4008452	2024.jpg	46	6	0	0	4	58	298
BM_120	38	0.5097864	1031.jpg	8	4	0.5	0	4	59	299
BM_120	59	0.3062738	1173.jpg	24	7	0	0	4	60	300
BM_120	41	0.4835838	2217.jpg	74	5	1	1	4	61	301
BM_120	76	0.1528916	1013.jpg	3	0	0	0	4	62	302
BM_120	21	0.6692249	1114.jpg	16	2	0	0	4	63	303
BM_120	69	0.2504351	1150.jpg	23	8	1	1	4	64	304
BM_120	43	0.4601562	1007.jpg	1	5	0	0	4	65	305
BM_120	8	0.8211456	2249.jpg	80	0	0	0	4	66	306
BM_120	49	0.4060854	1202.jpg	29	6	0.5	0	4	67	307
BM_120	52	0.3882508	1144.jpg	20	6	0.5	0	4	68	308
BM_120	55	0.3616681	2240.jpg	78	6	0	0	4	69	309
BM_120	10	0.8022459	2039.jpg	47	1	0.5	0	4	70	310
BM_120	31	0.5818787	2201.jpg	71	3	1	1	4	71	311
BM_120	36	0.5406503	2128.jpg	63	4	0	0	4	72	312
BM_120	24	0.6560468	2053.jpg	51	2	0	0	4	73	313
BM_120	18	0.7432267	2149.jpg	64	2	1	1	4	74	314
BM_120	56	0.3550586	2194.jpg	70	6	0.5	0	4	75	315
BM_120	70	0.2450339	1009.jpg	2	8	0	0	4	76	316
BM_120	2	0.9388764	2094.jpg	56	0	0	0	4	77	317
BM_120	62	0.2971972	1145.jpg	21	7	0.5	1	4	78	318
BM_120	28	0.6005073	1028.jpg	7	3	0	0	4	79	319
BM_120	12	0.7816093	2010.jpg	43	1	0	0	4	80	320
BM_120	55	0.3616681	2240.jpg	78	6	0	0	5	1	321
BM_120	63	0.2950293	1182.jpg	25	7	0.5	0	5	2	322
BM_120	53	0.3633304	1210.jpg	32	6	0.5	0	5	3	323
BM_120	74	0.1885886	1216.jpg	33	0	0	0	5	4	324
BM_120	4	0.8533661	2112.jpg	59	0	0	0	5	5	325
BM_120	48	0.4101631	2111.jpg	58	5	1	1	5	6	326
BM_120	27	0.6327106	2164.jpg	68	3	1	1	5	7	327
BM_120	3	0.8609038	2153.jpg	65	0	0	0	5	8	328
BM_120	7	0.8341266	2054.jpg	52	0	0	0	5	9	329
BM_120	51	0.4008452	2024.jpg	46	6	0	0	5	10	330
BM_120	33	0.5629694	2221.jpg	76	4	0	0	5	11	331
BM_120	70	0.2450339	1009.jpg	2	8	0	0	5	12	332
BM_120	59	0.3062738	1173.jpg	24	7	0	0	5	13	333
BM_120	64	0.2888168	1183.jpg	26	7	0	0	5	14	334
BM_120	57	0.3128309	2058.jpg	53	7	0.5	1	5	15	335
BM_120	71	0.2221948	1226.jpg	35	8	0	0	5	16	336
BM_120	41	0.4835838	2217.jpg	74	5	1	1	5	17	337
BM_120	23	0.6574815	1035.jpg	9	2	1	1	5	18	338
BM_120	62	0.2971972	1145.jpg	21	7	0.5	0	5	19	339
BM_120	18	0.7432267	2149.jpg	64	2	1	1	5	20	340
BM_120	78	0.1242283	1060.jpg	13	0	0	0	5	21	341
BM_120	2	0.9388764	2094.jpg	56	0	0	0	5	22	342
BM_120	80	0.02098296	1080.jpg	15	0	0	0	5	23	343
BM_120	25	0.6378602	1228.jpg	36	3	0	0	5	24	344
BM_120	43	0.4601562	1007.jpg	1	5	0	0	5	25	345
BM_120	10	0.8022459	2039.jpg	47	1	0.5	0	5	26	346
BM_120	26	0.6368635	2063.jpg	54	3	1	1	5	27	347
BM_120	79	0.1017357	1192.jpg	28	0	0	0	5	28	348
BM_120	39	0.5087348	1191.jpg	27	4	0.5	1	5	29	349
BM_120	21	0.6692249	1114.jpg	16	2	0	0	5	30	350
BM_120	49	0.4060854	1202.jpg	29	6	0.5	0	5	31	351
BM_120	5	0.8512297	2124.jpg	61	0	0	0	5	32	352
BM_120	20	0.6863308	2015.jpg	44	2	0	0	5	33	353
BM_120	31	0.5818787	2201.jpg	71	3	1	1	5	34	354
BM_120	76	0.1528916	1013.jpg	3	0	0	0	5	35	355
BM_120	75	0.1835349	2110.jpg	57	0	0	0	5	36	356
BM_120	19	0.7066389	1262.jpg	40	2	1	1	5	37	357
BM_120	22	0.6589722	2248.jpg	79	2	1	1	5	38	358
BM_120	12	0.7816093	2010.jpg	43	1	0	0	5	39	359
BM_120	77	0.1499059	1057.jpg	12	0	0	0	5	40	360
BM_120	32	0.5695592	1255.jpg	39	3	0	0	5	41	361
BM_120	61	0.2982826	1130.jpg	19	7	0	0	5	42	362
BM_120	52	0.3882508	1144.jpg	20	6	0.5	1	5	43	363
BM_120	13	0.7791432	2016.jpg	45	1	0	0	5	44	364
BM_120	65	0.2726535	1246.jpg	37	8	0	0	5	45	365
BM_120	34	0.5554252	1073.jpg	14	4	0.5	0	5	46	366
BM_120	38	0.5097864	1031.jpg	8	4	0.5	0	5	47	367
BM_120	6	0.8382114	2154.jpg	66	0	0	0	5	48	368
BM_120	72	0.2119962	1127.jpg	18	8	1	1	5	49	369
BM_120	16	0.7631709	2118.jpg	60	1	0	0	5	50	370
BM_120	14	0.7655977	2125.jpg	62	1	0.5	1	5	51	371
BM_120	17	0.7494879	2212.jpg	73	2	0	0	5	52	372
BM_120	15	0.7652809	2006.jpg	41	1	0.5	0	5	53	373
BM_120	11	0.7915552	2181.jpg	69	1	0.5	1	5	54	374
BM_120	58	0.3103493	1220.jpg	34	7	0	0	5	55	375
BM_120	35	0.5455278	2155.jpg	67	4	0.5	1	5	56	376
BM_120	50	0.4055825	2089.jpg	55	6	0	0	5	57	377
BM_120	24	0.6560468	2053.jpg	51	2	0	0	5	58	378
BM_120	28	0.6005073	1028.jpg	7	3	0	0	5	59	379
BM_120	44	0.4595446	1254.jpg	38	5	1	1	5	60	380
BM_120	37	0.5379434	2045.jpg	50	4	0	0	5	61	381
BM_120	54	0.3631518	1207.jpg	31	6	0	0	5	62	382
BM_120	60	0.3038505	1019.jpg	5	7	0.5	1	5	63	383
BM_120	36	0.5406503	2128.jpg	63	4	0	0	5	64	384
BM_120	1	0.9546198	2008.jpg	42	0	0	0	5	65	385
BM_120	69	0.2504351	1150.jpg	23	8	1	1	5	66	386
BM_120	9	0.8185344	2229.jpg	77	1	0	0	5	67	387
BM_120	29	0.5906811	2043.jpg	49	3	0	0	5	68	388
BM_120	66	0.2634808	1017.jpg	4	8	1	1	5	69	389
BM_120	30	0.584736	2209.jpg	72	3	1	1	5	70	390
BM_120	42	0.4756059	1115.jpg	17	5	0	0	5	71	391
BM_120	56	0.3550586	2194.jpg	70	6	0.5	1	5	72	392
BM_120	40	0.4998333	1027.jpg	6	4	0	0	5	73	393
BM_120	46	0.4336075	2041.jpg	48	5	0	0	5	74	394
BM_120	45	0.4584937	1050.jpg	10	5	1	1	5	75	395
BM_120	8	0.8211456	2249.jpg	80	0	0	0	5	76	396
BM_120	68	0.2592983	1052.jpg	11	8	0	0	5	77	397
BM_120	67	0.260157	1204.jpg	30	8	1	1	5	78	398
BM_120	47	0.4209947	2218.jpg	75	5	0	0	5	79	399
BM_120	73	0.1914361	1146.jpg	22	0	0	0	5	80	400
BM_120	37	0.5379434	2045.jpg	50	4	0	0	6	1	401
BM_120	26	0.6368635	2063.jpg	54	3	1	1	6	2	402
BM_120	35	0.5455278	2155.jpg	67	4	0.5	0	6	3	403
BM_120	38	0.5097864	1031.jpg	8	4	0.5	0	6	4	404
