1	 36	 8371.jpg	 1	 1	 1	 0	 37 
2	 30	 8001.jpg	 1	 1	 1	 1	 39 
3	 15	 2362.jpg	 1	 1	 1	 1	 42 
4	 14	 2352.1.jpg	 1	 1	 0	 1	 14 
5	 2	 1660.jpg	 1	 1	 1	 0	 20 
6	 32	 8208.jpg	 1	 1	 0	 0	 38 
7	 9	 2158.jpg	 1	 1	 0	 0	 17 
8	 27	 7430.jpg	 1	 1	 0	 0	 23 
9	 22	 5260.jpg	 1	 1	 1	 1	 25 
10	 11	 2345.jpg	 1	 1	 1	 0	 36 
11	 10	 2209.jpg	 1	 1	 1	 1	 12 
12	 18	 4601.jpg	 1	 1	 0	 1	 22 
13	 23	 5480.jpg	 1	 1	 0	 0	 41 
14	 37	 8380.jpg	 1	 1	 0	 0	 40 
15	 17	 2550.jpg	 1	 1	 0	 0	 9 
16	 38	 8420.jpg	 1	 1	 1	 1	 45 
17	 16	 2373.jpg	 1	 1	 0	 0	 48 
18	 21	 4641.jpg	 1	 1	 0	 0	 11 
19	 33	 8220.jpg	 1	 1	 1	 0	 52 
20	 40	 8510.jpg	 1	 1	 0	 1	 43 
21	 4	 1721.jpg	 1	 1	 1	 0	 24 
22	 1	 1590.jpg	 1	 1	 0	 1	 19 
23	 24	 7250.jpg	 1	 1	 1	 0	 50 
24	 20	 4640.jpg	 1	 1	 1	 1	 10 
25	 13	 2347.jpg	 1	 1	 0	 0	 26 
26	 35	 8350.jpg	 1	 1	 0	 0	 54 
27	 29	 7499.jpg	 1	 1	 1	 1	 18 
28	 31	 8031.jpg	 1	 1	 0	 1	 8 
29	 7	 2058.jpg	 1	 1	 1	 1	 15 
30	 25	 7260.jpg	 1	 1	 1	 1	 53 
31	 3	 1720.jpg	 1	 1	 0	 0	 16 
32	 26	 7291.jpg	 1	 1	 0	 0	 49 
33	 39	 8496.jpg	 1	 1	 1	 1	 44 
34	 8	 2091.jpg	 1	 1	 1	 0	 47 
35	 5	 2030.jpg	 1	 1	 0	 0	 35 
36	 19	 4603.jpg	 1	 1	 1	 0	 13 
37	 28	 7470.jpg	 1	 1	 0	 0	 51 
38	 34	 8280.jpg	 1	 1	 0	 0	 46 
39	 70	 8130.jpg	 0	 1	 0	 0	 0 
40	 6	 2057.jpg	 1	 1	 1	 1	 7 
41	 12	 2346.jpg	 1	 1	 1	 0	 21 
