subjid	 runtrial	 onsettime	 ImageLeft	 ImageRight	 StimNumLeft	 StimNumRight	 Response	 Outcome	 RT
p_109	 1	 5.170864e-01	 2346.jpg	 2058.jpg	 16	 8	 i	 0	 1.003613e+03
p_109	 2	 4.015711e+00	 2347.jpg	 7470.jpg	 17	 41	 u	 0	 1.696959e+03
p_109	 3	 7.514354e+00	 5829.jpg	 7250.jpg	 35	 36	 i	 0	 1.414297e+03
p_109	 4	 1.101300e+01	 8210.jpg	 8340.jpg	 49	 52	 u	 0	 2.011617e+03
p_109	 5	 1.451164e+01	 8208.jpg	 5260.jpg	 48	 32	 u	 0	 2.080956e+03
p_109	 6	 1.802364e+01	 5480.jpg	 8031.jpg	 33	 46	 i	 0	 1.448931e+03
p_109	 7	 2.152228e+01	 2057.jpg	 8371.jpg	 7	 54	 u	 0	 1.934261e+03
p_109	 8	 2.502092e+01	 8510.jpg	 2030.jpg	 60	 6	 i	 0	 1.635590e+03
p_109	 9	 2.851957e+01	 1720.jpg	 2345.jpg	 4	 15	 i	 0	 1.304932e+03
p_109	 10	 3.201821e+01	 7291.jpg	 8470.jpg	 39	 57	 i	 0	 1.438262e+03
p_109	 11	 3.551685e+01	 4640.jpg	 2352.1.jpg	 29	 18	 i	 0	 9.796006e+02
p_109	 12	 3.901550e+01	 8380.jpg	 7430.jpg	 55	 40	 u	 0	 2.040920e+03
p_109	 13	 4.251414e+01	 8220.jpg	 5626.jpg	 50	 34	 i	 0	 1.678253e+03
p_109	 14	 4.601278e+01	 8280.jpg	 2091.jpg	 51	 9	 i	 0	 1.219593e+03
p_109	 15	 4.951143e+01	 4610.jpg	 2362.jpg	 26	 19	 i	 0	 1.144944e+03
p_109	 16	 5.302342e+01	 8502.jpg	 2303.jpg	 59	 14	 i	 0	 8.969225e+02
p_109	 17	 5.652207e+01	 1590.jpg	 8496.jpg	 2	 58	 i	 0	 9.342549e+02
p_109	 18	 6.002071e+01	 8033.jpg	 1540.jpg	 47	 1	 u	 0	 1.419573e+03
p_109	 19	 6.351936e+01	 2209.jpg	 7282.jpg	 13	 38	 u	 0	 1.120925e+03
p_109	 20	 6.701800e+01	 7260.jpg	 1721.jpg	 37	 5	 u	 0	 1.766236e+03
p_109	 21	 7.051664e+01	 4599.jpg	 7499.jpg	 22	 43	 i	 0	 9.075754e+02
p_109	 22	 7.401528e+01	 1660.jpg	 4603.jpg	 3	 24	 u	 0	 1.760905e+03
p_109	 23	 7.751393e+01	 7480.jpg	 2155.jpg	 42	 10	 u	 0	 1.894241e+03
p_109	 24	 8.101257e+01	 4619.jpg	 8350.jpg	 27	 53	 i	 0	 1.435569e+03
p_109	 25	 8.451121e+01	 4606.jpg	 2158.jpg	 25	 11	 i	 0	 8.969129e+02
p_109	 26	 8.802321e+01	 5199.jpg	 7660.jpg	 31	 44	 i	 0	 2.056876e+03
p_109	 27	 9.152185e+01	 4601.jpg	 4626.jpg	 23	 28	 u	 0	 1.134217e+03
