subjectID	 order	 itemIndABC	 runtrial	 isOld?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd	 isBeep?
p_123	 1	 6	 1	 1	 1	 3.371370e-02	 2165.jpg	 u	 2.149154e+00	 8	 0	 
p_123	 1	 31	 2	 1	 1	 3.238576e+00	 8210.jpg	 u	 7.203009e-01	 20	 1	 
p_123	 1	 7	 3	 1	 1	 5.014602e+00	 2209.jpg	 u	 6.082465e-01	 38	 0	 
p_123	 1	 53	 4	 0	 0	 6.670432e+00	 4600.jpg	 i	 6.484018e-01	 0	 0	 
p_123	 1	 48	 5	 0	 0	 8.379712e+00	 2300.jpg	 i	 6.351133e-01	 0	 0	 
p_123	 1	 78	 6	 0	 0	 1.007561e+01	 8500.jpg	 i	 5.552181e-01	 0	 0	 
p_123	 1	 22	 7	 1	 1	 1.169139e+01	 5829.jpg	 u	 1.179407e+00	 9	 0	 
p_123	 1	 18	 8	 1	 1	 1.392146e+01	 5199.jpg	 u	 1.269329e+00	 17	 0	 
p_123	 1	 51	 9	 0	 0	 1.624498e+01	 2655.jpg	 i	 5.618034e-01	 0	 0	 
p_123	 1	 52	 10	 0	 0	 1.786076e+01	 4597.jpg	 i	 5.620021e-01	 0	 0	 
p_123	 1	 68	 11	 0	 0	 1.947654e+01	 7508.jpg	 i	 4.982137e-01	 0	 0	 
p_123	 1	 13	 12	 1	 1	 2.102555e+01	 2550.jpg	 u	 6.611858e-01	 45	 1	 
p_123	 1	 76	 13	 0	 0	 2.273482e+01	 8467.jpg	 i	 5.519169e-01	 0	 0	 
p_123	 1	 50	 14	 0	 0	 2.435062e+01	 2398.jpg	 i	 4.560950e-01	 0	 0	 
p_123	 1	 62	 15	 0	 0	 2.585956e+01	 7200.jpg	 i	 4.991545e-01	 0	 0	 
p_123	 1	 37	 16	 1	 0	 2.740856e+01	 8380.jpg	 i	 3.901325e-01	 15	 1	 
p_123	 1	 74	 17	 0	 0	 2.885076e+01	 8300.jpg	 i	 5.959454e-01	 0	 0	 
p_123	 1	 28	 18	 1	 1	 3.050660e+01	 8001.jpg	 u	 5.240815e-01	 48	 0	 
p_123	 1	 38	 19	 1	 1	 3.208235e+01	 8420.jpg	 u	 4.843421e-01	 16	 0	 
p_123	 1	 34	 20	 1	 1	 3.361801e+01	 8340.jpg	 u	 7.726629e-01	 35	 0	 
p_123	 1	 8	 21	 1	 1	 3.544745e+01	 2303.jpg	 u	 5.592112e-01	 24	 1	 
p_123	 1	 33	 22	 1	 1	 3.706323e+01	 8280.jpg	 u	 1.071400e+00	 10	 1	 
p_123	 1	 30	 23	 1	 1	 3.918645e+01	 8208.jpg	 u	 5.001684e-01	 39	 1	 
p_123	 1	 21	 24	 1	 1	 4.073546e+01	 5626.jpg	 u	 4.551611e-01	 11	 0	 
p_123	 1	 1	 25	 1	 1	 4.224444e+01	 1590.jpg	 u	 6.741722e-01	 52	 1	 
p_123	 1	 32	 26	 1	 0	 4.398128e+01	 8220.jpg	 i	 5.053145e-01	 44	 1	 
p_123	 1	 70	 27	 0	 0	 4.554275e+01	 8130.jpg	 i	 8.958192e-01	 0	 0	 
p_123	 1	 42	 28	 0	 0	 4.749240e+01	 1722.jpg	 i	 7.701606e-01	 0	 0	 
p_123	 1	 73	 29	 0	 0	 4.932185e+01	 8170.jpg	 i	 7.007163e-01	 0	 0	 
p_123	 1	 59	 30	 0	 0	 5.107115e+01	 5623.jpg	 i	 4.553830e-01	 0	 0	 
p_123	 1	 46	 31	 0	 0	 5.258011e+01	 2160.jpg	 i	 8.024315e-01	 0	 0	 
p_123	 1	 77	 32	 0	 0	 5.443628e+01	 8499.jpg	 i	 7.062275e-01	 0	 0	 
p_123	 1	 11	 33	 1	 0	 5.619895e+01	 2362.jpg	 i	 5.595681e-01	 42	 1	 
p_123	 1	 27	 34	 1	 1	 5.781474e+01	 7660.jpg	 u	 7.677679e-01	 53	 1	 
p_123	 1	 35	 35	 1	 1	 5.963081e+01	 8350.jpg	 u	 1.287659e+00	 46	 0	 
p_123	 1	 80	 36	 0	 0	 6.196770e+01	 8540.jpg	 i	 1.270768e+00	 0	 0	 
p_123	 1	 29	 37	 1	 1	 6.429124e+01	 8033.jpg	 u	 8.512066e-01	 12	 1	 
p_123	 1	 65	 38	 0	 0	 6.620081e+01	 7405.jpg	 i	 5.896419e-01	 0	 0	 
p_123	 1	 2	 39	 1	 1	 6.784329e+01	 1720.jpg	 u	 7.711536e-01	 49	 0	 
p_123	 1	 40	 40	 1	 1	 6.967271e+01	 8496.jpg	 u	 5.737045e-01	 21	 1	 
p_123	 1	 71	 41	 0	 0	 7.130187e+01	 8158.jpg	 i	 6.885286e-01	 0	 0	 
p_123	 1	 67	 42	 0	 0	 7.303782e+01	 7482.jpg	 i	 6.485828e-01	 0	 0	 
p_123	 1	 3	 43	 1	 1	 7.473375e+01	 1721.jpg	 u	 4.886393e-01	 54	 0	 
p_123	 1	 12	 44	 1	 1	 7.628276e+01	 2373.jpg	 u	 5.556218e-01	 25	 1	 
p_123	 1	 20	 45	 1	 1	 7.789856e+01	 5480.jpg	 u	 6.038166e-01	 41	 0	 
p_123	 1	 39	 46	 1	 1	 7.955438e+01	 8470.jpg	 u	 5.319633e-01	 36	 1	 
p_123	 1	 61	 47	 0	 0	 8.114348e+01	 5982.jpg	 i	 5.908606e-01	 0	 0	 
p_123	 1	 55	 48	 0	 0	 8.278594e+01	 4614.jpg	 i	 5.164001e-01	 0	 0	 
p_123	 1	 36	 49	 1	 1	 8.436170e+01	 8371.jpg	 u	 6.686137e-01	 18	 1	 
p_123	 1	 69	 50	 0	 0	 8.608431e+01	 8090.jpg	 i	 6.099882e-01	 0	 0	 
p_123	 1	 72	 51	 0	 0	 8.775350e+01	 8162.jpg	 i	 7.007879e-01	 0	 0	 
p_123	 1	 57	 52	 0	 0	 8.950283e+01	 4624.jpg	 i	 8.554664e-01	 0	 0	 
p_123	 1	 9	 53	 1	 1	 9.141238e+01	 2346.jpg	 u	 8.338857e-01	 19	 0	 
p_123	 1	 49	 54	 0	 0	 9.329525e+01	 2391.jpg	 i	 9.350058e-01	 0	 0	 
p_123	 1	 64	 55	 0	 0	 9.528494e+01	 7390.jpg	 i	 6.573174e-01	 0	 0	 
