1	 5	 2058.jpg	 1	 1	 1	 1	 19 
2	 30	 7430.jpg	 1	 1	 1	 1	 38 
3	 16	 4601.jpg	 1	 1	 0	 0	 15 
4	 25	 5829.jpg	 1	 1	 0	 0	 44 
5	 3	 1660.jpg	 1	 1	 0	 0	 47 
6	 32	 7660.jpg	 1	 1	 1	 1	 46 
7	 14	 2347.jpg	 1	 1	 1	 1	 14 
8	 35	 8340.jpg	 1	 1	 1	 0	 43 
9	 22	 5260.jpg	 1	 1	 0	 0	 42 
10	 27	 7260.jpg	 1	 1	 0	 0	 13 
11	 18	 4619.jpg	 1	 1	 1	 1	 54 
12	 26	 7250.jpg	 1	 1	 1	 1	 49 
13	 37	 8371.jpg	 1	 1	 0	 0	 53 
14	 38	 8380.jpg	 1	 1	 0	 0	 52 
15	 19	 4626.jpg	 1	 1	 1	 1	 11 
16	 21	 4641.jpg	 1	 1	 0	 0	 12 
17	 33	 8001.jpg	 1	 1	 1	 1	 23 
18	 12	 2345.jpg	 1	 1	 1	 1	 35 
19	 17	 4603.jpg	 1	 1	 1	 1	 16 
20	 1	 1540.jpg	 1	 1	 0	 0	 20 
21	 36	 8350.jpg	 1	 1	 1	 1	 51 
22	 13	 2346.jpg	 1	 1	 1	 1	 40 
23	 29	 7291.jpg	 1	 1	 1	 1	 8 
24	 40	 8510.jpg	 1	 1	 1	 1	 26 
25	 31	 7499.jpg	 1	 1	 0	 0	 45 
26	 7	 2155.jpg	 1	 1	 0	 0	 18 
27	 23	 5480.jpg	 1	 1	 0	 0	 39 
28	 20	 4640.jpg	 1	 1	 1	 1	 17 
29	 10	 2209.jpg	 1	 1	 0	 0	 21 
30	 9	 2165.jpg	 1	 1	 1	 1	 9 
31	 8	 2158.jpg	 1	 1	 1	 1	 41 
32	 15	 2352.1.jpg	 1	 1	 1	 1	 22 
33	 4	 1721.jpg	 1	 1	 0	 0	 37 
34	 28	 7282.jpg	 1	 1	 0	 0	 10 
35	 34	 8208.jpg	 1	 1	 0	 0	 50 
36	 11	 2303.jpg	 1	 1	 0	 0	 36 
37	 6	 2091.jpg	 1	 1	 0	 0	 7 
38	 39	 8470.jpg	 1	 1	 1	 1	 48 
