subjectID	 scanner	 order	 block	 run	 trial	 onsettime	 ImageLeft	 ImageRight	 bidIndexLeft	 bidIndexRight	 IsleftGo	 Response	 PairType	 Outcome	 RT	 bidLeft	 bidRight	 
p_105	 0	 1	 02	 2	 1	 2.015897e+00	 5199.jpg	 2030.jpg	 26	 38	 1	 x	 4	 999	 999000.00	 0.53	 0.43	 
p_105	 0	 1	 02	 2	 2	 5.007104e+00	 2352.1.jpg	 8280.jpg	 10	 8	 1	 u	 1	 1	 703.46	 0.71	 0.73	 
p_105	 0	 1	 02	 2	 3	 1.201774e+01	 7291.jpg	 8350.jpg	 53	 41	 1	 u	 2	 1	 780.77	 0.26	 0.41	 
p_105	 0	 1	 02	 2	 4	 1.601047e+01	 4640.jpg	 1590.jpg	 42	 49	 1	 u	 2	 1	 452.03	 0.40	 0.31	 
p_105	 0	 1	 02	 2	 5	 2.101807e+01	 4606.jpg	 4641.jpg	 52	 54	 1	 i	 2	 0	 652.38	 0.27	 0.24	 
p_105	 0	 1	 02	 2	 6	 2.501080e+01	 7282.jpg	 1590.jpg	 47	 49	 1	 u	 2	 1	 571.62	 0.36	 0.31	 
p_105	 0	 1	 02	 2	 7	 2.901688e+01	 2347.jpg	 2352.1.jpg	 9	 10	 0	 u	 1	 0	 1261.51	 0.72	 0.71	 
p_105	 0	 1	 02	 2	 8	 3.200808e+01	 1590.jpg	 4606.jpg	 49	 52	 0	 x	 2	 999	 999000.00	 0.31	 0.27	 
p_105	 0	 1	 02	 2	 9	 3.501264e+01	 8510.jpg	 4610.jpg	 50	 51	 1	 u	 2	 1	 593.71	 0.28	 0.28	 
p_105	 0	 1	 02	 2	 10	 4.000689e+01	 5626.jpg	 7470.jpg	 16	 13	 0	 i	 1	 1	 527.44	 0.63	 0.65	 
p_105	 0	 1	 02	 2	 11	 4.401297e+01	 4641.jpg	 4640.jpg	 54	 42	 0	 i	 2	 1	 665.34	 0.24	 0.40	 
p_105	 0	 1	 02	 2	 12	 4.900722e+01	 8470.jpg	 7250.jpg	 23	 35	 1	 i	 4	 0	 735.05	 0.56	 0.47	 
p_105	 0	 1	 02	 2	 13	 5.301330e+01	 2352.1.jpg	 8208.jpg	 10	 22	 1	 i	 1	 0	 696.94	 0.71	 0.56	 
p_105	 0	 1	 02	 2	 14	 5.601786e+01	 7291.jpg	 4603.jpg	 53	 46	 1	 i	 2	 0	 1068.35	 0.26	 0.36	 
p_105	 0	 1	 02	 2	 15	 6.001058e+01	 4606.jpg	 8350.jpg	 52	 41	 1	 u	 2	 1	 771.63	 0.27	 0.41	 
p_105	 0	 1	 02	 2	 16	 6.600636e+01	 1540.jpg	 7660.jpg	 37	 25	 0	 i	 3	 1	 895.80	 0.44	 0.54	 
p_105	 0	 1	 02	 2	 17	 7.301699e+01	 8210.jpg	 1540.jpg	 24	 37	 1	 u	 3	 1	 709.12	 0.55	 0.44	 
p_105	 0	 1	 02	 2	 18	 7.600820e+01	 8001.jpg	 8420.jpg	 18	 14	 1	 i	 1	 0	 1197.88	 0.61	 0.64	 
p_105	 0	 1	 02	 2	 19	 8.101580e+01	 8510.jpg	 7430.jpg	 50	 48	 1	 i	 2	 0	 742.24	 0.28	 0.34	 
p_105	 0	 1	 02	 2	 20	 8.601004e+01	 8420.jpg	 2058.jpg	 14	 12	 0	 u	 1	 0	 579.97	 0.64	 0.70	 
p_105	 0	 1	 02	 2	 21	 9.201916e+01	 8033.jpg	 2345.jpg	 19	 7	 0	 i	 1	 1	 818.82	 0.60	 0.76	 
p_105	 0	 1	 02	 2	 22	 9.601189e+01	 8280.jpg	 2058.jpg	 8	 12	 0	 i	 1	 1	 506.07	 0.73	 0.70	 
p_105	 0	 1	 02	 2	 23	 1.010063e+02	 4610.jpg	 4640.jpg	 51	 42	 0	 u	 2	 0	 887.63	 0.28	 0.40	 
p_105	 0	 1	 02	 2	 24	 1.080168e+02	 1590.jpg	 2362.jpg	 49	 39	 0	 i	 2	 1	 525.11	 0.31	 0.42	 
p_105	 0	 1	 02	 2	 25	 1.130110e+02	 7260.jpg	 4641.jpg	 44	 54	 1	 i	 2	 0	 546.83	 0.37	 0.24	 
p_105	 0	 1	 02	 2	 26	 1.180186e+02	 2345.jpg	 8220.jpg	 7	 17	 1	 u	 1	 1	 1171.17	 0.76	 0.63	 
p_105	 0	 1	 02	 2	 27	 1.210098e+02	 4603.jpg	 7282.jpg	 46	 47	 0	 u	 2	 0	 1187.96	 0.36	 0.36	 
p_105	 0	 1	 02	 2	 28	 1.240144e+02	 4603.jpg	 8510.jpg	 46	 50	 0	 u	 2	 0	 855.39	 0.36	 0.28	 
p_105	 0	 1	 02	 2	 29	 1.300102e+02	 8220.jpg	 7499.jpg	 17	 15	 0	 i	 1	 1	 795.56	 0.63	 0.63	 
p_105	 0	 1	 02	 2	 30	 1.340162e+02	 5626.jpg	 2345.jpg	 16	 7	 0	 i	 1	 1	 597.46	 0.63	 0.76	 
