subjectID	 order	 stimName	 itemIndABC	 bidInd	 runtrial	 isOld?	 subjectAnswerIsOld	 isBeep?	 subjectAnswerIsBeep	 onsettime	 resp_choice	 RT
100	 2	 2158.jpg	 9	 22	 1	 1	 1	 1	 0	 2.649531e-02	 u	 1.875647e+00 
100	 2	 8210.jpg	 30	 18	 2	 1	 1	 0	 1	 2.964264e+00	 i	 1.049873e+00 
100	 2	 7282.jpg	 25	 36	 3	 1	 1	 0	 0	 5.074133e+00	 u	 7.799881e-01 
100	 2	 2373.jpg	 15	 51	 4	 1	 1	 1	 0	 6.903557e+00	 u	 8.865382e-01 
100	 2	 8510.jpg	 40	 11	 5	 1	 1	 1	 1	 8.839833e+00	 i	 8.542291e-01 
100	 2	 8280.jpg	 32	 48	 6	 1	 1	 1	 0	 1.074938e+01	 u	 5.126884e-01 
100	 2	 2030.jpg	 5	 12	 7	 1	 1	 0	 0	 1.231176e+01	 u	 4.862675e-01 
100	 2	 8380.jpg	 35	 49	 8	 1	 1	 1	 1	 1.384746e+01	 i	 4.865682e-01 
100	 2	 5480.jpg	 22	 40	 9	 1	 1	 1	 1	 1.538317e+01	 i	 4.868402e-01 
100	 2	 7499.jpg	 27	 24	 10	 1	 1	 0	 1	 1.693214e+01	 i	 1.129873e+00 
100	 2	 4603.jpg	 17	 23	 11	 1	 1	 1	 0	 1.912207e+01	 u	 6.198959e-01 
100	 2	 4610.jpg	 18	 15	 12	 1	 1	 0	 0	 2.079126e+01	 u	 7.107071e-01 
100	 2	 4619.jpg	 19	 26	 13	 1	 1	 1	 0	 2.255393e+01	 u	 6.919986e-01 
100	 2	 8470.jpg	 37	 47	 14	 1	 1	 0	 1	 2.430325e+01	 i	 5.266576e-01 
100	 2	 8496.jpg	 38	 13	 15	 1	 1	 0	 0	 2.587897e+01	 u	 1.126921e+00 
100	 2	 5829.jpg	 23	 20	 16	 1	 1	 0	 0	 2.805558e+01	 u	 5.503144e-01 
100	 2	 5199.jpg	 21	 46	 17	 1	 1	 1	 0	 2.965801e+01	 u	 3.878586e-01 
100	 2	 8350.jpg	 33	 43	 18	 1	 1	 1	 1	 3.110020e+01	 i	 5.136586e-01 
100	 2	 1720.jpg	 3	 37	 19	 1	 1	 0	 1	 3.267593e+01	 i	 5.059266e-01 
100	 2	 7260.jpg	 24	 8	 20	 1	 1	 1	 0	 3.423830e+01	 u	 3.835234e-01 
100	 2	 1540.jpg	 1	 53	 21	 1	 1	 0	 0	 3.568059e+01	 u	 1.732419e-01 
100	 2	 2165.jpg	 10	 35	 22	 1	 1	 1	 0	 3.690900e+01	 u	 6.888019e-01 
100	 2	 8502.jpg	 39	 41	 23	 1	 1	 1	 0	 3.865833e+01	 u	 6.194660e-01 
100	 2	 2352.1.jpg	 13	 42	 24	 1	 1	 0	 1	 4.032752e+01	 i	 8.862388e-01 
100	 2	 8001.jpg	 29	 38	 25	 1	 1	 1	 1	 4.226379e+01	 i	 6.139542e-01 
100	 2	 1590.jpg	 2	 39	 26	 1	 1	 0	 0	 4.393298e+01	 u	 2.247660e-01 
100	 2	 8220.jpg	 31	 45	 27	 1	 1	 0	 1	 4.521491e+01	 i	 4.468115e-01 
100	 2	 2091.jpg	 7	 21	 28	 1	 1	 0	 0	 4.671051e+01	 u	 1.991872e-01 
100	 2	 2550.jpg	 16	 17	 29	 1	 1	 1	 0	 4.796576e+01	 u	 4.639407e-01 
100	 2	 2347.jpg	 12	 10	 30	 1	 1	 0	 1	 4.948805e+01	 i	 5.576048e-01 
100	 2	 1721.jpg	 4	 52	 31	 1	 1	 0	 1	 5.110383e+01	 i	 6.378080e-01 
100	 2	 8420.jpg	 36	 14	 32	 1	 1	 1	 1	 5.279973e+01	 i	 5.739192e-01 
100	 2	 2155.jpg	 8	 25	 33	 1	 1	 0	 0	 5.444223e+01	 u	 6.433918e-01 
100	 2	 2362.jpg	 14	 7	 34	 1	 1	 0	 0	 5.613810e+01	 u	 8.994834e-01 
100	 2	 7480.jpg	 26	 54	 35	 1	 1	 1	 0	 5.808773e+01	 u	 5.818646e-01 
100	 2	 7660.jpg	 28	 50	 36	 1	 1	 0	 0	 5.973023e+01	 u	 7.633304e-01 
100	 2	 8371.jpg	 34	 9	 37	 1	 1	 1	 0	 6.154631e+01	 u	 5.472382e-01 
100	 2	 2209.jpg	 11	 44	 38	 1	 1	 0	 1	 6.314874e+01	 i	 4.808026e-01 
100	 2	 2058.jpg	 6	 19	 39	 1	 1	 1	 1	 6.468440e+01	 i	 4.811212e-01 
100	 2	 4640.jpg	 20	 16	 40	 1	 1	 1	 0	 6.622005e+01	 u	 3.374587e-01 
