subjectID	 order	 stimName	 itemIndABC	 bidInd	 runtrial	 isOld?	 subjectAnswerIsOld	 isBeep?	 subjectAnswerIsBeep	 onsettime	 resp_choice	 RT
p_110	 2	 2030.jpg	 4	 26	 1	 1	 1	 1	 0	 2.999584e-02	 u	 4.267090e+00 
p_110	 2	 4606.jpg	 19	 13	 2	 1	 1	 0	 1	 5.358063e+00	 i	 9.549917e-01 
p_110	 2	 2550.jpg	 15	 9	 3	 1	 1	 1	 1	 7.361116e+00	 i	 6.639344e-01 
p_110	 2	 2057.jpg	 5	 15	 4	 1	 1	 0	 0	 9.083720e+00	 u	 1.645319e+00 
p_110	 2	 8350.jpg	 37	 49	 5	 1	 1	 1	 1	 1.178116e+01	 i	 6.918608e-01 
p_110	 2	 8280.jpg	 36	 46	 6	 1	 1	 1	 1	 1.353047e+01	 i	 8.785413e-01 
p_110	 2	 2303.jpg	 9	 18	 7	 1	 1	 0	 1	 1.546675e+01	 i	 8.142437e-01 
p_110	 2	 4599.jpg	 16	 19	 8	 1	 1	 1	 0	 1.733624e+01	 u	 8.967398e-01 
p_110	 2	 5199.jpg	 23	 24	 9	 1	 1	 0	 0	 1.928588e+01	 u	 1.299077e+00 
p_110	 2	 4610.jpg	 20	 16	 10	 1	 1	 1	 1	 2.163610e+01	 i	 5.488647e-01 
p_110	 2	 2347.jpg	 11	 8	 11	 1	 1	 1	 1	 2.323854e+01	 i	 4.664144e-01 
p_110	 2	 8031.jpg	 33	 47	 12	 1	 1	 0	 1	 2.476083e+01	 i	 6.241108e-01 
p_110	 2	 2346.jpg	 10	 23	 13	 1	 1	 1	 1	 2.644339e+01	 i	 8.135399e-01 
p_110	 2	 7282.jpg	 27	 53	 14	 1	 1	 0	 0	 2.831291e+01	 u	 1.263990e+00 
p_110	 2	 2373.jpg	 14	 25	 15	 1	 1	 0	 1	 3.063644e+01	 i	 6.844776e-01 
p_110	 2	 5626.jpg	 25	 12	 16	 1	 1	 0	 1	 3.238587e+01	 i	 5.990083e-01 
p_110	 2	 8380.jpg	 38	 36	 17	 1	 1	 0	 1	 3.404160e+01	 i	 1.455259e+00 
p_110	 2	 2165.jpg	 7	 14	 18	 1	 1	 1	 1	 3.655207e+01	 i	 6.407836e-01 
p_110	 2	 1540.jpg	 1	 54	 19	 1	 1	 1	 0	 3.824797e+01	 u	 1.264877e+00 
p_110	 2	 4641.jpg	 22	 21	 20	 1	 1	 0	 1	 4.057152e+01	 i	 4.613259e-01 
p_110	 2	 5480.jpg	 24	 35	 21	 1	 1	 1	 1	 4.208048e+01	 i	 4.883308e-01 
p_110	 2	 4603.jpg	 18	 42	 22	 1	 1	 0	 1	 4.361613e+01	 i	 4.566879e-01 
p_110	 2	 8502.jpg	 40	 51	 23	 1	 1	 1	 1	 4.512508e+01	 i	 1.507724e+00 
p_110	 2	 7480.jpg	 29	 52	 24	 1	 1	 0	 1	 4.768897e+01	 i	 8.158213e-01 
p_110	 2	 2362.jpg	 13	 50	 25	 1	 1	 0	 0	 4.955849e+01	 u	 9.462775e-01 
p_110	 2	 4601.jpg	 17	 17	 26	 1	 1	 1	 1	 5.156153e+01	 i	 6.392484e-01 
p_110	 2	 2352.1.jpg	 12	 10	 27	 1	 1	 0	 1	 5.325744e+01	 i	 5.593179e-01 
p_110	 2	 1720.jpg	 2	 20	 28	 1	 1	 0	 1	 5.487319e+01	 i	 6.875537e-01 
p_110	 2	 7470.jpg	 28	 48	 29	 1	 1	 1	 1	 5.660918e+01	 i	 8.235490e-01 
p_110	 2	 5829.jpg	 26	 11	 30	 1	 1	 1	 1	 5.849205e+01	 i	 2.476651e+00 
p_110	 2	 8220.jpg	 35	 37	 31	 1	 1	 0	 0	 6.203073e+01	 u	 6.659671e-01 
p_110	 2	 8001.jpg	 32	 40	 32	 1	 1	 1	 0	 6.375336e+01	 u	 6.233284e-01 
p_110	 2	 1721.jpg	 3	 22	 33	 1	 1	 1	 1	 6.543592e+01	 i	 6.047559e-01 
p_110	 2	 2209.jpg	 8	 38	 34	 1	 1	 1	 0	 6.709175e+01	 u	 1.876882e+00 
p_110	 2	 7499.jpg	 30	 41	 35	 1	 1	 1	 0	 7.001618e+01	 u	 2.024448e+00 
p_110	 2	 4640.jpg	 21	 39	 36	 1	 1	 0	 1	 7.310088e+01	 i	 5.717223e-01 
p_110	 2	 8470.jpg	 39	 43	 37	 1	 1	 1	 1	 7.473001e+01	 i	 5.585887e-01 
p_110	 2	 2155.jpg	 6	 7	 38	 1	 1	 0	 1	 7.634581e+01	 i	 1.118783e+00 
