subjectID	 order	 itemIndABC	 runtrial	 isOld?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd	 isBeep?
p_102	 2	 6	 1	 1	 1	 2.550614e-02	 2058.jpg	 i	 1.496746e+00	 41	 1	 
p_102	 2	 31	 2	 1	 1	 2.576022e+00	 8001.jpg	 i	 7.222002e-01	 16	 1	 
p_102	 2	 7	 3	 1	 1	 4.352035e+00	 2091.jpg	 i	 5.941860e-01	 8	 1	 
p_102	 2	 53	 4	 0	 0	 6.007894e+00	 4600.jpg	 u	 6.022946e-01	 0	 0	 
p_102	 2	 48	 5	 0	 0	 7.663733e+00	 2300.jpg	 u	 4.984498e-01	 0	 0	 
p_102	 2	 78	 6	 0	 0	 9.212744e+00	 8500.jpg	 u	 5.334128e-01	 0	 0	 
p_102	 2	 22	 7	 1	 1	 1.080182e+01	 4641.jpg	 i	 6.083209e-01	 52	 0	 
p_102	 2	 18	 8	 1	 1	 1.247099e+01	 4603.jpg	 i	 4.911520e-01	 53	 0	 
p_102	 2	 51	 9	 0	 0	 1.402003e+01	 2655.jpg	 u	 6.060781e-01	 0	 0	 
p_102	 2	 52	 10	 0	 0	 1.567586e+01	 4597.jpg	 u	 6.942315e-01	 0	 0	 
p_102	 2	 68	 11	 0	 0	 1.742525e+01	 7508.jpg	 u	 4.328211e-01	 0	 0	 
p_102	 2	 13	 12	 1	 1	 1.890752e+01	 2347.jpg	 i	 6.145399e-01	 43	 1	 
p_102	 2	 76	 13	 0	 0	 2.057662e+01	 8467.jpg	 u	 6.414371e-01	 0	 0	 
p_102	 2	 50	 14	 0	 0	 2.227263e+01	 2398.jpg	 u	 6.734174e-01	 0	 0	 
p_102	 2	 62	 15	 0	 0	 2.400849e+01	 7200.jpg	 u	 5.055373e-01	 0	 0	 
p_102	 2	 37	 16	 1	 1	 2.557084e+01	 8371.jpg	 i	 6.231591e-01	 15	 0	 
p_102	 2	 74	 17	 0	 1	 2.725340e+01	 8300.jpg	 i	 6.525799e-01	 0	 0	 
p_102	 2	 28	 18	 1	 1	 2.896266e+01	 7480.jpg	 i	 6.393032e-01	 17	 1	 
p_102	 2	 38	 19	 1	 1	 3.065855e+01	 8420.jpg	 i	 5.593901e-01	 47	 0	 
p_102	 2	 34	 20	 1	 1	 3.227433e+01	 8210.jpg	 i	 6.716101e-01	 23	 1	 
p_102	 2	 8	 21	 1	 1	 3.399694e+01	 2158.jpg	 i	 6.609816e-01	 40	 1	 
p_102	 2	 33	 22	 1	 1	 3.571953e+01	 8033.jpg	 i	 5.703726e-01	 21	 0	 
p_102	 2	 30	 23	 1	 1	 3.734869e+01	 7660.jpg	 i	 6.372033e-01	 42	 0	 
p_102	 2	 21	 24	 1	 1	 3.904470e+01	 4640.jpg	 i	 6.051554e-01	 22	 1	 
p_102	 2	 1	 25	 1	 1	 4.070043e+01	 1540.jpg	 i	 6.134102e-01	 12	 0	 
p_102	 2	 32	 26	 1	 1	 4.236963e+01	 8031.jpg	 i	 6.082074e-01	 24	 0	 
p_102	 2	 70	 27	 0	 0	 4.403882e+01	 8130.jpg	 u	 5.869900e-01	 0	 0	 
p_102	 2	 42	 28	 0	 0	 4.568130e+01	 1722.jpg	 u	 5.284945e-01	 0	 0	 
p_102	 2	 73	 29	 0	 0	 4.727038e+01	 8170.jpg	 u	 7.794037e-01	 0	 0	 
p_102	 2	 59	 30	 0	 0	 4.909982e+01	 5623.jpg	 u	 5.659389e-01	 0	 0	 
p_102	 2	 46	 31	 0	 0	 5.071560e+01	 2160.jpg	 u	 8.381593e-01	 0	 0	 
p_102	 2	 77	 32	 0	 0	 5.261187e+01	 8499.jpg	 u	 5.258618e-01	 0	 0	 
p_102	 2	 11	 33	 1	 1	 5.418752e+01	 2345.jpg	 i	 6.461818e-01	 39	 0	 
p_102	 2	 27	 34	 1	 1	 5.588342e+01	 7430.jpg	 i	 6.462864e-01	 48	 1	 
p_102	 2	 35	 35	 1	 1	 5.759272e+01	 8280.jpg	 i	 7.289522e-01	 37	 0	 
p_102	 2	 80	 36	 0	 0	 5.938206e+01	 8540.jpg	 u	 7.475942e-01	 0	 0	 
p_102	 2	 29	 37	 1	 1	 6.118479e+01	 7499.jpg	 i	 6.088618e-01	 9	 1	 
p_102	 2	 65	 38	 0	 0	 6.285397e+01	 7405.jpg	 u	 7.636471e-01	 0	 0	 
p_102	 2	 2	 39	 1	 1	 6.467006e+01	 1660.jpg	 i	 6.595612e-01	 10	 0	 
p_102	 2	 40	 40	 1	 1	 6.637932e+01	 8510.jpg	 i	 5.982669e-01	 13	 0	 
p_102	 2	 71	 41	 0	 0	 6.803515e+01	 8158.jpg	 u	 6.544269e-01	 0	 0	 
p_102	 2	 67	 42	 0	 0	 6.974450e+01	 7482.jpg	 u	 6.250522e-01	 0	 0	 
p_102	 2	 3	 43	 1	 1	 7.142696e+01	 1720.jpg	 i	 7.025785e-01	 35	 1	 
p_102	 2	 12	 44	 1	 1	 7.318964e+01	 2346.jpg	 i	 6.038733e-01	 54	 1	 
p_102	 2	 20	 45	 1	 1	 7.484546e+01	 4610.jpg	 i	 5.160620e-01	 49	 1	 
p_102	 2	 39	 46	 1	 1	 7.642119e+01	 8470.jpg	 i	 5.723110e-01	 26	 1	 
p_102	 2	 61	 47	 0	 0	 7.805031e+01	 5982.jpg	 u	 8.631500e-01	 0	 0	 
p_102	 2	 55	 48	 0	 0	 7.997323e+01	 4614.jpg	 u	 6.522177e-01	 0	 0	 
p_102	 2	 36	 49	 1	 1	 8.168250e+01	 8340.jpg	 i	 6.709335e-01	 51	 1	 
p_102	 2	 69	 50	 0	 0	 8.340510e+01	 8090.jpg	 u	 7.883025e-01	 0	 0	 
p_102	 2	 72	 51	 0	 0	 8.524789e+01	 8162.jpg	 u	 5.774949e-01	 0	 0	 
p_102	 2	 57	 52	 0	 0	 8.687701e+01	 4624.jpg	 u	 6.923845e-01	 0	 0	 
p_102	 2	 9	 53	 1	 1	 8.862634e+01	 2165.jpg	 i	 6.070191e-01	 46	 1	 
p_102	 2	 49	 54	 0	 0	 9.029554e+01	 2391.jpg	 u	 8.097977e-01	 0	 0	 
p_102	 2	 64	 55	 0	 0	 9.216503e+01	 7390.jpg	 u	 5.722900e-01	 0	 0	 
p_102	 2	 5	 56	 1	 1	 9.379416e+01	 2057.jpg	 i	 5.591679e-01	 50	 0	 
p_102	 2	 14	 57	 1	 1	 9.540995e+01	 2352.1.jpg	 i	 4.953405e-01	 11	 1	 
p_102	 2	 66	 58	 0	 0	 9.695895e+01	 7450.jpg	 u	 6.103514e-01	 0	 0	 
p_102	 2	 47	 59	 0	 0	 9.862815e+01	 2224.jpg	 u	 5.731072e-01	 0	 0	 
p_102	 2	 15	 60	 1	 1	 1.002573e+02	 2362.jpg	 i	 6.079660e-01	 7	 0	 
p_102	 2	 41	 61	 0	 0	 1.019265e+02	 1340.jpg	 u	 8.267577e-01	 0	 0	 
p_102	 2	 58	 62	 0	 0	 1.038093e+02	 4628.jpg	 u	 8.958744e-01	 0	 0	 
p_102	 2	 56	 63	 0	 0	 1.057590e+02	 4623.jpg	 u	 4.822438e-01	 0	 0	 
p_102	 2	 45	 64	 0	 0	 1.072946e+02	 2071.jpg	 u	 6.585578e-01	 0	 0	 
p_102	 2	 25	 65	 1	 1	 1.090039e+02	 7282.jpg	 i	 6.933099e-01	 45	 0	 
p_102	 2	 16	 66	 1	 1	 1.107532e+02	 4599.jpg	 i	 5.759651e-01	 25	 0	 
p_102	 2	 23	 67	 1	 1	 1.123823e+02	 5260.jpg	 i	 7.228091e-01	 36	 0	 
p_102	 2	 19	 68	 1	 1	 1.141583e+02	 4606.jpg	 i	 8.187825e-01	 44	 0	 
p_102	 2	 43	 69	 0	 0	 1.160278e+02	 1811.jpg	 u	 5.972613e-01	 0	 0	 
p_102	 2	 63	 70	 0	 0	 1.176837e+02	 7220.jpg	 u	 5.893972e-01	 0	 0	 
p_102	 2	 26	 71	 1	 1	 1.193262e+02	 7291.jpg	 i	 6.109029e-01	 18	 0	 
p_102	 2	 60	 72	 0	 0	 1.209954e+02	 5814.jpg	 u	 6.056827e-01	 0	 0	 
p_102	 2	 4	 73	 1	 1	 1.226646e+02	 1721.jpg	 i	 6.644789e-01	 19	 1	 
p_102	 2	 24	 74	 1	 1	 1.243872e+02	 5626.jpg	 i	 5.258504e-01	 14	 1	 
p_102	 2	 44	 75	 0	 0	 1.259762e+02	 1999.jpg	 u	 6.167593e-01	 0	 0	 
p_102	 2	 79	 76	 0	 0	 1.276454e+02	 8531.jpg	 u	 5.955472e-01	 0	 0	 
p_102	 2	 10	 77	 1	 1	 1.293013e+02	 2303.jpg	 i	 8.916807e-01	 20	 0	 
p_102	 2	 17	 78	 1	 1	 1.312509e+02	 4601.jpg	 i	 5.900601e-01	 38	 1	 
p_102	 2	 54	 79	 0	 0	 1.328934e+02	 4612.jpg	 u	 7.235593e-01	 0	 0	 
p_102	 2	 75	 80	 0	 0	 1.346694e+02	 8461.jpg	 u	 7.715141e-01	 0	 0	 
