subjectID	 order	 stimName	 itemIndABC	 bidInd	 runtrial	 isOld?	 subjectAnswerIsOld	 isBeep?	 subjectAnswerIsBeep	 onsettime	 resp_choice	 RT
p_122	 2	 2373.jpg	 14	 22	 1	 1	 1	 1	 1	 2.995574e-02	 i	 1.295690e+00 
p_122	 2	 5199.jpg	 21	 13	 2	 1	 1	 0	 0	 2.380173e+00	 u	 8.494478e-01 
p_122	 2	 5626.jpg	 23	 10	 3	 1	 1	 0	 0	 4.289746e+00	 u	 7.318861e-01 
p_122	 2	 4601.jpg	 16	 17	 4	 1	 1	 1	 1	 6.079133e+00	 i	 5.104894e-01 
p_122	 2	 1720.jpg	 3	 12	 5	 1	 1	 0	 0	 7.641492e+00	 u	 5.961151e-01 
p_122	 2	 2345.jpg	 11	 38	 6	 1	 1	 1	 1	 9.297352e+00	 i	 6.202386e-01 
p_122	 2	 2550.jpg	 15	 36	 7	 1	 1	 0	 0	 1.097990e+01	 u	 6.976644e-01 
p_122	 2	 7499.jpg	 29	 25	 8	 1	 1	 0	 0	 1.272923e+01	 u	 9.323377e-01 
p_122	 2	 5480.jpg	 22	 18	 9	 1	 1	 0	 0	 1.471892e+01	 u	 6.226383e-01 
p_122	 2	 8350.jpg	 35	 45	 10	 1	 1	 0	 0	 1.640145e+01	 u	 9.400749e-01 
p_122	 2	 4610.jpg	 18	 16	 11	 1	 1	 1	 1	 1.840456e+01	 i	 7.929699e-01 
p_122	 2	 1721.jpg	 4	 23	 12	 1	 1	 1	 1	 2.026065e+01	 i	 5.048652e-01 
p_122	 2	 8470.jpg	 37	 40	 13	 1	 1	 1	 1	 2.182303e+01	 i	 5.904692e-01 
p_122	 2	 8496.jpg	 38	 14	 14	 1	 1	 1	 1	 2.346550e+01	 i	 5.639885e-01 
p_122	 2	 7282.jpg	 26	 35	 15	 1	 1	 1	 1	 2.508132e+01	 i	 5.641602e-01 
p_122	 2	 1590.jpg	 1	 43	 16	 1	 1	 1	 1	 2.669709e+01	 i	 5.483877e-01 
p_122	 2	 7660.jpg	 30	 41	 17	 1	 1	 1	 1	 2.829952e+01	 i	 4.659414e-01 
p_122	 2	 2346.jpg	 12	 7	 18	 1	 1	 0	 0	 2.982184e+01	 u	 7.196311e-01 
p_122	 2	 4603.jpg	 17	 19	 19	 1	 1	 1	 1	 3.159786e+01	 i	 5.755935e-01 
p_122	 2	 8220.jpg	 32	 46	 20	 1	 1	 1	 1	 3.322700e+01	 i	 5.944312e-01 
p_122	 2	 8371.jpg	 36	 8	 21	 1	 1	 1	 1	 3.488287e+01	 i	 5.065463e-01 
p_122	 2	 2352.1.jpg	 13	 24	 22	 1	 1	 0	 0	 3.644522e+01	 u	 5.761812e-01 
p_122	 2	 1660.jpg	 2	 49	 23	 1	 1	 1	 1	 3.807435e+01	 i	 5.150491e-01 
p_122	 2	 8510.jpg	 40	 52	 24	 1	 1	 0	 0	 3.965010e+01	 u	 6.673213e-01 
p_122	 2	 8208.jpg	 31	 26	 25	 1	 1	 1	 1	 4.137268e+01	 i	 5.447056e-01 
p_122	 2	 2091.jpg	 7	 37	 26	 1	 1	 0	 0	 4.297515e+01	 u	 6.382142e-01 
p_122	 2	 4626.jpg	 19	 51	 27	 1	 1	 1	 1	 4.467103e+01	 i	 5.103190e-01 
p_122	 2	 4640.jpg	 20	 15	 28	 1	 1	 0	 0	 4.623340e+01	 u	 7.239347e-01 
p_122	 2	 2303.jpg	 10	 54	 29	 1	 1	 1	 1	 4.800944e+01	 i	 4.839077e-01 
p_122	 2	 2057.jpg	 5	 42	 30	 1	 1	 0	 0	 4.954511e+01	 u	 4.842018e-01 
p_122	 2	 8280.jpg	 33	 44	 31	 1	 1	 0	 0	 5.108078e+01	 u	 5.965220e-01 
p_122	 2	 7250.jpg	 25	 48	 32	 1	 1	 1	 1	 5.273662e+01	 i	 5.886825e-01 
p_122	 2	 5829.jpg	 24	 11	 33	 1	 1	 1	 1	 5.437911e+01	 i	 4.981829e-01 
p_122	 2	 7470.jpg	 28	 9	 34	 1	 1	 1	 1	 5.594148e+01	 i	 5.678057e-01 
p_122	 2	 8340.jpg	 34	 50	 35	 1	 1	 0	 0	 5.757062e+01	 u	 5.386585e-01 
p_122	 2	 7430.jpg	 27	 20	 36	 1	 1	 0	 0	 5.915970e+01	 u	 5.655652e-01 
p_122	 2	 2058.jpg	 6	 47	 37	 1	 1	 0	 0	 6.077549e+01	 u	 4.857600e-01 
p_122	 2	 8502.jpg	 39	 21	 38	 1	 1	 0	 0	 6.231115e+01	 u	 1.638082e+00 
