subjid	 runtrial	 onsettime	 ImageLeft	 ImageRight	 StimNumLeft	 StimNumRight	 Response	 Outcome	 RT
p_128	 1	 5.170550e-01	 2346.jpg	 2058.jpg	 16	 8	 i	 0	 1.063237e+03
p_128	 2	 4.015676e+00	 2347.jpg	 7470.jpg	 17	 41	 u	 0	 1.036568e+03
p_128	 3	 7.527649e+00	 5829.jpg	 7250.jpg	 35	 36	 u	 0	 1.060554e+03
p_128	 4	 1.102627e+01	 8210.jpg	 8340.jpg	 49	 52	 u	 0	 1.129877e+03
p_128	 5	 1.452489e+01	 8208.jpg	 5260.jpg	 48	 32	 u	 0	 1.167224e+03
p_128	 6	 1.802351e+01	 5480.jpg	 8031.jpg	 33	 46	 i	 0	 9.965638e+02
p_128	 7	 2.152213e+01	 2057.jpg	 8371.jpg	 7	 54	 u	 0	 8.258961e+02
p_128	 8	 2.502075e+01	 8510.jpg	 2030.jpg	 60	 6	 i	 0	 8.472159e+02
p_128	 9	 2.851937e+01	 1720.jpg	 2345.jpg	 4	 15	 i	 0	 7.885649e+02
p_128	 10	 3.201799e+01	 7291.jpg	 8470.jpg	 39	 57	 i	 0	 9.218940e+02
p_128	 11	 3.551661e+01	 4640.jpg	 2352.1.jpg	 29	 18	 i	 0	 9.592311e+02
p_128	 12	 3.902858e+01	 8380.jpg	 7430.jpg	 55	 40	 u	 0	 9.671904e+02
p_128	 13	 4.252720e+01	 8220.jpg	 5626.jpg	 50	 34	 i	 0	 1.340521e+03
p_128	 14	 4.602582e+01	 8280.jpg	 2091.jpg	 51	 9	 i	 0	 9.778545e+02
p_128	 15	 4.952444e+01	 4610.jpg	 2362.jpg	 26	 19	 u	 0	 1.175188e+03
p_128	 16	 5.302306e+01	 8502.jpg	 2303.jpg	 59	 14	 i	 0	 7.965465e+02
p_128	 17	 5.652168e+01	 1590.jpg	 8496.jpg	 2	 58	 i	 0	 7.538753e+02
p_128	 18	 6.002030e+01	 8033.jpg	 1540.jpg	 47	 1	 u	 0	 1.223186e+03
p_128	 19	 6.351892e+01	 2209.jpg	 7282.jpg	 13	 38	 u	 0	 1.276516e+03
p_128	 20	 6.701754e+01	 7260.jpg	 1721.jpg	 37	 5	 i	 0	 9.298559e+02
p_128	 21	 7.051616e+01	 4599.jpg	 7499.jpg	 22	 43	 u	 0	 1.351216e+03
p_128	 22	 7.402813e+01	 1660.jpg	 4603.jpg	 3	 24	 i	 0	 1.135198e+03
p_128	 23	 7.752675e+01	 7480.jpg	 2155.jpg	 42	 10	 i	 0	 9.005217e+02
p_128	 24	 8.102537e+01	 4619.jpg	 8350.jpg	 27	 53	 i	 0	 1.385851e+03
p_128	 25	 8.452399e+01	 4606.jpg	 2158.jpg	 25	 11	 i	 0	 1.631158e+03
p_128	 26	 8.802261e+01	 5199.jpg	 7660.jpg	 31	 44	 u	 0	 1.476494e+03
p_128	 27	 9.152123e+01	 4601.jpg	 4626.jpg	 23	 28	 u	 0	 1.737848e+03
p_128	 28	 9.501985e+01	 8420.jpg	 2373.jpg	 56	 20	 u	 0	 1.535177e+03
p_128	 29	 9.851847e+01	 4641.jpg	 2550.jpg	 30	 21	 i	 0	 8.685052e+02
p_128	 30	 1.020171e+02	 8001.jpg	 2165.jpg	 45	 12	 i	 0	 1.337833e+03
p_128	 31	 1.055157e+02	 2347.jpg	 8380.jpg	 17	 55	 i	 0	 1.103182e+03
p_128	 32	 1.090277e+02	 7470.jpg	 2362.jpg	 41	 19	 i	 0	 1.159144e+03
p_128	 33	 1.125263e+02	 5480.jpg	 7260.jpg	 33	 37	 u	 0	 1.100483e+03
p_128	 34	 1.160249e+02	 2165.jpg	 8420.jpg	 12	 56	 u	 0	 1.297813e+03
p_128	 35	 1.195235e+02	 4626.jpg	 7291.jpg	 28	 39	 u	 0	 8.551513e+02
p_128	 36	 1.230222e+02	 8001.jpg	 2058.jpg	 45	 8	 i	 0	 1.324475e+03
p_128	 37	 1.265208e+02	 2373.jpg	 1540.jpg	 20	 1	 u	 0	 9.778427e+02
p_128	 38	 1.300194e+02	 8350.jpg	 2550.jpg	 53	 21	 i	 0	 1.015160e+03
p_128	 39	 1.335180e+02	 2303.jpg	 2158.jpg	 14	 11	 u	 0	 1.388475e+03
p_128	 40	 1.370166e+02	 4606.jpg	 8502.jpg	 25	 59	 u	 0	 9.938305e+02
p_128	 41	 1.405286e+02	 2345.jpg	 8496.jpg	 15	 58	 u	 0	 1.865789e+03
p_128	 42	 1.440272e+02	 2352.1.jpg	 4601.jpg	 18	 23	 u	 0	 1.599142e+03
p_128	 43	 1.475259e+02	 8031.jpg	 5260.jpg	 46	 32	 u	 0	 1.300456e+03
p_128	 44	 1.510245e+02	 1721.jpg	 8208.jpg	 5	 48	 u	 0	 1.401791e+03
p_128	 45	 1.545231e+02	 1720.jpg	 8470.jpg	 4	 57	 i	 0	 1.167148e+03
p_128	 46	 1.580217e+02	 2091.jpg	 7430.jpg	 9	 40	 u	 0	 8.204657e+02
p_128	 47	 1.615203e+02	 2057.jpg	 8340.jpg	 7	 52	 u	 0	 9.697971e+02
p_128	 48	 1.650190e+02	 8033.jpg	 8210.jpg	 47	 49	 u	 0	 6.551786e+02
p_128	 49	 1.685176e+02	 4603.jpg	 5829.jpg	 24	 35	 u	 0	 1.236459e+03
p_128	 50	 1.720162e+02	 4599.jpg	 1590.jpg	 22	 2	 u	 0	 9.377981e+02
p_128	 51	 1.755282e+02	 8280.jpg	 4641.jpg	 51	 30	 i	 0	 1.585782e+03
p_128	 52	 1.790268e+02	 7480.jpg	 2346.jpg	 42	 16	 i	 0	 1.399117e+03
p_128	 53	 1.825254e+02	 4640.jpg	 8510.jpg	 29	 60	 u	 0	 1.004456e+03
p_128	 54	 1.860240e+02	 4619.jpg	 4610.jpg	 27	 26	 i	 0	 1.361770e+03
p_128	 55	 1.895227e+02	 1660.jpg	 7282.jpg	 3	 38	 u	 0	 1.031105e+03
p_128	 56	 1.930213e+02	 8220.jpg	 2155.jpg	 50	 10	 i	 0	 1.132453e+03
p_128	 57	 1.965199e+02	 2030.jpg	 5199.jpg	 6	 31	 i	 0	 1.761781e+03
p_128	 58	 2.000185e+02	 8371.jpg	 7250.jpg	 54	 36	 u	 0	 1.623120e+03
p_128	 59	 2.035171e+02	 7499.jpg	 7660.jpg	 43	 44	 x	 999	 999000
p_128	 60	 2.070158e+02	 5626.jpg	 2209.jpg	 34	 13	 i	 0	 9.137943e+02
p_128	 61	 2.105277e+02	 4619.jpg	 4641.jpg	 27	 30	 u	 0	 1.129770e+03
p_128	 62	 2.140263e+02	 7430.jpg	 2346.jpg	 40	 16	 i	 0	 7.830900e+02
p_128	 63	 2.175250e+02	 2158.jpg	 1540.jpg	 11	 1	 u	 0	 9.644343e+02
p_128	 64	 2.210236e+02	 1720.jpg	 8280.jpg	 4	 51	 u	 0	 1.449754e+03
p_128	 65	 2.245222e+02	 1590.jpg	 7282.jpg	 2	 38	 u	 0	 1.039100e+03
p_128	 66	 2.280208e+02	 2091.jpg	 2362.jpg	 9	 19	 u	 0	 1.076419e+03
p_128	 67	 2.315194e+02	 5626.jpg	 8031.jpg	 34	 46	 u	 0	 1.161758e+03
p_128	 68	 2.350181e+02	 2352.1.jpg	 8208.jpg	 18	 48	 u	 0	 9.111037e+02
p_128	 69	 2.385167e+02	 2030.jpg	 8420.jpg	 6	 56	 i	 0	 1.412434e+03
p_128	 70	 2.420154e+02	 4599.jpg	 8210.jpg	 22	 49	 u	 0	 1.209642e+03
p_128	 71	 2.455273e+02	 8220.jpg	 7499.jpg	 50	 43	 i	 0	 1.745746e+03
p_128	 72	 2.490259e+02	 5480.jpg	 5829.jpg	 33	 35	 i	 0	 1.143063e+03
p_128	 73	 2.525245e+02	 5260.jpg	 8470.jpg	 32	 57	 i	 0	 9.084187e+02
p_128	 74	 2.560231e+02	 2209.jpg	 4603.jpg	 13	 24	 u	 0	 1.377746e+03
p_128	 75	 2.595218e+02	 7660.jpg	 8502.jpg	 44	 59	 u	 0	 6.790866e+02
p_128	 76	 2.630204e+02	 2550.jpg	 4601.jpg	 21	 23	 u	 0	 1.196394e+03
p_128	 77	 2.665190e+02	 2165.jpg	 7250.jpg	 12	 36	 u	 0	 8.497411e+02
p_128	 78	 2.700176e+02	 4640.jpg	 2373.jpg	 29	 20	 u	 0	 1.079065e+03
p_128	 79	 2.735162e+02	 2347.jpg	 8350.jpg	 17	 53	 u	 0	 9.084126e+02
p_128	 80	 2.770282e+02	 8380.jpg	 8340.jpg	 55	 52	 u	 0	 8.204001e+02
p_128	 81	 2.805268e+02	 2345.jpg	 8033.jpg	 15	 47	 u	 0	 1.033734e+03
p_128	 82	 2.840254e+02	 7260.jpg	 5199.jpg	 37	 31	 i	 0	 8.470635e+02
p_128	 83	 2.875241e+02	 7291.jpg	 2155.jpg	 39	 10	 i	 0	 1.012392e+03
p_128	 84	 2.910227e+02	 8496.jpg	 2057.jpg	 58	 7	 u	 0	 1.449733e+03
p_128	 85	 2.945213e+02	 8371.jpg	 2303.jpg	 54	 14	 i	 0	 9.910612e+02
p_128	 86	 2.980199e+02	 4610.jpg	 8510.jpg	 26	 60	 u	 0	 7.723829e+02
p_128	 87	 3.015185e+02	 2058.jpg	 1721.jpg	 8	 5	 i	 0	 1.209735e+03
p_128	 88	 3.050172e+02	 7470.jpg	 7480.jpg	 41	 42	 u	 0	 1.631056e+03
p_128	 89	 3.085158e+02	 4626.jpg	 4606.jpg	 28	 25	 i	 0	 1.396389e+03
p_128	 90	 3.120278e+02	 8001.jpg	 1660.jpg	 45	 3	 i	 0	 1.180376e+03
p_128	 91	 3.155264e+02	 1590.jpg	 2352.1.jpg	 2	 18	 i	 0	 7.856928e+02
p_128	 92	 3.190250e+02	 4610.jpg	 8033.jpg	 26	 47	 u	 0	 9.510429e+02
p_128	 93	 3.225236e+02	 4606.jpg	 8031.jpg	 25	 46	 u	 0	 1.004380e+03
p_128	 94	 3.260222e+02	 8420.jpg	 7282.jpg	 56	 38	 u	 0	 9.937343e+02
p_128	 95	 3.295209e+02	 5626.jpg	 7499.jpg	 34	 43	 u	 0	 1.223025e+03
p_128	 96	 3.330195e+02	 5480.jpg	 8380.jpg	 33	 55	 i	 0	 7.003811e+02
p_128	 97	 3.365181e+02	 4601.jpg	 8502.jpg	 23	 59	 u	 0	 6.737259e+02
p_128	 98	 3.400167e+02	 1720.jpg	 2155.jpg	 4	 10	 i	 0	 8.070280e+02
p_128	 99	 3.435154e+02	 4641.jpg	 1660.jpg	 30	 3	 u	 0	 1.388256e+03
p_128	 100	 3.470273e+02	 8340.jpg	 2550.jpg	 52	 21	 i	 0	 8.843502e+02
p_128	 101	 3.505259e+02	 2091.jpg	 7480.jpg	 9	 42	 u	 0	 7.456782e+02
p_128	 102	 3.540246e+02	 2057.jpg	 8001.jpg	 7	 45	 u	 0	 1.007004e+03
p_128	 103	 3.575232e+02	 2346.jpg	 4619.jpg	 16	 27	 u	 0	 1.204336e+03
p_128	 104	 3.610218e+02	 4603.jpg	 7291.jpg	 24	 39	 u	 0	 8.416822e+02
p_128	 105	 3.645204e+02	 1540.jpg	 8220.jpg	 1	 50	 u	 0	 1.263024e+03
p_128	 106	 3.680190e+02	 5829.jpg	 8371.jpg	 35	 54	 u	 0	 1.092355e+03
p_128	 107	 3.715177e+02	 2209.jpg	 5199.jpg	 13	 31	 u	 0	 8.097076e+02
p_128	 108	 3.750163e+02	 8510.jpg	 8496.jpg	 60	 58	 i	 0	 7.030271e+02
p_128	 109	 3.785282e+02	 7470.jpg	 2303.jpg	 41	 14	 i	 0	 1.046999e+03
p_128	 110	 3.820269e+02	 2158.jpg	 4599.jpg	 11	 22	 u	 0	 1.308332e+03
p_128	 111	 3.855255e+02	 2058.jpg	 2373.jpg	 8	 20	 u	 0	 1.057662e+03
p_128	 112	 3.890241e+02	 7260.jpg	 2345.jpg	 37	 15	 i	 0	 6.470084e+02
p_128	 113	 3.925227e+02	 8210.jpg	 4640.jpg	 49	 29	 i	 0	 8.923277e+02
p_128	 114	 3.960213e+02	 8470.jpg	 2362.jpg	 57	 19	 i	 0	 1.073669e+03
p_128	 115	 3.995200e+02	 1721.jpg	 7660.jpg	 5	 44	 u	 0	 1.238997e+03
p_128	 116	 4.030186e+02	 2347.jpg	 8280.jpg	 17	 51	 u	 0	 7.323410e+02
p_128	 117	 4.065172e+02	 2165.jpg	 2030.jpg	 12	 6	 u	 0	 1.025697e+03
p_128	 118	 4.100158e+02	 7430.jpg	 8208.jpg	 40	 48	 i	 0	 1.430994e+03
p_128	 119	 4.135278e+02	 5260.jpg	 4626.jpg	 32	 28	 i	 0	 7.989834e+02
p_128	 120	 4.170264e+02	 8350.jpg	 7250.jpg	 53	 36	 u	 0	 9.323153e+02
p_128	 121	 4.205250e+02	 8001.jpg	 4619.jpg	 45	 27	 i	 0	 1.305635e+03
p_128	 122	 4.240237e+02	 2550.jpg	 7480.jpg	 21	 42	 u	 0	 7.829816e+02
p_128	 123	 4.275223e+02	 8470.jpg	 2352.1.jpg	 57	 18	 i	 0	 1.044319e+03
p_128	 124	 4.310209e+02	 2373.jpg	 4603.jpg	 20	 24	 i	 0	 1.049636e+03
p_128	 125	 4.345195e+02	 7291.jpg	 1720.jpg	 39	 4	 i	 0	 1.038965e+03
p_128	 126	 4.380181e+02	 2057.jpg	 1721.jpg	 7	 5	 i	 0	 1.684308e+03
p_128	 127	 4.415168e+02	 8210.jpg	 8380.jpg	 49	 55	 i	 0	 1.033660e+03
p_128	 128	 4.450154e+02	 4640.jpg	 8280.jpg	 29	 51	 u	 0	 9.589248e+02
p_128	 129	 4.485274e+02	 4626.jpg	 5829.jpg	 28	 35	 u	 0	 9.349479e+02
p_128	 130	 4.520260e+02	 8510.jpg	 5626.jpg	 60	 34	 i	 0	 8.442892e+02
