1	 9	 2158.jpg	 1	 1	 1	 0	 22 
2	 30	 8210.jpg	 1	 1	 0	 1	 18 
3	 25	 7282.jpg	 1	 1	 0	 0	 36 
4	 15	 2373.jpg	 1	 1	 1	 0	 51 
5	 40	 8510.jpg	 1	 1	 1	 1	 11 
6	 32	 8280.jpg	 1	 1	 1	 0	 48 
7	 5	 2030.jpg	 1	 1	 0	 0	 12 
8	 35	 8380.jpg	 1	 1	 1	 1	 49 
9	 22	 5480.jpg	 1	 1	 1	 1	 40 
10	 27	 7499.jpg	 1	 1	 0	 1	 24 
11	 17	 4603.jpg	 1	 1	 1	 0	 23 
12	 18	 4610.jpg	 1	 1	 0	 0	 15 
13	 19	 4619.jpg	 1	 1	 1	 0	 26 
14	 37	 8470.jpg	 1	 1	 0	 1	 47 
15	 38	 8496.jpg	 1	 1	 0	 0	 13 
16	 23	 5829.jpg	 1	 1	 0	 0	 20 
17	 21	 5199.jpg	 1	 1	 1	 0	 46 
18	 33	 8350.jpg	 1	 1	 1	 1	 43 
19	 3	 1720.jpg	 1	 1	 0	 1	 37 
20	 24	 7260.jpg	 1	 1	 1	 0	 8 
21	 1	 1540.jpg	 1	 1	 0	 0	 53 
22	 10	 2165.jpg	 1	 1	 1	 0	 35 
23	 39	 8502.jpg	 1	 1	 1	 0	 41 
24	 13	 2352.1.jpg	 1	 1	 0	 1	 42 
25	 29	 8001.jpg	 1	 1	 1	 1	 38 
26	 2	 1590.jpg	 1	 1	 0	 0	 39 
27	 31	 8220.jpg	 1	 1	 0	 1	 45 
28	 7	 2091.jpg	 1	 1	 0	 0	 21 
29	 16	 2550.jpg	 1	 1	 1	 0	 17 
30	 12	 2347.jpg	 1	 1	 0	 1	 10 
31	 4	 1721.jpg	 1	 1	 0	 1	 52 
32	 36	 8420.jpg	 1	 1	 1	 1	 14 
33	 8	 2155.jpg	 1	 1	 0	 0	 25 
34	 14	 2362.jpg	 1	 1	 0	 0	 7 
35	 26	 7480.jpg	 1	 1	 1	 0	 54 
36	 28	 7660.jpg	 1	 1	 0	 0	 50 
37	 34	 8371.jpg	 1	 1	 1	 0	 9 
38	 11	 2209.jpg	 1	 1	 0	 1	 44 
39	 6	 2058.jpg	 1	 1	 1	 1	 19 
40	 20	 4640.jpg	 1	 1	 1	 0	 16 
