subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bs_117	 1	 Twist.bmp	 38	 7	 1	 1	 1	 1	 1	 1.529753e-02	 u	 2.765656e+00	 
BMI_bs_117	 1	 BagaleShtuhim.bmp	 2	 49	 2	 1	 1	 0	 1	 4.336670e+00	 u	 5.453345e+00	 
BMI_bs_117	 1	 Cheetos.bmp	 8	 18	 3	 1	 1	 1	 1	 1.134460e+01	 u	 1.348023e+00	 
BMI_bs_117	 1	 CrunchBisquitWhite2.bmp	 14	 17	 4	 1	 1	 0	 0	 1.424803e+01	 i	 2.449792e+00	 
BMI_bs_117	 1	 KifkefMaklot2.bmp	 25	 38	 5	 1	 1	 0	 0	 1.825226e+01	 i	 3.553311e+00	 
BMI_bs_117	 1	 BambaSweet.bmp	 5	 56	 6	 1	 1	 1	 1	 2.335800e+01	 u	 1.968984e+00	 
BMI_bs_117	 1	 ClickBlackWhite3.bmp	 11	 8	 7	 1	 1	 0	 1	 2.687859e+01	 u	 4.242398e+00	 
BMI_bs_117	 1	 Taami.bmp	 37	 14	 8	 1	 1	 0	 1	 3.266845e+01	 u	 7.655461e+00	 
BMI_bs_117	 1	 ClickBisquit2.bmp	 10	 10	 9	 1	 1	 1	 0	 4.187875e+01	 i	 3.721645e+00	 
BMI_bs_117	 1	 DoritosNatural.bmp	 16	 55	 10	 1	 1	 0	 0	 4.715135e+01	 i	 2.454282e+00	 
BMI_bs_117	 1	 Shugi.bmp	 33	 52	 11	 1	 1	 1	 1	 5.115593e+01	 u	 1.082296e+00	 
BMI_bs_117	 1	 GumiSnakes3.bmp	 19	 51	 12	 1	 1	 0	 1	 5.379215e+01	 u	 2.563767e+00	 
BMI_bs_117	 1	 HispusimShatiah.bmp	 21	 54	 13	 1	 1	 0	 1	 5.791352e+01	 u	 7.769073e+00	 
BMI_bs_117	 1	 Keifli.bmp	 24	 44	 14	 1	 1	 1	 0	 6.724067e+01	 i	 1.468311e+00	 
BMI_bs_117	 1	 CrunchShokoVanil.bmp	 15	 42	 15	 1	 1	 1	 1	 7.026053e+01	 u	 1.384823e+00	 
BMI_bs_117	 1	 KinderBuenoBrown3.bmp	 26	 5	 16	 1	 1	 1	 1	 7.319715e+01	 u	 1.148314e+00	 
BMI_bs_117	 1	 ClickBalls5.bmp	 9	 11	 17	 1	 1	 0	 1	 7.590030e+01	 u	 4.509200e+00	 
BMI_bs_117	 1	 Loacker.bmp	 27	 12	 18	 1	 1	 1	 0	 8.195708e+01	 i	 1.501318e+00	 
BMI_bs_117	 1	 Hit.bmp	 22	 21	 19	 1	 1	 1	 0	 8.501050e+01	 i	 2.048065e+00	 
BMI_bs_117	 1	 Smarties.bmp	 35	 53	 20	 1	 1	 1	 1	 8.861443e+01	 u	 8.517351e-01	 
BMI_bs_117	 1	 Snickers.bmp	 36	 13	 21	 1	 1	 1	 1	 9.101716e+01	 u	 6.223179e+00	 
BMI_bs_117	 1	 PesekZman.bmp	 31	 24	 22	 1	 1	 1	 0	 9.879252e+01	 i	 1.339137e+00	 
BMI_bs_117	 1	 SkittlesSour4.bmp	 34	 37	 23	 1	 1	 1	 0	 1.016791e+02	 i	 2.131499e+00	 
BMI_bs_117	 1	 Twix.bmp	 39	 20	 24	 1	 1	 1	 1	 1.053666e+02	 u	 6.623088e+00	 
BMI_bs_117	 1	 Apropo.bmp	 1	 45	 25	 1	 1	 1	 1	 1.135424e+02	 u	 2.621291e+00	 
BMI_bs_117	 1	 BambaNugat.bmp	 4	 41	 26	 1	 1	 0	 0	 1.177139e+02	 i	 5.717640e+00	 
BMI_bs_117	 1	 Egozi.bmp	 18	 22	 27	 1	 1	 0	 1	 1.249885e+02	 u	 2.391884e+00	 
BMI_bs_117	 1	 Popco.bmp	 32	 43	 28	 1	 1	 0	 1	 1.289264e+02	 u	 2.999255e+00	 
BMI_bs_117	 1	 GumiWine2.bmp	 20	 40	 29	 1	 1	 0	 1	 1.334815e+02	 u	 1.684336e+00	 
BMI_bs_117	 1	 WerthersOriginal.bmp	 40	 19	 30	 1	 1	 0	 0	 1.367185e+02	 i	 1.788708e+00	 
BMI_bs_117	 1	 CrunchBisquitBrown3.bmp	 13	 16	 31	 1	 1	 0	 0	 1.400555e+02	 i	 2.603124e+00	 
BMI_bs_117	 1	 Mentos.bmp	 30	 46	 32	 1	 1	 0	 1	 1.442101e+02	 u	 1.272347e+00	 
BMI_bs_117	 1	 Bounty.bmp	 7	 15	 33	 1	 1	 1	 0	 1.470300e+02	 i	 1.208900e+00	 
BMI_bs_117	 1	 Mekupelet.bmp	 29	 23	 34	 1	 1	 0	 1	 1.497830e+02	 u	 1.887382e+00	 
BMI_bs_117	 1	 Bamba.bmp	 3	 47	 35	 1	 1	 1	 1	 1.532202e+02	 u	 4.109180e+00	 
BMI_bs_117	 1	 KashitSour.bmp	 23	 50	 36	 1	 1	 1	 1	 1.588766e+02	 u	 9.658265e+00	 
BMI_bs_117	 1	 DoritosSourSpicy.bmp	 17	 48	 37	 1	 1	 0	 1	 1.700891e+02	 u	 8.645909e-01	 
BMI_bs_117	 1	 BisliGrill.bmp	 6	 39	 38	 1	 1	 1	 1	 1.725084e+02	 u	 2.900483e+00	 
BMI_bs_117	 1	 Mars.bmp	 28	 6	 39	 1	 1	 0	 1	 1.769635e+02	 u	 2.191826e+00	 
