subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bs_121	 1	 Loacker.bmp	 27	 42	 1	 1	 1	 1	 0	 1.445730e-02	 i	 1.809615e+00	 
BMI_bs_121	 1	 Twist.bmp	 38	 52	 2	 1	 1	 1	 1	 3.384844e+00	 u	 9.818483e-01	 
BMI_bs_121	 1	 DoritosNatural.bmp	 17	 41	 3	 1	 1	 0	 1	 5.921048e+00	 u	 1.674585e+00	 
BMI_bs_121	 1	 Bounty.bmp	 8	 43	 4	 1	 1	 0	 0	 9.141377e+00	 i	 1.008089e+00	 
BMI_bs_121	 1	 Cheetos.bmp	 9	 7	 5	 1	 1	 1	 0	 1.169423e+01	 i	 1.256621e+00	 
BMI_bs_121	 1	 KashitSour.bmp	 22	 13	 6	 1	 1	 1	 1	 1.449734e+01	 u	 9.511108e-01	 
BMI_bs_121	 1	 KinderJoy.bmp	 25	 5	 7	 1	 1	 1	 0	 1.700007e+01	 i	 9.010045e-01	 
BMI_bs_121	 1	 BambaSweet.bmp	 5	 51	 8	 1	 1	 0	 1	 1.945288e+01	 u	 1.092106e+00	 
BMI_bs_121	 1	 BisliPizza3.bmp	 7	 37	 9	 1	 1	 1	 0	 2.208920e+01	 i	 8.746224e-01	 
BMI_bs_121	 1	 CrunchBisquitBrown3.bmp	 14	 18	 10	 1	 1	 1	 0	 2.450860e+01	 i	 1.549091e+00	 
BMI_bs_121	 1	 GumiWine2.bmp	 21	 16	 11	 1	 1	 0	 1	 2.761217e+01	 u	 1.393167e+00	 
BMI_bs_121	 1	 TapuchipsCrunch2.bmp	 78	 0	 12	 0	 1	 0	 0	 3.054866e+01	 i	 6.280322e-01	 
BMI_bs_121	 1	 Kitkat.bmp	 26	 20	 13	 1	 1	 1	 0	 3.273444e+01	 i	 7.823533e-01	 
BMI_bs_121	 1	 Egozi.bmp	 19	 54	 14	 1	 1	 0	 1	 3.507034e+01	 u	 6.628440e-01	 
BMI_bs_121	 1	 BambaNugat.bmp	 4	 15	 15	 1	 1	 1	 1	 3.728951e+01	 u	 1.267513e+00	 
BMI_bs_121	 1	 CrunchShokoVanil.bmp	 16	 40	 16	 1	 1	 0	 0	 4.010944e+01	 i	 9.002247e-01	 
BMI_bs_121	 1	 KinderBuenoWhite2.bmp	 24	 9	 17	 1	 1	 0	 0	 4.256205e+01	 i	 5.739306e-01	 
BMI_bs_121	 1	 CrunchBisquitWhite2.bmp	 15	 24	 18	 1	 1	 1	 0	 4.468121e+01	 i	 6.598661e-01	 
BMI_bs_121	 1	 Tortit.bmp	 37	 38	 19	 1	 1	 0	 1	 4.690030e+01	 u	 4.546086e-01	 
