subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bs_119	 1	 KifkefMaklot2.bmp	 24	 21	 1	 1	 1	 1	 0	 1.279384e-02	 i	 5.080988e+00	 
BMI_bs_119	 1	 HispusimShatiah.bmp	 22	 19	 2	 1	 1	 0	 0	 6.653716e+00	 i	 1.792732e+00	 
BMI_bs_119	 1	 Mentos.bmp	 30	 42	 3	 1	 1	 1	 0	 1.000731e+01	 i	 1.893013e+00	 
BMI_bs_119	 1	 Dubonim.bmp	 16	 24	 4	 1	 1	 1	 1	 1.344446e+01	 u	 1.414777e+00	 
BMI_bs_119	 1	 SkittlesFruits2.bmp	 33	 9	 5	 1	 1	 0	 0	 1.641446e+01	 i	 1.077384e+00	 
BMI_bs_119	 1	 Loacker.bmp	 27	 44	 6	 1	 1	 1	 0	 1.905084e+01	 i	 2.873723e+00	 
BMI_bs_119	 1	 HappyHippo.bmp	 21	 45	 7	 1	 1	 1	 1	 2.347248e+01	 u	 1.388465e+00	 
BMI_bs_119	 1	 ClickBalls5.bmp	 10	 12	 8	 1	 1	 1	 1	 2.640905e+01	 u	 2.468305e+00	 
BMI_bs_119	 1	 DoritosSourSpicy.bmp	 15	 7	 9	 1	 1	 1	 1	 3.043030e+01	 u	 2.846000e+00	 
BMI_bs_119	 1	 ClickXLwhite4.bmp	 13	 20	 10	 1	 1	 1	 1	 3.483512e+01	 u	 1.096347e+00	 
BMI_bs_119	 1	 Mars.bmp	 28	 15	 11	 1	 1	 1	 1	 3.748824e+01	 u	 1.357082e+00	 
BMI_bs_119	 1	 WerthersOriginal.bmp	 40	 46	 12	 1	 1	 0	 0	 4.039131e+01	 i	 1.424151e+00	 
BMI_bs_119	 1	 PesekZman.bmp	 31	 13	 13	 1	 1	 1	 0	 4.336133e+01	 i	 1.233000e+00	 
BMI_bs_119	 1	 BambaSweet.bmp	 5	 56	 14	 1	 1	 1	 1	 4.614782e+01	 u	 1.236678e+00	 
BMI_bs_119	 1	 SkittlesSour4.bmp	 34	 6	 15	 1	 1	 0	 0	 4.893435e+01	 i	 1.408975e+00	 
BMI_bs_119	 1	 GumiWine2.bmp	 19	 55	 16	 1	 1	 0	 0	 5.188760e+01	 i	 1.234630e+00	 
BMI_bs_119	 1	 Keifli.bmp	 23	 22	 17	 1	 1	 0	 1	 5.467407e+01	 u	 1.497029e+00	 
BMI_bs_119	 1	 TapuchipsCrunch.bmp	 38	 38	 18	 1	 1	 0	 0	 5.772740e+01	 i	 1.076369e+00	 
BMI_bs_119	 1	 ClickBisquit2.bmp	 11	 10	 19	 1	 1	 1	 1	 6.036373e+01	 u	 7.125996e-01	 
BMI_bs_119	 1	 Apropo.bmp	 1	 5	 20	 1	 1	 1	 1	 6.263294e+01	 u	 1.593589e+00	 
BMI_bs_119	 1	 ChocolateParaSucariotKoftzot2.bmp	 9	 43	 21	 1	 1	 0	 0	 6.576981e+01	 i	 1.190550e+00	 
BMI_bs_119	 1	 KinderJoy.bmp	 26	 49	 22	 1	 1	 0	 1	 6.850619e+01	 u	 6.592722e-01	 
BMI_bs_119	 1	 BabyDoll.bmp	 2	 39	 23	 1	 1	 1	 1	 7.070862e+01	 u	 1.325703e+00	 
BMI_bs_119	 1	 BisliPizza3.bmp	 6	 23	 24	 1	 1	 0	 0	 7.357853e+01	 i	 1.167182e+00	 
BMI_bs_119	 1	 BambaNugat.bmp	 4	 40	 25	 1	 1	 0	 0	 7.629827e+01	 i	 1.777639e+00	 
BMI_bs_119	 1	 Egozi.bmp	 17	 17	 26	 1	 1	 0	 0	 7.963526e+01	 i	 1.061988e+00	 
BMI_bs_119	 1	 Popco.bmp	 32	 53	 27	 1	 1	 1	 1	 8.225496e+01	 u	 1.063659e+00	 
BMI_bs_119	 1	 GumiSnakes3.bmp	 18	 51	 28	 1	 1	 0	 0	 8.487457e+01	 i	 6.266319e-01	 
BMI_bs_119	 1	 CrunchShokoVanil.bmp	 14	 37	 29	 1	 1	 1	 0	 8.704367e+01	 i	 9.663892e-01	 
BMI_bs_119	 1	 Tictac.bmp	 39	 50	 30	 1	 1	 1	 1	 8.956316e+01	 u	 2.339589e+00	 
BMI_bs_119	 1	 Smarties.bmp	 35	 47	 31	 1	 1	 1	 0	 9.345088e+01	 i	 1.185736e+00	 
BMI_bs_119	 1	 Snickers.bmp	 36	 11	 32	 1	 1	 0	 0	 9.618723e+01	 i	 8.007427e-01	 
BMI_bs_119	 1	 Hispusim.bmp	 62	 0	 33	 0	 1	 0	 0	 9.853984e+01	 i	 8.557506e-01	 
BMI_bs_119	 1	 BagaleShtuhim.bmp	 3	 41	 34	 1	 1	 0	 1	 1.009425e+02	 u	 1.906981e+00	 
BMI_bs_119	 1	 Taami.bmp	 37	 8	 35	 1	 1	 0	 0	 1.043964e+02	 i	 1.378225e+00	 
BMI_bs_119	 1	 Halva2.bmp	 20	 54	 36	 1	 1	 0	 0	 1.073331e+02	 i	 9.504065e-01	 
BMI_bs_119	 1	 ClickXLbrown4.bmp	 12	 18	 37	 1	 1	 1	 1	 1.098358e+02	 u	 6.977630e-01	 
BMI_bs_119	 1	 ChocolateParaMarir2.bmp	 8	 52	 38	 1	 1	 1	 0	 1.120883e+02	 i	 1.077938e+00	 
BMI_bs_119	 1	 Mekupelet.bmp	 29	 48	 39	 1	 1	 0	 0	 1.147246e+02	 i	 1.006705e+00	 
BMI_bs_119	 1	 KinderBuenoWhite2.bmp	 25	 14	 40	 1	 1	 0	 0	 1.172775e+02	 i	 2.312785e+00	 
BMI_bs_119	 1	 ChocolateParaCookies5.bmp	 7	 16	 41	 1	 1	 0	 1	 1.211485e+02	 u	 1.850696e+00	 
