Trial	StimName	Liking	RT
1	153.jpg	1.70666666667	4286
2	140.jpg	0.453333333333	2893
3	150.jpg	1.03333333333	2681
4	102.jpg	2.32666666667	3076
5	137.jpg	1.42	2713
6	103.jpg	2.32	2295
7	133.jpg	1.36666666667	3542
8	152.jpg	2.5	2430
9	157.jpg	1.52666666667	1783
10	148.jpg	0.693333333333	1893
11	151.jpg	1.91333333333	2525
12	130.jpg	1.40666666667	2446
13	139.jpg	1.00666666667	2461
14	136.jpg	1.64	1908
15	117.jpg	1.84666666667	3311
16	119.jpg	1.65333333333	1797
17	108.jpg	1.42	2245
18	144.jpg	0.74	2831
19	143.jpg	1.4	1781
20	149.jpg	0.22	2043
21	110.jpg	2.00666666667	1547
22	104.jpg	1.12	2242
23	158.jpg	0.366666666667	1844
24	128.jpg	0.513333333333	1991
25	124.jpg	1.46666666667	2099
26	121.jpg	2.31333333333	1955
27	118.jpg	1.98666666667	1865
28	114.jpg	2.1	2444
29	120.jpg	1.49333333333	1923
30	155.jpg	0.653333333333	1881
31	125.jpg	0.3	1909
32	134.jpg	1.08	2177
33	111.jpg	1.78	4580
34	109.jpg	0.106666666667	3295
35	105.jpg	1.76	2499
36	129.jpg	1.44	1939
37	116.jpg	1.04666666667	2046
38	141.jpg	0.513333333333	2342
39	122.jpg	2.27333333333	2147
40	142.jpg	0.526666666667	2008
41	107.jpg	1.97333333333	2512
42	160.jpg	2.01333333333	3466
43	112.jpg	2.60666666667	1726
44	113.jpg	2.46666666667	1959
45	106.jpg	1.72666666667	2681
46	146.jpg	0.933333333333	2474
47	127.jpg	1.04	2109
48	126.jpg	1.5	1795
49	132.jpg	0.92	1779
50	138.jpg	0.68	1808
51	159.jpg	0.146666666667	2211
52	154.jpg	0.186666666667	1643
53	123.jpg	2.16666666667	1878
54	101.jpg	2.38666666667	2395
55	145.jpg	0.366666666667	1571
56	156.jpg	0.42	1998
57	115.jpg	1.08666666667	1790
58	131.jpg	0.233333333333	1892
59	147.jpg	1.58	2031
60	135.jpg	0.486666666667	2258
