subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bs_101	 1	 BambaNugat.bmp	 4	 9	 1	 1	 1	 0	 0	 1.546767e-02	 i	 2.584610e+00	 
BMI_bs_101	 1	 CheetosSpicey.bmp	 49	 0	 2	 0	 1	 0	 1	 4.153359e+00	 u	 3.306948e+00	 
BMI_bs_101	 1	 ClickXLwhite4.bmp	 14	 7	 3	 1	 1	 1	 1	 9.008910e+00	 u	 8.027497e-01	 
BMI_bs_101	 1	 Bounty.bmp	 8	 23	 4	 1	 1	 0	 1	 1.136151e+01	 u	 1.544044e+00	 
BMI_bs_101	 1	 Dubonim.bmp	 17	 41	 5	 1	 1	 0	 0	 1.446491e+01	 i	 2.029558e+00	 
BMI_bs_101	 1	 Snickers.bmp	 36	 18	 6	 1	 1	 1	 0	 1.805230e+01	 i	 7.453839e+00	 
BMI_bs_101	 1	 BisliGrill.bmp	 5	 20	 7	 1	 1	 1	 1	 2.706251e+01	 u	 9.749837e-01	 
BMI_bs_101	 1	 Halva2.bmp	 21	 42	 8	 1	 1	 1	 0	 2.959865e+01	 i	 1.780230e+00	 
BMI_bs_101	 1	 BabyDoll.bmp	 2	 55	 9	 1	 1	 0	 0	 3.293573e+01	 i	 9.632813e-01	 
BMI_bs_101	 1	 ChocolateParaMilk3.bmp	 11	 8	 10	 1	 1	 0	 0	 3.545519e+01	 i	 1.706473e+00	 
BMI_bs_101	 1	 Tortit.bmp	 39	 44	 11	 1	 1	 1	 0	 3.870878e+01	 i	 4.629433e+00	 
BMI_bs_101	 1	 KinderBuenoWhite2.bmp	 27	 17	 12	 1	 1	 0	 1	 4.489913e+01	 u	 4.323085e+00	 
BMI_bs_101	 1	 GumiSnakes3.bmp	 19	 39	 13	 1	 1	 1	 1	 5.077239e+01	 u	 8.384008e+00	 
BMI_bs_101	 1	 BisliPizza3.bmp	 7	 40	 14	 1	 1	 0	 1	 6.071681e+01	 u	 1.364772e+00	 
BMI_bs_101	 1	 KifkefMaklot2.bmp	 25	 19	 15	 1	 1	 0	 0	 6.363665e+01	 i	 1.932584e+00	 
BMI_bs_101	 1	 KashitSour.bmp	 24	 50	 16	 1	 1	 1	 1	 6.712411e+01	 u	 5.814198e+00	 
BMI_bs_101	 1	 Popco.bmp	 31	 49	 17	 1	 1	 0	 1	 7.448218e+01	 u	 1.066247e+00	 
BMI_bs_101	 1	 Hit.bmp	 23	 48	 18	 1	 1	 0	 0	 7.710182e+01	 i	 3.486837e+00	 
BMI_bs_101	 1	 Hispusim.bmp	 62	 0	 19	 0	 1	 0	 1	 8.214077e+01	 u	 6.942007e+00	 
BMI_bs_101	 1	 SkittlesFruits2.bmp	 33	 53	 20	 1	 1	 1	 1	 9.063355e+01	 u	 1.644420e+00	 
BMI_bs_101	 1	 Apropo.bmp	 1	 15	 21	 1	 1	 1	 0	 9.383720e+01	 i	 8.037427e+00	 
BMI_bs_101	 1	 GumiWine2.bmp	 20	 54	 22	 1	 1	 0	 0	 1.034314e+02	 i	 1.795909e+00	 
BMI_bs_101	 1	 ChocolateParaSucariotKoftzot2.bmp	 12	 11	 23	 1	 1	 0	 1	 1.067850e+02	 u	 1.356186e+00	 
BMI_bs_101	 1	 SkittlesSour4.bmp	 34	 46	 24	 1	 1	 0	 1	 1.096883e+02	 u	 9.729577e-01	 
BMI_bs_101	 1	 BagaleShtuhim.bmp	 3	 24	 25	 1	 1	 1	 1	 1.122077e+02	 u	 1.716203e+00	 
BMI_bs_101	 1	 ChocolateParaCookies5.bmp	 10	 6	 26	 1	 1	 0	 0	 1.154783e+02	 i	 2.743352e+00	 
BMI_bs_101	 1	 HappyHippo.bmp	 22	 12	 27	 1	 1	 1	 1	 1.197829e+02	 u	 3.523924e+00	 
BMI_bs_101	 1	 Egozi.bmp	 18	 52	 28	 1	 1	 1	 1	 1.248554e+02	 u	 1.275322e+00	 
BMI_bs_101	 1	 Smarties.bmp	 35	 43	 29	 1	 1	 0	 1	 1.276751e+02	 u	 6.319709e+00	 
BMI_bs_101	 1	 Kitkat.bmp	 29	 14	 30	 1	 1	 0	 0	 1.355506e+02	 i	 2.539436e+00	 
BMI_bs_101	 1	 BisliOnion.bmp	 6	 37	 31	 1	 1	 1	 1	 1.396385e+02	 u	 2.107943e+00	 
BMI_bs_101	 1	 KinderBuenoBrown3.bmp	 26	 13	 32	 1	 1	 1	 1	 1.432927e+02	 u	 3.224061e+00	 
BMI_bs_101	 1	 PesekZman.bmp	 30	 21	 33	 1	 1	 1	 1	 1.480647e+02	 u	 1.883394e+00	 
BMI_bs_101	 1	 DoritosNatural.bmp	 16	 45	 34	 1	 1	 1	 0	 1.515018e+02	 i	 5.387857e+00	 
BMI_bs_101	 1	 Tictac.bmp	 38	 47	 35	 1	 1	 1	 1	 1.584429e+02	 u	 1.810661e+00	 
BMI_bs_101	 1	 Twix.bmp	 40	 16	 36	 1	 1	 0	 0	 1.618133e+02	 i	 6.326929e+00	 
BMI_bs_101	 1	 KinderJoy.bmp	 28	 22	 37	 1	 1	 0	 0	 1.696888e+02	 i	 2.524054e+00	 
BMI_bs_101	 1	 Cheetos.bmp	 9	 51	 38	 1	 1	 0	 0	 1.737601e+02	 i	 6.136845e+00	 
BMI_bs_101	 1	 CrunchBisquitBrown3.bmp	 15	 5	 39	 1	 1	 1	 1	 1.814520e+02	 u	 1.628845e+00	 
BMI_bs_101	 1	 Shugi.bmp	 32	 56	 40	 1	 1	 1	 0	 1.846390e+02	 i	 4.910916e+00	 
