subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bs_123	 1	 Keifli.bmp	 27	 12	 1	 1	 1	 1	 1	 1.499531e-02	 u	 2.053464e+00	 
BMI_bs_123	 1	 TapuchipsCrunch.bmp	 38	 22	 2	 1	 1	 0	 0	 3.618892e+00	 i	 1.284689e+00	 
BMI_bs_123	 1	 ClickBalls5.bmp	 14	 8	 3	 1	 1	 0	 1	 6.455383e+00	 u	 1.407163e+00	 
BMI_bs_123	 1	 BisliOnion.bmp	 8	 13	 4	 1	 1	 1	 1	 9.408751e+00	 u	 2.391406e+00	 
BMI_bs_123	 1	 ClickXLbrown4.bmp	 17	 19	 5	 1	 1	 0	 1	 1.334645e+01	 u	 1.063837e+00	 
BMI_bs_123	 1	 Egozi.bmp	 22	 37	 6	 1	 1	 1	 1	 1.596603e+01	 u	 1.256906e+00	 
BMI_bs_123	 1	 HappyHippo.bmp	 25	 43	 7	 1	 1	 0	 0	 1.876927e+01	 i	 1.075022e+00	 
BMI_bs_123	 1	 BambaNugat.bmp	 5	 39	 8	 1	 1	 1	 1	 2.138883e+01	 u	 7.055437e-01	 
BMI_bs_123	 1	 ChocolateParaMarir2.bmp	 11	 7	 9	 1	 1	 1	 1	 2.364137e+01	 u	 8.156265e-01	 
BMI_bs_123	 1	 BabyDoll.bmp	 2	 56	 10	 1	 1	 1	 1	 2.601070e+01	 u	 1.090178e+00	 
BMI_bs_123	 1	 ChocolateWhite.bmp	 52	 0	 11	 0	 1	 0	 0	 2.864698e+01	 i	 8.502415e-01	 
BMI_bs_123	 1	 ClickBlackWhite3.bmp	 16	 16	 12	 1	 1	 0	 1	 3.104966e+01	 u	 1.125179e+00	 
BMI_bs_123	 1	 ChocolateParaSucariotKoftzot2.bmp	 13	 17	 13	 1	 1	 0	 1	 3.371932e+01	 u	 1.144391e+00	 
