subjectID	order	itemIndABC	runtrial	isOld?	subjectAnswer	onsettime	Name	resp_choice	RT	bidInd	isBeep?
BMI_bs_103	 1	 53	 1	 0	 0	 1.530859e-02	 ClickCornflakes.bmp	 i	 8.670124e+00	 0	 0	 
BMI_bs_103	 1	 54	 2	 0	 0	 1.024346e+01	 CookiesSmile.bmp	 i	 9.621524e-01	 0	 0	 
BMI_bs_103	 1	 8	 3	 1	 1	 1.276286e+01	 ChocolateParaMilk3.bmp	 u	 6.590727e-01	 48	 0	 
BMI_bs_103	 1	 34	 4	 1	 1	 1.498210e+01	 Smarties.bmp	 u	 7.236720e-01	 46	 0	 
BMI_bs_103	 1	 66	 5	 0	 0	 1.725128e+01	 LentilsChocolate3.bmp	 i	 9.071078e-01	 0	 0	 
BMI_bs_103	 1	 30	 6	 1	 1	 1.970397e+01	 PesekZman.bmp	 u	 6.595125e-01	 11	 0	 
BMI_bs_103	 1	 5	 7	 1	 1	 2.190647e+01	 BisliGrill.bmp	 u	 9.208837e-01	 37	 1	 
BMI_bs_103	 1	 19	 8	 1	 1	 2.437583e+01	 Egozi.bmp	 u	 5.666045e-01	 45	 1	 
BMI_bs_103	 1	 18	 9	 1	 1	 2.649487e+01	 DoritosSourSpicy.bmp	 u	 5.514392e-01	 24	 1	 
BMI_bs_103	 1	 45	 10	 0	 0	 2.859728e+01	 Bazooka.bmp	 i	 6.991029e-01	 0	 0	 
BMI_bs_103	 1	 49	 11	 0	 0	 3.084977e+01	 CheetosSpicey.bmp	 i	 7.192203e-01	 0	 0	 
BMI_bs_103	 1	 48	 12	 0	 0	 3.311896e+01	 Bisquit.bmp	 i	 5.764236e-01	 0	 0	 
BMI_bs_103	 1	 73	 13	 0	 0	 3.523804e+01	 Oreo.bmp	 i	 8.199529e-01	 0	 0	 
BMI_bs_103	 1	 38	 14	 1	 1	 3.760740e+01	 Tictac.bmp	 u	 7.681686e-01	 50	 1	 
BMI_bs_103	 1	 75	 15	 0	 0	 3.992665e+01	 Pringles.bmp	 i	 6.877566e-01	 0	 0	 
BMI_bs_103	 1	 43	 16	 0	 0	 4.216242e+01	 Baflot.bmp	 i	 8.821456e-01	 0	 0	 
BMI_bs_103	 1	 29	 17	 1	 1	 4.459850e+01	 Mars.bmp	 u	 5.723476e-01	 7	 1	 
BMI_bs_103	 1	 70	 18	 0	 0	 4.671757e+01	 Milka.bmp	 i	 6.583826e-01	 0	 0	 
BMI_bs_103	 1	 20	 19	 1	 1	 4.892000e+01	 GumiSnakes3.bmp	 u	 1.099851e+00	 23	 0	 
