subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	
BSOV_127	 0	 1	 01	 1	 1	 2.018842e+00	 WerthersOriginal.bmp	 SkittlesSour4.bmp	 48	 50	 0	 i	 2	 1	 1265.47	 0.22	 0.20	 
BSOV_127	 0	 1	 01	 1	 2	 6.006575e+00	 CrunchShokoVanil.bmp	 Taami.bmp	 17	 10	 0	 u	 1	 0	 1237.73	 5.00	 5.93	 
BSOV_127	 0	 1	 01	 1	 3	 1.001112e+01	 Mekupelet.bmp	 WerthersOriginal.bmp	 47	 48	 1	 u	 2	 1	 1105.19	 0.22	 0.22	 
BSOV_127	 0	 1	 01	 1	 4	 1.501666e+01	 Popco.bmp	 Smarties.bmp	 52	 54	 1	 u	 2	 1	 763.65	 0.18	 0.18	 
BSOV_127	 0	 1	 01	 1	 5	 2.401017e+01	 Mars.bmp	 ChocolateParaCookies5.bmp	 18	 8	 1	 i	 1	 0	 1306.14	 4.98	 5.98	 
BSOV_127	 0	 1	 01	 1	 6	 2.801467e+01	 Tapuchips.bmp	 KinderJoy.bmp	 11	 15	 0	 u	 1	 0	 909.65	 5.93	 5.78	 
BSOV_127	 0	 1	 01	 1	 7	 3.700810e+01	 KinderBuenoBrown3.bmp	 Tapuchips.bmp	 7	 11	 1	 i	 1	 0	 956.20	 6.04	 5.93	 
BSOV_127	 0	 1	 01	 1	 8	 4.301479e+01	 Shugi.bmp	 HispusimShatiah.bmp	 49	 45	 0	 i	 2	 1	 1053.52	 0.22	 0.27	 
BSOV_127	 0	 1	 01	 1	 9	 4.701931e+01	 CrunchShokoVanil.bmp	 KinderBuenoBrown3.bmp	 17	 7	 0	 x	 1	 999	 999000.00	 5.00	 6.04	 
BSOV_127	 0	 1	 01	 1	 10	 5.000574e+01	 ChocolateParaCookies5.bmp	 KinderBuenoBrown3.bmp	 8	 7	 0	 u	 1	 0	 1118.58	 5.98	 6.04	 
BSOV_127	 0	 1	 01	 1	 11	 5.401050e+01	 Twix.bmp	 HispusimShatiah.bmp	 43	 45	 0	 u	 2	 0	 1233.82	 1.51	 0.27	 
BSOV_127	 0	 1	 01	 1	 12	 6.302059e+01	 Mars.bmp	 CrunchShokoVanil.bmp	 18	 17	 1	 i	 1	 0	 999.73	 4.98	 5.00	 
BSOV_127	 0	 1	 01	 1	 13	 6.600729e+01	 Popco.bmp	 KinderBuenoWhite2.bmp	 52	 46	 1	 x	 2	 999	 999000.00	 0.18	 0.24	 
BSOV_127	 0	 1	 01	 1	 14	 6.901059e+01	 Taami.bmp	 Tapuchips.bmp	 10	 11	 1	 i	 1	 0	 713.72	 5.93	 5.93	 
BSOV_127	 0	 1	 01	 1	 15	 7.201405e+01	 SkittlesSour4.bmp	 Bounty.bmp	 50	 51	 1	 u	 2	 1	 1294.26	 0.20	 0.18	 
BSOV_127	 0	 1	 01	 1	 16	 7.701962e+01	 Mars.bmp	 Tapuchips.bmp	 18	 11	 1	 u	 1	 1	 880.69	 4.98	 5.93	 
BSOV_127	 0	 1	 01	 1	 17	 8.000642e+01	 CrunchShokoVanil.bmp	 KinderJoy.bmp	 17	 15	 0	 u	 1	 0	 837.89	 5.00	 5.78	 
BSOV_127	 0	 1	 01	 1	 18	 8.401083e+01	 HispusimShatiah.bmp	 Bounty.bmp	 45	 51	 1	 x	 2	 999	 999000.00	 0.27	 0.18	 
BSOV_127	 0	 1	 01	 1	 19	 8.901644e+01	 BagaleShtuhim.bmp	 Dubonim.bmp	 9	 13	 0	 i	 1	 1	 1051.88	 5.96	 5.87	 
BSOV_127	 0	 1	 01	 1	 20	 9.901093e+01	 SkittlesSour4.bmp	 Twix.bmp	 50	 43	 1	 i	 2	 0	 1081.38	 0.20	 1.51	 
BSOV_127	 0	 1	 01	 1	 21	 1.030155e+02	 Popco.bmp	 Shugi.bmp	 52	 49	 1	 u	 2	 1	 1028.79	 0.18	 0.22	 
BSOV_127	 0	 1	 01	 1	 22	 1.100067e+02	 Smarties.bmp	 GumiSnakes3.bmp	 54	 44	 0	 x	 2	 999	 999000.00	 0.18	 0.29	 
BSOV_127	 0	 1	 01	 1	 23	 1.140111e+02	 Bounty.bmp	 BambaSweet.bmp	 51	 53	 0	 i	 2	 1	 1393.23	 0.18	 0.18	 
BSOV_127	 0	 1	 01	 1	 24	 1.180156e+02	 KinderJoy.bmp	 ChocolateParaCookies5.bmp	 15	 8	 1	 u	 1	 1	 764.72	 5.78	 5.98	 
BSOV_127	 0	 1	 01	 1	 25	 1.210190e+02	 CrunchBisquitWhite2.bmp	 Tapuchips.bmp	 12	 11	 1	 i	 1	 0	 1153.29	 5.93	 5.93	 
BSOV_127	 0	 1	 01	 1	 26	 1.260079e+02	 CrunchShokoVanil.bmp	 CrunchBisquitWhite2.bmp	 17	 12	 0	 u	 1	 0	 1252.37	 5.00	 5.93	 
BSOV_127	 0	 1	 01	 1	 27	 1.310135e+02	 KinderBuenoWhite2.bmp	 SkittlesSour4.bmp	 46	 50	 0	 u	 2	 0	 950.78	 0.24	 0.20	 
BSOV_127	 0	 1	 01	 1	 28	 1.390056e+02	 WerthersOriginal.bmp	 HispusimShatiah.bmp	 48	 45	 0	 i	 2	 1	 1038.74	 0.22	 0.27	 
BSOV_127	 0	 1	 01	 1	 29	 1.420092e+02	 Snickers.bmp	 Mars.bmp	 14	 18	 0	 i	 1	 1	 803.08	 5.87	 4.98	 
BSOV_127	 0	 1	 01	 1	 30	 1.490171e+02	 KinderBuenoWhite2.bmp	 Mekupelet.bmp	 46	 47	 0	 u	 2	 0	 795.22	 0.24	 0.22	 
BSOV_127	 0	 1	 01	 1	 31	 1.550071e+02	 ClickBalls5.bmp	 Twist.bmp	 5	 55	 1	 u	 4	 1	 1005.18	 6.80	 0.16	 
BSOV_127	 0	 1	 01	 1	 32	 1.600127e+02	 Popco.bmp	 WerthersOriginal.bmp	 52	 48	 1	 u	 2	 1	 919.58	 0.18	 0.22	 
BSOV_127	 0	 1	 01	 1	 33	 1.640172e+02	 Dubonim.bmp	 ChocolateParaCookies5.bmp	 13	 8	 1	 u	 1	 1	 715.10	 5.87	 5.98	 
BSOV_127	 0	 1	 01	 1	 34	 1.700074e+02	 Kitkat.bmp	 Dubonim.bmp	 16	 13	 0	 i	 1	 1	 924.94	 5.02	 5.87	 
BSOV_127	 0	 1	 01	 1	 35	 1.740118e+02	 Taami.bmp	 BagaleShtuhim.bmp	 10	 9	 1	 u	 1	 1	 1024.56	 5.93	 5.96	 
BSOV_127	 0	 1	 01	 1	 36	 1.780163e+02	 Bounty.bmp	 Popco.bmp	 51	 52	 0	 i	 2	 1	 676.01	 0.18	 0.18	 
BSOV_127	 0	 1	 01	 1	 37	 1.840060e+02	 KinderBuenoWhite2.bmp	 BambaSweet.bmp	 46	 53	 0	 u	 2	 0	 926.31	 0.24	 0.18	 
BSOV_127	 0	 1	 01	 1	 38	 1.940176e+02	 GumiSnakes3.bmp	 WerthersOriginal.bmp	 44	 48	 1	 u	 2	 1	 1002.74	 0.29	 0.22	 
BSOV_127	 0	 1	 01	 1	 39	 1.980054e+02	 HispusimShatiah.bmp	 KinderBuenoWhite2.bmp	 45	 46	 1	 i	 2	 0	 998.91	 0.27	 0.24	 
BSOV_127	 0	 1	 01	 1	 40	 2.050133e+02	 GumiSnakes3.bmp	 KinderBuenoWhite2.bmp	 44	 46	 1	 i	 2	 0	 887.05	 0.29	 0.24	 
BSOV_127	 0	 1	 01	 1	 41	 2.080166e+02	 BambaSweet.bmp	 Shugi.bmp	 53	 49	 1	 i	 2	 0	 891.72	 0.18	 0.22	 
BSOV_127	 0	 1	 01	 1	 42	 2.120211e+02	 BambaSweet.bmp	 Twix.bmp	 53	 43	 1	 i	 2	 0	 927.21	 0.18	 1.51	 
BSOV_127	 0	 1	 01	 1	 43	 2.190122e+02	 Smarties.bmp	 SkittlesSour4.bmp	 54	 50	 0	 i	 2	 1	 944.10	 0.18	 0.20	 
BSOV_127	 0	 1	 01	 1	 44	 2.230167e+02	 CrunchBisquitWhite2.bmp	 Snickers.bmp	 12	 14	 1	 i	 1	 0	 1059.61	 5.93	 5.87	 
BSOV_127	 0	 1	 01	 1	 45	 2.280054e+02	 Bounty.bmp	 Mekupelet.bmp	 51	 47	 0	 i	 2	 1	 870.87	 0.18	 0.22	 
BSOV_127	 0	 1	 01	 1	 46	 2.310090e+02	 BagaleShtuhim.bmp	 KinderJoy.bmp	 9	 15	 0	 i	 1	 1	 899.32	 5.96	 5.78	 
BSOV_127	 0	 1	 01	 1	 47	 2.360146e+02	 Taami.bmp	 ChocolateParaCookies5.bmp	 10	 8	 1	 u	 1	 1	 1301.68	 5.93	 5.98	 
BSOV_127	 0	 1	 01	 1	 48	 2.390180e+02	 Taami.bmp	 Kitkat.bmp	 10	 16	 1	 u	 1	 1	 1418.34	 5.93	 5.02	 
BSOV_127	 0	 1	 01	 1	 49	 2.480115e+02	 KinderBuenoBrown3.bmp	 BagaleShtuhim.bmp	 7	 9	 1	 u	 1	 1	 792.84	 6.04	 5.96	 
