Trial	StimName	Liking	RT
1	116.bmp	2.77777777778	5116
2	108.bmp	7.91111111111	3235
3	145.bmp	3.8	2947
4	154.bmp	6.97777777778	2099
5	112.bmp	9.08888888889	2565
6	135.bmp	1.88888888889	2236
7	124.bmp	2.77777777778	1930
8	127.bmp	6.82222222222	2483
9	140.bmp	5.97777777778	2264
10	156.bmp	2.2	1883
11	134.bmp	4.15555555556	1967
12	142.bmp	6.44444444444	2163
13	136.bmp	3.42222222222	3736
14	151.bmp	7.55555555556	1830
15	113.bmp	9.31111111111	1714
16	101.bmp	6.28888888889	1934
17	158.bmp	4.93333333333	2615
18	117.bmp	7.37777777778	2102
19	147.bmp	3.11111111111	2480
20	126.bmp	8.77777777778	1444
21	110.bmp	9.42222222222	1550
22	138.bmp	6.97777777778	2765
23	125.bmp	2.73333333333	3403
24	120.bmp	5.37777777778	1746
25	152.bmp	7.57777777778	1831
26	102.bmp	8.46666666667	1749
27	107.bmp	8.48888888889	3019
28	119.bmp	8.42222222222	2582
29	143.bmp	8.42222222222	2650
30	144.bmp	8.51111111111	2130
31	149.bmp	8.26666666667	1833
32	160.bmp	8.24444444444	3250
33	115.bmp	8.48888888889	2148
34	131.bmp	8.73333333333	1948
35	104.bmp	8.02222222222	2019
36	129.bmp	5.17777777778	2328
37	114.bmp	6.35555555556	2033
38	106.bmp	9.46666666667	1995
39	153.bmp	8.53333333333	3587
40	159.bmp	5.8	1532
41	141.bmp	3.22222222222	1866
42	133.bmp	6.46666666667	1314
43	146.bmp	7.73333333333	1984
44	109.bmp	7.68888888889	1645
45	137.bmp	5.82222222222	1533
46	121.bmp	6.97777777778	1433
47	148.bmp	8.04444444444	2184
48	150.bmp	8.0	2150
49	157.bmp	5.95555555556	2397
50	123.bmp	8.46666666667	1732
51	139.bmp	4.33333333333	3148
52	118.bmp	7.42222222222	1464
53	105.bmp	6.06666666667	2348
54	111.bmp	8.11111111111	2618
55	130.bmp	7.4	2046
56	103.bmp	7.44444444444	1535
57	132.bmp	3.26666666667	1312
58	122.bmp	2.77777777778	1716
59	155.bmp	9.53333333333	1864
60	128.bmp	7.22222222222	2063
