Trial	StimName	Liking	RT
1	154.bmp	9.22222222222	9917
2	126.bmp	9.11111111111	2387
3	155.bmp	2.35555555556	2453
4	125.bmp	1.17777777778	1936
5	110.bmp	9.33333333333	1752
6	107.bmp	1.64444444444	1453
7	144.bmp	0.355555555556	2352
8	147.bmp	8.97777777778	1918
9	136.bmp	4.86666666667	2370
10	153.bmp	9.06666666667	2686
11	160.bmp	0.6	2369
12	111.bmp	0.666666666667	2153
13	156.bmp	1.17777777778	2500
14	117.bmp	6.88888888889	2721
15	127.bmp	0.555555555556	4071
16	149.bmp	0.511111111111	2151
17	134.bmp	6.04444444444	3019
18	137.bmp	6.11111111111	1803
19	119.bmp	3.77777777778	3071
20	158.bmp	1.11111111111	1620
21	124.bmp	0.0666666666667	2484
22	115.bmp	1.22222222222	2588
23	104.bmp	0.888888888889	2035
24	129.bmp	0.533333333333	2903
25	116.bmp	0.555555555556	2502
26	145.bmp	0.177777777778	2621
27	103.bmp	3.04444444444	1986
28	141.bmp	0.377777777778	1653
29	130.bmp	7.48888888889	2119
30	133.bmp	0.311111111111	2153
31	150.bmp	0.222222222222	2019
32	113.bmp	5.37777777778	2053
33	139.bmp	6.2	2404
34	112.bmp	0.266666666667	1649
35	132.bmp	0.244444444444	2737
36	102.bmp	7.06666666667	1869
37	101.bmp	8.37777777778	2302
38	151.bmp	8.95555555556	2253
39	123.bmp	3.35555555556	2268
40	148.bmp	0.0888888888889	2234
41	109.bmp	0.222222222222	1803
42	114.bmp	0.133333333333	2054
43	146.bmp	0.444444444444	2052
44	106.bmp	1.06666666667	2686
45	140.bmp	7.97777777778	2634
46	157.bmp	0.0666666666667	2688
47	122.bmp	0.244444444444	2219
48	108.bmp	0.222222222222	3118
49	121.bmp	0.133333333333	2137
50	152.bmp	0.2	2402
51	142.bmp	0.333333333333	2286
52	131.bmp	6.42222222222	2172
53	138.bmp	0.133333333333	1733
54	120.bmp	0.2	1953
55	128.bmp	0.111111111111	2036
56	135.bmp	0.933333333333	1685
57	118.bmp	5.6	2370
58	105.bmp	2.62222222222	1569
59	143.bmp	0.6	1885
60	159.bmp	0.311111111111	1785
