1121.jpg	12	3	7.510322e-01	21	
1115.jpg	12	4	7.417641e-01	15	
1218.jpg	12	7	6.959534e-01	39	
1217.jpg	11	8	6.923415e-01	38	
1104.jpg	11	9	6.904640e-01	4	
1109.jpg	12	10	6.755288e-01	9	
1119.jpg	11	11	6.608834e-01	19	
1110.jpg	12	12	6.282420e-01	10	
1101.jpg	12	13	6.192199e-01	1	
1216.jpg	11	14	6.048733e-01	37	
1205.jpg	12	15	5.760931e-01	26	
1102.jpg	11	16	5.670685e-01	2	
1206.jpg	11	17	5.608110e-01	27	
1209.jpg	12	18	5.378862e-01	30	
1106.jpg	12	19	5.252441e-01	6	
1105.jpg	12	20	5.122378e-01	5	
1219.jpg	12	21	4.875178e-01	40	
1103.jpg	12	22	4.809610e-01	3	
1207.jpg	12	37	2.297835e-01	28	
1107.jpg	12	38	2.074743e-01	7	
2115.jpg	24	43	8.654055e-01	15	
2121.jpg	24	44	8.520126e-01	21	
2216.jpg	24	47	7.540377e-01	37	
2110.jpg	22	48	7.007350e-01	10	
2106.jpg	22	49	6.938211e-01	6	
2217.jpg	24	50	6.872232e-01	38	
2201.jpg	22	51	6.829061e-01	22	
2103.jpg	24	52	6.519353e-01	3	
2116.jpg	24	53	6.251462e-01	16	
2211.jpg	22	54	6.250394e-01	32	
2205.jpg	24	55	6.063451e-01	26	
2112.jpg	22	56	5.846555e-01	12	
2119.jpg	22	57	5.838703e-01	19	
2218.jpg	24	58	5.583453e-01	39	
2120.jpg	24	59	5.558389e-01	20	
2101.jpg	24	60	5.283484e-01	1	
2219.jpg	24	61	5.162567e-01	40	
2208.jpg	24	62	5.036079e-01	29	
2107.jpg	24	77	2.232338e-01	7	
2204.jpg	24	78	1.967195e-01	25	

