subjectID	 order	 itemIndABC	 runtrial	 isGO?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd
BFE_319	 1	 11	 1	 0	 1	 3.072723e-02	 1119.jpg	 u	 1.777410e+00	 22	 
BFE_319	 1	 3	 2	 1	 1	 2.867319e+00	 1105.jpg	 u	 2.004821e+00	 13	 
BFE_319	 1	 1	 3	 0	 0	 5.920750e+00	 1101.jpg	 i	 1.023391e+00	 4	 
BFE_319	 1	 16	 4	 0	 0	 7.989728e+00	 1207.jpg	 i	 1.442423e+00	 19	 
BFE_319	 1	 35	 5	 0	 0	 1.049255e+01	 2202.jpg	 i	 1.011597e+00	 78	 
BFE_319	 1	 34	 6	 0	 0	 1.256154e+01	 2121.jpg	 i	 1.238604e+00	 42	 
BFE_319	 1	 38	 7	 1	 1	 1.484736e+01	 2207.jpg	 u	 9.767807e-01	 58	 
BFE_319	 1	 40	 8	 1	 1	 1.688305e+01	 2215.jpg	 u	 9.811108e-01	 55	 
BFE_319	 1	 22	 9	 0	 0	 1.891864e+01	 1217.jpg	 i	 9.214994e-01	 38	 
BFE_319	 1	 19	 10	 1	 1	 2.088748e+01	 1210.jpg	 u	 9.926631e-01	 15	 
BFE_319	 1	 2	 11	 1	 1	 2.293986e+01	 1103.jpg	 u	 9.882764e-01	 7	 
BFE_319	 1	 28	 12	 1	 1	 2.497552e+01	 2107.jpg	 u	 9.526155e-01	 52	 
BFE_319	 1	 37	 13	 0	 0	 2.697771e+01	 2206.jpg	 i	 8.064385e-01	 51	 
BFE_319	 1	 9	 14	 1	 1	 2.882989e+01	 1115.jpg	 u	 1.170247e+00	 18	 
BFE_319	 1	 8	 15	 0	 0	 3.104897e+01	 1114.jpg	 i	 9.351655e-01	 16	 
BFE_319	 1	 25	 16	 0	 0	 3.303448e+01	 2103.jpg	 i	 1.125672e+00	 49	 
BFE_319	 1	 31	 17	 0	 0	 3.520359e+01	 2114.jpg	 i	 9.245920e-01	 57	 
BFE_319	 1	 17	 18	 0	 0	 3.717247e+01	 1208.jpg	 i	 7.796837e-01	 37	 
BFE_319	 1	 13	 19	 0	 0	 3.900801e+01	 1121.jpg	 i	 7.681379e-01	 9	 
BFE_319	 1	 23	 20	 0	 0	 4.082655e+01	 2101.jpg	 i	 8.615812e-01	 54	 
BFE_319	 1	 32	 21	 0	 0	 4.274542e+01	 2115.jpg	 i	 1.422724e+00	 44	 
BFE_319	 1	 12	 22	 1	 1	 4.521492e+01	 1120.jpg	 u	 8.812170e-01	 12	 
BFE_319	 1	 7	 23	 0	 0	 4.715039e+01	 1112.jpg	 i	 8.177528e-01	 21	 
BFE_319	 1	 21	 24	 0	 0	 4.901906e+01	 1216.jpg	 i	 6.850853e-01	 20	 
BFE_319	 1	 6	 25	 0	 0	 5.075438e+01	 1109.jpg	 i	 7.977637e-01	 11	 
BFE_319	 1	 39	 26	 0	 0	 5.260641e+01	 2209.jpg	 i	 6.657296e-01	 56	 
BFE_319	 1	 5	 27	 0	 0	 5.432502e+01	 1108.jpg	 i	 6.511135e-01	 39	 
BFE_319	 1	 10	 28	 1	 1	 5.602702e+01	 1118.jpg	 u	 1.109133e+00	 10	 
BFE_319	 1	 26	 29	 0	 0	 5.819606e+01	 2104.jpg	 i	 7.640728e-01	 48	 
BFE_319	 1	 4	 30	 0	 1	 6.001485e+01	 1107.jpg	 u	 9.132899e-01	 3	 
BFE_319	 1	 33	 31	 0	 0	 6.198364e+01	 2118.jpg	 i	 1.376499e+00	 43	 
BFE_319	 1	 30	 32	 0	 0	 6.441973e+01	 2113.jpg	 i	 1.300413e+00	 41	 
BFE_319	 1	 14	 33	 0	 0	 6.677234e+01	 1202.jpg	 i	 1.251792e+00	 40	 
BFE_319	 1	 15	 34	 0	 0	 6.907501e+01	 1206.jpg	 i	 1.013134e+00	 8	 
BFE_319	 1	 29	 35	 0	 0	 7.114394e+01	 2108.jpg	 i	 1.064199e+00	 77	 
BFE_319	 1	 36	 36	 1	 1	 7.326302e+01	 2205.jpg	 u	 1.017119e+00	 50	 
BFE_319	 1	 27	 37	 1	 1	 7.533199e+01	 2105.jpg	 u	 1.228146e+00	 53	 
BFE_319	 1	 20	 38	 0	 0	 7.761793e+01	 1213.jpg	 i	 1.078251e+00	 17	 
BFE_319	 1	 24	 39	 1	 1	 7.975360e+01	 2102.jpg	 u	 8.625725e-01	 47	 
BFE_319	 1	 18	 40	 0	 0	 8.167245e+01	 1209.jpg	 i	 6.956847e-01	 14	 
