subjectID	 order	 itemIndABC	 runtrial	 isGO?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd
BFE_329	 1	 23	 1	 1	 0	 3.036275e-02	 2101.jpg	 i	 2.203255e+00	 53	 
BFE_329	 1	 28	 2	 0	 1	 3.284104e+00	 2113.jpg	 u	 1.773519e+00	 42	 
BFE_329	 1	 35	 3	 0	 0	 6.103845e+00	 2210.jpg	 i	 1.169776e+00	 77	 
BFE_329	 1	 20	 4	 0	 1	 8.323015e+00	 1213.jpg	 u	 1.190596e+00	 11	 
BFE_329	 1	 2	 5	 1	 1	 1.055890e+01	 1105.jpg	 u	 9.547146e-01	 18	 
BFE_329	 1	 37	 6	 1	 0	 1.256110e+01	 2212.jpg	 i	 9.045079e-01	 52	 
BFE_329	 1	 22	 7	 1	 0	 1.451339e+01	 1219.jpg	 i	 1.504259e+00	 13	 
BFE_329	 1	 40	 8	 0	 1	 1.706618e+01	 2218.jpg	 u	 9.274244e-01	 78	 
BFE_329	 1	 27	 9	 0	 1	 1.905178e+01	 2112.jpg	 u	 9.978290e-01	 54	 
BFE_329	 1	 13	 10	 0	 0	 2.110404e+01	 1121.jpg	 i	 8.495688e-01	 14	 
BFE_329	 1	 9	 11	 0	 1	 2.300619e+01	 1115.jpg	 u	 9.874302e-01	 9	 
BFE_329	 1	 24	 12	 1	 0	 2.504183e+01	 2103.jpg	 i	 1.143779e+00	 58	 
BFE_329	 1	 16	 13	 0	 0	 2.724433e+01	 1206.jpg	 i	 1.013282e+00	 40	 
BFE_329	 1	 21	 14	 0	 1	 2.931337e+01	 1218.jpg	 u	 9.682775e-01	 20	 
BFE_329	 1	 31	 15	 0	 0	 3.133194e+01	 2120.jpg	 i	 7.896654e-01	 51	 
BFE_329	 1	 34	 16	 0	 0	 3.316764e+01	 2209.jpg	 i	 9.459714e-01	 48	 
BFE_329	 1	 11	 17	 0	 0	 3.517002e+01	 1118.jpg	 i	 8.475818e-01	 22	 
BFE_329	 1	 7	 18	 0	 1	 3.707202e+01	 1112.jpg	 u	 8.415834e-01	 19	 
BFE_329	 1	 26	 19	 1	 1	 3.897410e+01	 2111.jpg	 u	 7.875145e-01	 50	 
BFE_329	 1	 15	 20	 0	 1	 4.080957e+01	 1204.jpg	 u	 8.960358e-01	 4	 
BFE_329	 1	 39	 21	 0	 1	 4.276172e+01	 2217.jpg	 u	 1.127892e+00	 57	 
BFE_329	 1	 1	 22	 0	 0	 4.494750e+01	 1103.jpg	 i	 1.206116e+00	 17	 
BFE_329	 1	 3	 23	 1	 1	 4.720009e+01	 1106.jpg	 u	 1.185519e+00	 7	 
BFE_329	 1	 8	 24	 0	 1	 4.943588e+01	 1114.jpg	 u	 9.977432e-01	 16	 
BFE_329	 1	 36	 25	 0	 0	 5.148821e+01	 2211.jpg	 i	 1.073406e+00	 49	 
BFE_329	 1	 4	 26	 0	 1	 5.362408e+01	 1107.jpg	 u	 9.135314e-01	 21	 
BFE_329	 1	 32	 27	 1	 1	 5.559277e+01	 2121.jpg	 u	 9.848441e-01	 47	 
BFE_329	 1	 29	 28	 0	 1	 5.762840e+01	 2114.jpg	 u	 1.197201e+00	 56	 
BFE_329	 1	 6	 29	 1	 1	 5.988091e+01	 1109.jpg	 u	 1.032699e+00	 15	 
BFE_329	 1	 5	 30	 0	 0	 6.196657e+01	 1108.jpg	 i	 1.059043e+00	 39	 
BFE_329	 1	 10	 31	 0	 0	 6.408562e+01	 1117.jpg	 i	 1.019991e+00	 3	 
BFE_329	 1	 12	 32	 0	 0	 6.615468e+01	 1119.jpg	 i	 1.174936e+00	 38	 
BFE_329	 1	 38	 33	 0	 1	 6.839053e+01	 2216.jpg	 u	 1.451076e+00	 41	 
BFE_329	 1	 18	 34	 1	 0	 7.089325e+01	 1210.jpg	 i	 7.723958e-01	 10	 
BFE_329	 1	 33	 35	 1	 0	 7.271202e+01	 2208.jpg	 i	 8.896101e-01	 55	 
BFE_329	 1	 25	 36	 0	 1	 7.464752e+01	 2110.jpg	 u	 9.540951e-01	 44	 
BFE_329	 1	 30	 37	 0	 1	 7.664975e+01	 2115.jpg	 u	 7.838567e-01	 43	 
BFE_329	 1	 14	 38	 0	 1	 7.848515e+01	 1201.jpg	 u	 1.060466e+00	 8	 
BFE_329	 1	 19	 39	 0	 1	 8.060424e+01	 1212.jpg	 u	 9.493726e-01	 37	 
BFE_329	 1	 17	 40	 1	 0	 8.260648e+01	 1208.jpg	 i	 8.431392e-01	 12	 
