Trial	StimName	Liking	RT
1	143.bmp	7.02222222222	4547
2	109.bmp	1.77777777778	3371
3	113.bmp	6.84444444444	3452
4	133.bmp	6.46666666667	3103
5	108.bmp	6.57777777778	4474
6	115.bmp	4.46666666667	4625
7	141.bmp	2.44444444444	3172
8	112.bmp	6.8	2752
9	126.bmp	4.82222222222	4238
10	129.bmp	5.28888888889	2869
11	127.bmp	4.75555555556	3638
12	142.bmp	4.73333333333	2937
13	140.bmp	3.51111111111	2753
14	120.bmp	5.28888888889	2334
15	139.bmp	1.66666666667	2638
16	135.bmp	6.08888888889	2985
17	134.bmp	2.33333333333	3937
18	149.bmp	2.42222222222	1903
19	148.bmp	1.66666666667	2568
20	130.bmp	2.77777777778	2554
21	128.bmp	2.84444444444	2100
22	124.bmp	2.42222222222	1652
23	154.bmp	2.68888888889	1752
24	160.bmp	3.22222222222	2002
25	110.bmp	3.35555555556	1969
26	150.bmp	3.15555555556	1885
27	146.bmp	3.0	1504
28	153.bmp	2.64444444444	2503
29	157.bmp	3.57777777778	2402
30	145.bmp	2.33333333333	1987
31	111.bmp	5.06666666667	2001
32	156.bmp	2.28888888889	2200
33	158.bmp	2.26666666667	1987
34	136.bmp	2.71111111111	3170
35	159.bmp	2.88888888889	2522
36	116.bmp	2.53333333333	1768
37	105.bmp	2.51111111111	1783
38	107.bmp	2.66666666667	1769
39	114.bmp	5.0	1670
40	102.bmp	4.75555555556	1987
41	104.bmp	3.86666666667	1417
42	106.bmp	3.31111111111	2019
43	151.bmp	5.62222222222	1585
44	137.bmp	4.97777777778	1652
45	147.bmp	5.8	1969
46	138.bmp	3.75555555556	2035
47	122.bmp	5.46666666667	1436
48	131.bmp	3.75555555556	1568
49	117.bmp	3.33333333333	1501
50	144.bmp	2.82222222222	2070
51	155.bmp	2.31111111111	1370
52	125.bmp	2.91111111111	1617
53	103.bmp	5.62222222222	1900
54	152.bmp	6.31111111111	1520
55	123.bmp	5.26666666667	2237
56	101.bmp	4.93333333333	1284
57	118.bmp	5.84444444444	2253
58	119.bmp	5.95555555556	1987
59	132.bmp	4.08888888889	2135
60	121.bmp	5.86666666667	1969
