Trial	StimName	Liking	RT
1	130.bmp	8.2	4777
2	139.bmp	1.11111111111	3818
3	155.bmp	0.911111111111	1987
4	126.bmp	5.68888888889	3222
5	147.bmp	7.11111111111	2835
6	121.bmp	2.2	3403
7	110.bmp	7.28888888889	2755
8	142.bmp	1.46666666667	2018
9	103.bmp	8.0	2017
10	115.bmp	0.222222222222	2519
11	144.bmp	1.08888888889	2452
12	148.bmp	6.42222222222	1535
13	122.bmp	7.37777777778	1820
14	160.bmp	7.15555555556	1837
15	135.bmp	3.15555555556	1685
16	159.bmp	0.4	2168
17	137.bmp	3.08888888889	2252
18	157.bmp	2.44444444444	3137
19	104.bmp	3.37777777778	1670
20	132.bmp	2.0	1637
21	102.bmp	0.777777777778	2051
22	112.bmp	6.11111111111	1586
23	152.bmp	4.93333333333	1684
24	138.bmp	2.77777777778	2002
25	127.bmp	5.06666666667	2970
26	125.bmp	2.66666666667	1604
27	150.bmp	6.08888888889	3186
28	117.bmp	4.06666666667	2169
29	101.bmp	1.53333333333	2070
30	153.bmp	5.73333333333	1568
31	140.bmp	2.51111111111	2085
32	149.bmp	5.35555555556	1385
33	116.bmp	2.15555555556	2436
34	108.bmp	0.977777777778	2519
35	109.bmp	5.26666666667	1802
36	123.bmp	6.35555555556	1886
37	145.bmp	3.64444444444	1519
38	111.bmp	2.37777777778	1684
39	141.bmp	2.42222222222	1486
40	119.bmp	4.28888888889	2251
41	129.bmp	4.33333333333	1987
42	158.bmp	1.33333333333	2154
43	113.bmp	5.66666666667	1800
44	154.bmp	1.26666666667	1804
45	134.bmp	0.755555555556	1970
46	128.bmp	6.35555555556	2252
47	136.bmp	1.51111111111	1969
48	107.bmp	5.88888888889	1687
49	151.bmp	3.46666666667	2485
50	143.bmp	6.73333333333	2055
51	156.bmp	1.28888888889	1735
52	131.bmp	1.13333333333	1567
53	118.bmp	5.55555555556	4170
54	120.bmp	2.75555555556	1637
55	106.bmp	0.6	1601
56	114.bmp	0.311111111111	1768
57	124.bmp	0.444444444444	2385
58	105.bmp	2.17777777778	1669
59	146.bmp	6.33333333333	1684
60	133.bmp	4.44444444444	1720
