subjectID	 order	 itemIndABC	 runtrial	 isGO?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd
BFE_344	 2	 6	 1	 0	 0	 2.983218e-02	 1106.jpg	 u	 3.079005e+00	 19	 
BFE_344	 2	 16	 2	 1	 1	 4.167774e+00	 1206.jpg	 i	 8.770591e-01	 17	 
BFE_344	 2	 8	 3	 0	 0	 6.103400e+00	 1108.jpg	 u	 1.021468e+00	 40	 
BFE_344	 2	 31	 4	 1	 1	 8.172338e+00	 2119.jpg	 i	 8.484978e-01	 57	 
BFE_344	 2	 23	 5	 0	 0	 1.007438e+01	 2103.jpg	 u	 6.024664e-01	 52	 
BFE_344	 2	 21	 6	 0	 0	 1.172632e+01	 1218.jpg	 u	 9.425169e-01	 7	 
BFE_344	 2	 24	 7	 1	 1	 1.372850e+01	 2106.jpg	 i	 5.963312e-01	 49	 
BFE_344	 2	 11	 8	 0	 0	 1.538053e+01	 1113.jpg	 u	 6.243238e-01	 39	 
BFE_344	 2	 7	 9	 0	 0	 1.704897e+01	 1107.jpg	 u	 5.718747e-01	 38	 
BFE_344	 2	 10	 10	 0	 0	 1.866740e+01	 1110.jpg	 u	 1.465435e+00	 12	 
BFE_344	 2	 20	 11	 1	 1	 2.118689e+01	 1217.jpg	 i	 8.819443e-01	 8	 
BFE_344	 2	 2	 12	 1	 1	 2.312245e+01	 1102.jpg	 i	 6.663847e-01	 16	 
BFE_344	 2	 30	 13	 0	 0	 2.484094e+01	 2116.jpg	 u	 7.238914e-01	 53	 
BFE_344	 2	 32	 14	 0	 0	 2.660969e+01	 2121.jpg	 u	 9.631595e-01	 44	 
BFE_344	 2	 1	 15	 0	 0	 2.862853e+01	 1101.jpg	 u	 6.483136e-01	 13	 
BFE_344	 2	 36	 16	 1	 1	 3.033055e+01	 2211.jpg	 i	 8.902946e-01	 54	 
BFE_344	 2	 9	 17	 0	 0	 3.226592e+01	 1109.jpg	 u	 5.869142e-01	 10	 
BFE_344	 2	 3	 18	 0	 0	 3.390129e+01	 1103.jpg	 u	 6.075441e-01	 22	 
BFE_344	 2	 38	 19	 0	 0	 3.555298e+01	 2216.jpg	 u	 1.723855e+00	 47	 
BFE_344	 2	 14	 20	 0	 0	 3.832284e+01	 1121.jpg	 u	 7.139985e-01	 3	 
BFE_344	 2	 15	 21	 0	 0	 4.009147e+01	 1205.jpg	 u	 6.653623e-01	 15	 
BFE_344	 2	 5	 22	 0	 0	 4.181004e+01	 1105.jpg	 u	 5.708041e-01	 20	 
BFE_344	 2	 29	 23	 0	 0	 4.342853e+01	 2115.jpg	 u	 6.243026e-01	 43	 
BFE_344	 2	 27	 24	 1	 1	 4.511368e+01	 2110.jpg	 i	 6.511532e-01	 48	 
BFE_344	 2	 34	 25	 0	 0	 4.681559e+01	 2204.jpg	 u	 5.172493e-01	 78	 
BFE_344	 2	 19	 26	 1	 1	 4.838403e+01	 1216.jpg	 i	 6.528258e-01	 14	 
BFE_344	 2	 39	 27	 0	 0	 5.008599e+01	 2217.jpg	 u	 5.230846e+00	 50	 
BFE_344	 2	 25	 28	 0	 0	 5.637633e+01	 2107.jpg	 u	 5.565304e-01	 77	 
BFE_344	 2	 13	 29	 1	 1	 5.797811e+01	 1119.jpg	 i	 6.747677e-01	 11	 
BFE_344	 2	 35	 30	 0	 0	 5.969674e+01	 2205.jpg	 u	 6.120945e-01	 55	 
BFE_344	 2	 12	 31	 0	 0	 6.136530e+01	 1115.jpg	 u	 6.235341e-01	 4	 
BFE_344	 2	 33	 32	 1	 1	 6.303379e+01	 2201.jpg	 i	 7.710464e-01	 51	 
BFE_344	 2	 40	 33	 0	 0	 6.485246e+01	 2218.jpg	 u	 5.763833e-01	 58	 
BFE_344	 2	 18	 34	 0	 0	 6.648768e+01	 1209.jpg	 u	 6.531831e-01	 18	 
BFE_344	 2	 28	 35	 1	 1	 6.818953e+01	 2112.jpg	 i	 5.993616e-01	 56	 
BFE_344	 2	 37	 36	 0	 0	 6.984138e+01	 2215.jpg	 u	 9.794537e-01	 42	 
BFE_344	 2	 22	 37	 0	 0	 7.187707e+01	 1219.jpg	 u	 7.277812e-01	 21	 
BFE_344	 2	 26	 38	 0	 0	 7.366232e+01	 2109.jpg	 u	 6.305307e-01	 41	 
BFE_344	 2	 17	 39	 0	 0	 7.534758e+01	 1207.jpg	 u	 5.532682e-01	 37	 
BFE_344	 2	 4	 40	 1	 1	 7.694947e+01	 1104.jpg	 i	 6.793694e-01	 9	 
