subjectID	 order	 itemIndABC	 runtrial	 isGO?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd
BFE_358	 2	 10	 1	 1	 1	 3.026774e-02	 1121.jpg	 i	 1.397381e+00	 8	 
BFE_358	 2	 3	 2	 0	 0	 2.482967e+00	 1107.jpg	 u	 1.016683e+00	 39	 
BFE_358	 2	 29	 3	 0	 1	 4.551955e+00	 2112.jpg	 i	 1.179695e+00	 77	 
BFE_358	 2	 8	 4	 1	 1	 6.787800e+00	 1115.jpg	 i	 8.478488e-01	 11	 
BFE_358	 2	 26	 5	 0	 0	 8.689935e+00	 2108.jpg	 u	 2.369714e+00	 58	 
BFE_358	 2	 39	 6	 1	 0	 1.211041e+01	 2217.jpg	 u	 8.852449e-01	 56	 
BFE_358	 2	 36	 7	 0	 1	 1.404589e+01	 2211.jpg	 i	 8.297600e-01	 53	 
BFE_358	 2	 14	 8	 0	 1	 1.593135e+01	 1210.jpg	 i	 1.232294e+00	 37	 
BFE_358	 2	 13	 9	 1	 1	 1.821722e+01	 1206.jpg	 i	 7.544247e-01	 17	 
BFE_358	 2	 34	 10	 0	 0	 2.001932e+01	 2203.jpg	 u	 6.883315e-01	 78	 
BFE_358	 2	 33	 11	 1	 1	 2.175469e+01	 2202.jpg	 i	 8.889606e-01	 54	 
BFE_358	 2	 32	 12	 0	 1	 2.369022e+01	 2201.jpg	 i	 8.574314e-01	 50	 
BFE_358	 2	 28	 13	 1	 1	 2.559226e+01	 2111.jpg	 i	 9.953888e-01	 57	 
BFE_358	 2	 31	 14	 0	 0	 2.764463e+01	 2121.jpg	 u	 5.750295e-01	 47	 
BFE_358	 2	 2	 15	 0	 1	 2.926303e+01	 1105.jpg	 i	 7.006212e-01	 18	 
BFE_358	 2	 37	 16	 0	 1	 3.101500e+01	 2213.jpg	 i	 1.364645e+00	 44	 
BFE_358	 2	 22	 17	 1	 0	 3.343431e+01	 1219.jpg	 u	 1.201372e+00	 14	 
BFE_358	 2	 18	 18	 0	 1	 3.568693e+01	 1214.jpg	 i	 1.436722e+00	 19	 
BFE_358	 2	 9	 19	 0	 0	 3.817305e+01	 1116.jpg	 u	 1.302611e+00	 22	 
BFE_358	 2	 35	 20	 0	 1	 4.052563e+01	 2205.jpg	 i	 6.140199e-01	 42	 
BFE_358	 2	 4	 21	 1	 1	 4.219425e+01	 1109.jpg	 i	 9.454019e-01	 16	 
BFE_358	 2	 17	 22	 1	 0	 4.419645e+01	 1213.jpg	 u	 9.112104e-01	 9	 
BFE_358	 2	 30	 23	 0	 1	 4.616523e+01	 2114.jpg	 i	 6.384221e-01	 41	 
BFE_358	 2	 27	 24	 0	 1	 4.785058e+01	 2109.jpg	 i	 7.130654e-01	 52	 
BFE_358	 2	 21	 25	 0	 1	 4.961911e+01	 1218.jpg	 i	 1.760535e+00	 12	 
BFE_358	 2	 1	 26	 0	 1	 5.242223e+01	 1104.jpg	 i	 1.229421e+00	 20	 
BFE_358	 2	 5	 27	 0	 0	 5.470832e+01	 1110.jpg	 u	 2.167333e+00	 4	 
BFE_358	 2	 16	 28	 0	 0	 5.792850e+01	 1212.jpg	 u	 1.459142e+00	 38	 
BFE_358	 2	 19	 29	 0	 0	 6.043125e+01	 1215.jpg	 u	 9.483932e-01	 21	 
BFE_358	 2	 11	 30	 0	 1	 6.243351e+01	 1204.jpg	 i	 1.266151e+00	 3	 
BFE_358	 2	 38	 31	 0	 1	 6.475274e+01	 2214.jpg	 i	 6.189319e-01	 55	 
BFE_358	 2	 40	 32	 1	 1	 6.642131e+01	 2219.jpg	 i	 5.583532e-01	 48	 
BFE_358	 2	 24	 33	 0	 1	 6.803978e+01	 2105.jpg	 i	 5.798696e-01	 43	 
BFE_358	 2	 25	 34	 1	 1	 6.967512e+01	 2106.jpg	 i	 7.525452e-01	 51	 
BFE_358	 2	 12	 35	 0	 1	 7.147707e+01	 1205.jpg	 i	 8.385947e-01	 15	 
BFE_358	 2	 20	 36	 0	 1	 7.336241e+01	 1217.jpg	 i	 1.001233e+00	 10	 
BFE_358	 2	 6	 37	 0	 0	 7.541469e+01	 1112.jpg	 u	 1.692969e+00	 40	 
BFE_358	 2	 7	 38	 0	 1	 7.815117e+01	 1114.jpg	 i	 7.564749e-01	 7	 
BFE_358	 2	 23	 39	 1	 1	 7.995319e+01	 2103.jpg	 i	 7.304691e-01	 49	 
BFE_358	 2	 15	 40	 0	 0	 8.173847e+01	 1211.jpg	 u	 6.811803e-01	 13	 
