subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency	PlannedOnset	onset	duration
BM_108	0	4	1	1	1	4.0048747289984	2008.jpg	2039.jpg	18	23	0	i	2	1	589.09648199915	0.65908	0.5875519	4.60585225900286	1	4	4.0048747289984	0.600977530004457
BM_108	0	4	1	1	2	9.99533834299655	2111.jpg	1145.jpg	42	44	0	i	5	1	742.632871028036	0.4931793	0.4768404	10.761986899015	1	10	9.99533834299655	0.766648556018481
BM_108	0	4	1	1	3	13.0992206960218	2229.jpg	1254.jpg	14	13	1	u	1	1	542.750571999932	0.6767717	0.6802971	13.6662202500156	0.5	13.1	13.0992206960218	0.56699955399381
BM_108	0	4	1	1	4	16.2022659810027	1191.jpg	2006.jpg	36	37	1	i	4	0	487.708581000334	0.5253501	0.5179274	16.7019673180184	0.5	16.2	16.2022659810027	0.499701337015722
BM_108	0	4	1	1	5	27.8990571309987	1202.jpg	2089.jpg	27	25	0	i	3	1	1046.91554800957	0.584111	0.5869449	28.966808230005	1	27.9	27.8990571309987	1.06775109900627
BM_108	0	4	1	1	6	32.6035566340142	1019.jpg	1226.jpg	71	68	0	u	8	0	1246.4143600082	0.2850057	0.3020404	33.8723078930052	1	32.6	32.6035566340142	1.26875125899096
BM_108	0	4	1	1	7	35.90796654101	2128.jpg	1127.jpg	54	56	1	u	6	1	1069.98809598736	0.4092885	0.3877254	36.9916265250067	0.5	35.9	35.90796654101	1.08365998399677
BM_108	0	4	1	1	8	41.7979636320088	1145.jpg	1017.jpg	44	45	1	i	5	0	516.002632997697	0.4768404	0.4763017	42.3318495830172	1	41.8	41.7979636320088	0.533885951008415
BM_108	0	4	1	1	9	48.7052930830105	2181.jpg	2229.jpg	16	14	0	i	1	1	944.677572988439	0.6717323	0.6767717	49.6730315580207	0.5	48.7	48.7052930830105	0.967738475010265
BM_108	0	4	1	1	10	52.5095323300047	2045.jpg	2118.jpg	12	10	1	u	1	1	1212.44081499754	0.6844074	0.762755	53.7438225640217	0.5	52.5	52.5095323300047	1.23429023401695
BM_108	0	4	1	1	11	58.3992902740138	2008.jpg	2016.jpg	18	20	0	i	2	1	1050.68423898774	0.65908	0.6052296	59.4675778740202	1	58.4	58.3992902740138	1.06828760000644
BM_108	0	4	1	1	12	63.8058717550011	1216.jpg	1057.jpg	38	35	1	i	4	0	1076.0996210156	0.511866	0.5312178	64.8904068910051	0.5	63.8	63.8058717550011	1.08453513600398
BM_108	0	4	1	1	13	73.5002191710228	1226.jpg	2201.jpg	68	67	1	i	8	0	757.75807898026	0.3020404	0.3078076	74.2705217860057	1	73.5	73.5002191710228	0.770302614982938
BM_108	0	4	1	1	14	78.1056085989985	1115.jpg	1114.jpg	61	62	0	x	7	999	999000	0.3584895	0.3528621	79.6069371250051	0.5	78.1	78.1056085989985	1.50132852600655
BM_108	0	4	1	1	15	82.2099700960098	1254.jpg	2125.jpg	13	9	0	i	1	1	695.99097900209	0.6802971	0.7632036	82.9269592250057	0.5	82.2	82.2099700960098	0.71698912899592
BM_108	0	4	1	1	16	86.8980257090006	1246.jpg	1013.jpg	59	60	0	i	7	1	967.950356018264	0.3723849	0.3596328	87.8820992610126	0.5	86.9	86.8980257090006	0.984073552011978
BM_108	0	4	1	1	17	91.8036345390137	1009.jpg	1204.jpg	70	72	0	u	8	0	766.33992799907	0.2907518	0.2771038	92.5874389950186	1	91.8	91.8036345390137	0.783804456004873
BM_108	0	4	1	1	18	95.1074332860007	1009.jpg	1080.jpg	70	69	0	i	8	1	702.530942013254	0.2907518	0.2950571	95.8243892489991	1	95.1	95.1074332860007	0.716955962998327
BM_108	0	4	1	1	19	98.9955934400205	1210.jpg	1028.jpg	64	63	0	i	7	1	726.377800980117	0.3380337	0.3449322	99.7282362010155	0.5	99	98.9955934400205	0.732642760995077
BM_108	0	4	1	1	20	105.202258528996	1262.jpg	2043.jpg	51	52	0	i	6	1	1271.71259300667	0.4164772	0.4124218	106.487239454	0.5	105.2	105.202258528996	1.28498092500377
BM_108	0	4	1	1	21	110.808360273018	1035.jpg	2248.jpg	24	17	0	i	2	1	777.628769981675	0.5872232	0.6681715	111.608848172007	1	110.8	110.808360273018	0.800487898988649
BM_108	0	4	1	1	22	116.898956990015	1246.jpg	1028.jpg	59	63	0	i	7	1	751.017893984681	0.3723849	0.3449322	117.665642922017	0.5	116.9	116.898956990015	0.766685932001565
BM_108	0	4	1	1	23	124.006516734022	1027.jpg	2089.jpg	26	25	0	u	3	0	1067.45705398498	0.5865998	0.5869449	125.090790070011	1	124	124.006516734022	1.08427333598956
BM_108	0	4	1	1	24	127.009911275003	2128.jpg	1007.jpg	54	50	1	u	6	1	1168.04940599832	0.4092885	0.416629	128.19502932101	0.5	127	127.009911275003	1.18511804600712
BM_108	0	4	1	1	25	135.803361461003	2218.jpg	1007.jpg	49	50	1	u	6	1	838.609087018995	0.4202639	0.416629	136.654702371015	0.5	135.8	135.803361461003	0.851340910012368
BM_108	0	4	1	1	26	141.309161123005	1254.jpg	2094.jpg	13	15	0	i	1	1	1244.79987801169	0.6802971	0.67673	142.576928345021	0.5	141.3	141.309161123005	1.26776722201612
BM_108	0	4	1	1	27	144.395821800019	1202.jpg	2112.jpg	27	32	0	i	3	1	758.142268983647	0.584111	0.5525537	145.165785682009	1	144.4	144.395821800019	0.769963881990407
BM_108	0	4	1	1	28	148.300845452002	1073.jpg	1115.jpg	57	61	1	u	7	1	1069.12895501591	0.375488	0.3584895	149.384454188024	0.5	148.3	148.300845452002	1.08360873602214
BM_108	0	4	1	1	29	152.205521666998	2039.jpg	1050.jpg	23	21	1	u	2	1	548.458552017109	0.5875519	0.5970767	152.772059973999	1	152.2	152.205521666998	0.566538307000883
BM_108	0	4	1	1	30	156.610177438997	2118.jpg	2125.jpg	10	9	0	i	1	1	999.802783015184	0.762755	0.7632036	157.62781489201	0.5	156.6	156.610177438997	1.01763745301287
BM_108	0	4	1	1	31	163.100357637013	2041.jpg	1013.jpg	58	60	0	u	7	0	701.616442005616	0.3740419	0.3596328	163.818091227004	0.5	163.1	163.100357637013	0.71773358999053
BM_108	0	4	1	1	32	167.505838213023	1202.jpg	2212.jpg	27	29	0	i	3	1	744.122878997587	0.584111	0.5687566	168.273061191023	1	167.5	167.505838213023	0.767222978000063
BM_108	0	4	1	1	33	172.711393934005	1019.jpg	1204.jpg	71	72	0	i	8	1	1082.5703490118	0.2850057	0.2771038	173.812725096999	1	172.7	172.711393934005	1.10133116299403
BM_108	0	4	1	1	34	176.298997956997	2111.jpg	1255.jpg	42	41	0	i	5	1	1174.99021702679	0.4931793	0.4979419	177.486108815996	1	176.3	176.298997956997	1.18711085899849
BM_108	0	4	1	1	35	179.80298120802	1255.jpg	2221.jpg	41	48	1	u	5	1	943.014217977179	0.4979419	0.4340077	180.754141408019	1	179.8	179.80298120802	0.951160199998412
BM_108	0	4	1	1	36	182.806252529001	2054.jpg	2045.jpg	11	12	0	i	1	1	851.722514024004	0.748237	0.6844074	183.674107883999	0.5	182.8	182.806252529001	0.867855354998028
BM_108	0	4	1	1	37	186.710394338996	1262.jpg	2218.jpg	51	49	0	x	6	999	999000	0.4164772	0.4202639	188.212177930021	0.5	186.7	186.710394338996	1.50178359102574
BM_108	0	4	1	1	38	190.197927091009	1017.jpg	1255.jpg	45	41	0	i	5	1	828.034425998339	0.4763017	0.4979419	191.048772309005	1	190.2	190.197927091009	0.850845217995811
BM_108	0	4	1	1	39	194.902723911015	2155.jpg	1191.jpg	40	36	0	u	4	0	723.236518009799	0.502587	0.5253501	195.637153855001	0.5	194.9	194.902723911015	0.73442994398647
BM_108	0	4	1	1	40	199.608276119019	1031.jpg	2155.jpg	39	40	1	u	4	1	937.697118992219	0.5026167	0.502587	200.559402596002	0.5	199.6	199.608276119019	0.951126476982608
BM_108	0	4	1	1	41	209.002411054011	1080.jpg	1019.jpg	69	71	1	u	8	1	847.565372998361	0.2950571	0.2850057	209.869572218013	1	209	209.002411054011	0.867161164002027
BM_108	0	4	1	1	42	213.907482797018	1007.jpg	2043.jpg	50	52	0	i	6	1	1262.5001790002	0.416629	0.4124218	215.191990618012	0.5	213.9	213.907482797018	1.28450782099389
BM_108	0	4	1	1	43	219.697670599009	1127.jpg	2218.jpg	56	49	0	i	6	1	776.282325998181	0.3877254	0.4202639	220.482340482005	0.5	219.7	219.697670599009	0.784669882996241
BM_108	0	4	1	1	44	225.103514726012	1228.jpg	1204.jpg	66	72	0	i	8	1	994.466986012412	0.3180561	0.2771038	226.120839103009	1	225.1	225.103514726012	1.01732437699684
BM_108	0	4	1	1	45	228.607496817014	2045.jpg	2181.jpg	12	16	1	u	1	1	946.467061003204	0.6844074	0.6717323	229.574928103015	0.5	228.6	228.607496817014	0.967431286000647
BM_108	0	4	1	1	46	231.911450342013	2249.jpg	2039.jpg	19	23	0	i	2	1	634.524447988952	0.6400114	0.5875519	232.562355495	1	231.9	231.911450342013	0.650905152986525
