subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency
BM_106	NaN	2	1	1	1	NaN	2221.jpg	1204.jpg	68	72	1	NaN	8	NaN	NaN	0.2531428	0.2279222	NaN	0.5
BM_106	NaN	2	1	1	2	NaN	1028.jpg	2125.jpg	9	13	1	NaN	1	NaN	NaN	0.774834	0.7225137	NaN	1
BM_106	NaN	2	1	1	3	NaN	1007.jpg	1144.jpg	23	20	0	NaN	2	NaN	NaN	0.6302603	0.6522374	NaN	0.5
BM_106	NaN	2	1	1	4	NaN	1031.jpg	2181.jpg	12	16	1	NaN	1	NaN	NaN	0.7308247	0.7071142	NaN	1
BM_106	NaN	2	1	1	5	NaN	2218.jpg	2118.jpg	47	48	0	NaN	5	NaN	NaN	0.4609812	0.4414865	NaN	0.5
BM_106	NaN	2	1	1	6	NaN	2240.jpg	1052.jpg	32	30	1	NaN	3	NaN	NaN	0.5603355	0.5808233	NaN	0.5
BM_106	NaN	2	1	1	7	NaN	2217.jpg	2006.jpg	45	42	1	NaN	5	NaN	NaN	0.4723226	0.4848302	NaN	0.5
BM_106	NaN	2	1	1	8	NaN	2016.jpg	2229.jpg	25	26	0	NaN	3	NaN	NaN	0.6194787	0.6164208	NaN	0.5
BM_106	NaN	2	1	1	9	NaN	2249.jpg	2041.jpg	49	55	0	NaN	6	NaN	NaN	0.4392129	0.4048841	NaN	1
BM_106	NaN	2	1	1	10	NaN	1013.jpg	1130.jpg	28	29	0	NaN	3	NaN	NaN	0.604977	0.5876833	NaN	0.5
BM_106	NaN	2	1	1	11	NaN	2053.jpg	2212.jpg	22	17	0	NaN	2	NaN	NaN	0.6400582	0.6650421	NaN	0.5
BM_106	NaN	2	1	1	12	NaN	1115.jpg	1009.jpg	67	71	0	NaN	8	NaN	NaN	0.2688998	0.2366859	NaN	0.5
BM_106	NaN	2	1	1	13	NaN	2024.jpg	1146.jpg	40	34	1	NaN	4	NaN	NaN	0.4973066	0.5433023	NaN	1
BM_106	NaN	2	1	1	14	NaN	1028.jpg	2248.jpg	9	10	1	NaN	1	NaN	NaN	0.774834	0.7552695	NaN	1
BM_106	NaN	2	1	1	15	NaN	2229.jpg	1013.jpg	26	28	1	NaN	3	NaN	NaN	0.6164208	0.604977	NaN	0.5
BM_106	NaN	2	1	1	16	NaN	2217.jpg	2164.jpg	45	46	1	NaN	5	NaN	NaN	0.4723226	0.4684059	NaN	0.5
BM_106	NaN	2	1	1	17	NaN	2039.jpg	1246.jpg	62	59	1	NaN	7	NaN	NaN	0.3221582	0.3556672	NaN	1
BM_106	NaN	2	1	1	18	NaN	1183.jpg	2128.jpg	51	53	1	NaN	6	NaN	NaN	0.4263159	0.4188546	NaN	1
BM_106	NaN	2	1	1	19	NaN	2249.jpg	1183.jpg	49	51	0	NaN	6	NaN	NaN	0.4392129	0.4263159	NaN	1
BM_106	NaN	2	1	1	20	NaN	1057.jpg	2008.jpg	69	65	0	NaN	8	NaN	NaN	0.239231	0.2990949	NaN	0.5
BM_106	NaN	2	1	1	21	NaN	2201.jpg	2039.jpg	64	62	0	NaN	7	NaN	NaN	0.3110006	0.3221582	NaN	1
BM_106	NaN	2	1	1	22	NaN	1027.jpg	2181.jpg	14	16	1	NaN	1	NaN	NaN	0.7146718	0.7071142	NaN	1
BM_106	NaN	2	1	1	23	NaN	2154.jpg	1191.jpg	35	37	0	NaN	4	NaN	NaN	0.5334554	0.5098447	NaN	1
BM_106	NaN	2	1	1	24	NaN	2045.jpg	2209.jpg	52	50	0	NaN	6	NaN	NaN	0.4236347	0.4348332	NaN	1
BM_106	NaN	2	1	1	25	NaN	2218.jpg	1255.jpg	47	41	0	NaN	5	NaN	NaN	0.4609812	0.4873484	NaN	0.5
BM_106	NaN	2	1	1	26	NaN	2015.jpg	1007.jpg	24	23	1	NaN	2	NaN	NaN	0.6266941	0.6302603	NaN	0.5
BM_106	NaN	2	1	1	27	NaN	1246.jpg	2043.jpg	59	60	0	NaN	7	NaN	NaN	0.3556672	0.3315974	NaN	1
BM_106	NaN	2	1	1	28	NaN	1027.jpg	2125.jpg	14	13	1	NaN	1	NaN	NaN	0.7146718	0.7225137	NaN	1
BM_106	NaN	2	1	1	29	NaN	2153.jpg	2054.jpg	44	43	1	NaN	5	NaN	NaN	0.4740641	0.4777354	NaN	0.5
BM_106	NaN	2	1	1	30	NaN	2229.jpg	1228.jpg	26	31	1	NaN	3	NaN	NaN	0.6164208	0.5609209	NaN	0.5
BM_106	NaN	2	1	1	31	NaN	1013.jpg	2240.jpg	28	32	0	NaN	3	NaN	NaN	0.604977	0.5603355	NaN	0.5
BM_106	NaN	2	1	1	32	NaN	1009.jpg	1204.jpg	71	72	1	NaN	8	NaN	NaN	0.2366859	0.2279222	NaN	0.5
BM_106	NaN	2	1	1	33	NaN	2212.jpg	1007.jpg	17	23	1	NaN	2	NaN	NaN	0.6650421	0.6302603	NaN	0.5
BM_106	NaN	2	1	1	34	NaN	2041.jpg	2045.jpg	55	52	1	NaN	6	NaN	NaN	0.4048841	0.4236347	NaN	1
BM_106	NaN	2	1	1	35	NaN	1060.jpg	2110.jpg	66	70	0	NaN	8	NaN	NaN	0.2944165	0.2368882	NaN	0.5
BM_106	NaN	2	1	1	36	NaN	1060.jpg	2008.jpg	66	65	0	NaN	8	NaN	NaN	0.2944165	0.2990949	NaN	0.5
BM_106	NaN	2	1	1	37	NaN	2094.jpg	2024.jpg	38	40	0	NaN	4	NaN	NaN	0.5091789	0.4973066	NaN	1
BM_106	NaN	2	1	1	38	NaN	2043.jpg	1019.jpg	60	61	1	NaN	7	NaN	NaN	0.3315974	0.3305833	NaN	1
BM_106	NaN	2	1	1	39	NaN	2010.jpg	1050.jpg	19	21	0	NaN	2	NaN	NaN	0.6614921	0.6473869	NaN	0.5
BM_106	NaN	2	1	1	40	NaN	2063.jpg	2212.jpg	18	17	0	NaN	2	NaN	NaN	0.6631549	0.6650421	NaN	0.5
BM_106	NaN	2	1	1	41	NaN	2212.jpg	2010.jpg	17	19	1	NaN	2	NaN	NaN	0.6650421	0.6614921	NaN	0.5
BM_106	NaN	2	1	1	42	NaN	2248.jpg	1031.jpg	10	12	0	NaN	1	NaN	NaN	0.7552695	0.7308247	NaN	1
BM_106	NaN	2	1	1	43	NaN	2039.jpg	1019.jpg	62	61	1	NaN	7	NaN	NaN	0.3221582	0.3305833	NaN	1
BM_106	NaN	2	1	1	44	NaN	2154.jpg	2089.jpg	35	33	0	NaN	4	NaN	NaN	0.5334554	0.5529904	NaN	1
BM_106	NaN	2	1	1	45	NaN	2201.jpg	2112.jpg	64	63	0	NaN	7	NaN	NaN	0.3110006	0.3135043	NaN	1
BM_106	NaN	2	1	1	46	NaN	1191.jpg	2058.jpg	37	39	1	NaN	4	NaN	NaN	0.5098447	0.5057947	NaN	1
BM_106	NaN	2	1	1	47	NaN	2153.jpg	2218.jpg	44	47	1	NaN	5	NaN	NaN	0.4740641	0.4609812	NaN	0.5
BM_106	NaN	2	1	1	48	NaN	1031.jpg	2125.jpg	12	13	1	NaN	1	NaN	NaN	0.7308247	0.7225137	NaN	1
BM_106	NaN	2	1	1	49	NaN	2094.jpg	1207.jpg	38	36	0	NaN	4	NaN	NaN	0.5091789	0.5300516	NaN	1
BM_106	NaN	2	1	1	50	NaN	2058.jpg	2024.jpg	39	40	0	NaN	4	NaN	NaN	0.5057947	0.4973066	NaN	1
BM_106	NaN	2	1	1	51	NaN	1019.jpg	1145.jpg	61	57	0	NaN	7	NaN	NaN	0.3305833	0.3730143	NaN	1
BM_106	NaN	2	1	1	52	NaN	1255.jpg	2164.jpg	41	46	1	NaN	5	NaN	NaN	0.4873484	0.4684059	NaN	0.5
BM_106	NaN	2	1	1	53	NaN	1130.jpg	2016.jpg	29	25	1	NaN	3	NaN	NaN	0.5876833	0.6194787	NaN	0.5
BM_106	NaN	2	1	1	54	NaN	2089.jpg	2094.jpg	33	38	1	NaN	4	NaN	NaN	0.5529904	0.5091789	NaN	1
BM_106	NaN	2	1	1	55	NaN	1028.jpg	1182.jpg	9	11	1	NaN	1	NaN	NaN	0.774834	0.7462148	NaN	1
BM_106	NaN	2	1	1	56	NaN	2008.jpg	1204.jpg	65	72	1	NaN	8	NaN	NaN	0.2990949	0.2279222	NaN	0.5
BM_106	NaN	2	1	1	57	NaN	1052.jpg	1073.jpg	30	27	0	NaN	3	NaN	NaN	0.5808233	0.6160081	NaN	0.5
BM_106	NaN	2	1	1	58	NaN	2111.jpg	2209.jpg	56	50	0	NaN	6	NaN	NaN	0.3917729	0.4348332	NaN	1
BM_106	NaN	2	1	1	59	NaN	1017.jpg	2249.jpg	54	49	1	NaN	6	NaN	NaN	0.4075897	0.4392129	NaN	1
