subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency
BM_108	NaN	4	1	1	1	NaN	2008.jpg	2039.jpg	18	23	0	NaN	2	NaN	NaN	0.65908	0.5875519	NaN	1
BM_108	NaN	4	1	1	2	NaN	2111.jpg	1145.jpg	42	44	0	NaN	5	NaN	NaN	0.4931793	0.4768404	NaN	1
BM_108	NaN	4	1	1	3	NaN	2229.jpg	1254.jpg	14	13	1	NaN	1	NaN	NaN	0.6767717	0.6802971	NaN	0.5
BM_108	NaN	4	1	1	4	NaN	1191.jpg	2006.jpg	36	37	1	NaN	4	NaN	NaN	0.5253501	0.5179274	NaN	0.5
BM_108	NaN	4	1	1	5	NaN	1202.jpg	2089.jpg	27	25	0	NaN	3	NaN	NaN	0.584111	0.5869449	NaN	1
BM_108	NaN	4	1	1	6	NaN	1019.jpg	1226.jpg	71	68	0	NaN	8	NaN	NaN	0.2850057	0.3020404	NaN	1
BM_108	NaN	4	1	1	7	NaN	2128.jpg	1127.jpg	54	56	1	NaN	6	NaN	NaN	0.4092885	0.3877254	NaN	0.5
BM_108	NaN	4	1	1	8	NaN	1145.jpg	1017.jpg	44	45	1	NaN	5	NaN	NaN	0.4768404	0.4763017	NaN	1
BM_108	NaN	4	1	1	9	NaN	2181.jpg	2229.jpg	16	14	0	NaN	1	NaN	NaN	0.6717323	0.6767717	NaN	0.5
BM_108	NaN	4	1	1	10	NaN	2045.jpg	2118.jpg	12	10	1	NaN	1	NaN	NaN	0.6844074	0.762755	NaN	0.5
BM_108	NaN	4	1	1	11	NaN	2008.jpg	2016.jpg	18	20	0	NaN	2	NaN	NaN	0.65908	0.6052296	NaN	1
BM_108	NaN	4	1	1	12	NaN	1216.jpg	1057.jpg	38	35	1	NaN	4	NaN	NaN	0.511866	0.5312178	NaN	0.5
BM_108	NaN	4	1	1	13	NaN	1226.jpg	2201.jpg	68	67	1	NaN	8	NaN	NaN	0.3020404	0.3078076	NaN	1
BM_108	NaN	4	1	1	14	NaN	1115.jpg	1114.jpg	61	62	0	NaN	7	NaN	NaN	0.3584895	0.3528621	NaN	0.5
BM_108	NaN	4	1	1	15	NaN	1254.jpg	2125.jpg	13	9	0	NaN	1	NaN	NaN	0.6802971	0.7632036	NaN	0.5
BM_108	NaN	4	1	1	16	NaN	1246.jpg	1013.jpg	59	60	0	NaN	7	NaN	NaN	0.3723849	0.3596328	NaN	0.5
BM_108	NaN	4	1	1	17	NaN	1009.jpg	1204.jpg	70	72	0	NaN	8	NaN	NaN	0.2907518	0.2771038	NaN	1
BM_108	NaN	4	1	1	18	NaN	1009.jpg	1080.jpg	70	69	0	NaN	8	NaN	NaN	0.2907518	0.2950571	NaN	1
BM_108	NaN	4	1	1	19	NaN	1210.jpg	1028.jpg	64	63	0	NaN	7	NaN	NaN	0.3380337	0.3449322	NaN	0.5
BM_108	NaN	4	1	1	20	NaN	1262.jpg	2043.jpg	51	52	0	NaN	6	NaN	NaN	0.4164772	0.4124218	NaN	0.5
BM_108	NaN	4	1	1	21	NaN	1035.jpg	2248.jpg	24	17	0	NaN	2	NaN	NaN	0.5872232	0.6681715	NaN	1
BM_108	NaN	4	1	1	22	NaN	1246.jpg	1028.jpg	59	63	0	NaN	7	NaN	NaN	0.3723849	0.3449322	NaN	0.5
BM_108	NaN	4	1	1	23	NaN	1027.jpg	2089.jpg	26	25	0	NaN	3	NaN	NaN	0.5865998	0.5869449	NaN	1
BM_108	NaN	4	1	1	24	NaN	2128.jpg	1007.jpg	54	50	1	NaN	6	NaN	NaN	0.4092885	0.416629	NaN	0.5
BM_108	NaN	4	1	1	25	NaN	2218.jpg	1007.jpg	49	50	1	NaN	6	NaN	NaN	0.4202639	0.416629	NaN	0.5
BM_108	NaN	4	1	1	26	NaN	1254.jpg	2094.jpg	13	15	0	NaN	1	NaN	NaN	0.6802971	0.67673	NaN	0.5
BM_108	NaN	4	1	1	27	NaN	1202.jpg	2112.jpg	27	32	0	NaN	3	NaN	NaN	0.584111	0.5525537	NaN	1
BM_108	NaN	4	1	1	28	NaN	1073.jpg	1115.jpg	57	61	1	NaN	7	NaN	NaN	0.375488	0.3584895	NaN	0.5
BM_108	NaN	4	1	1	29	NaN	2039.jpg	1050.jpg	23	21	1	NaN	2	NaN	NaN	0.5875519	0.5970767	NaN	1
BM_108	NaN	4	1	1	30	NaN	2118.jpg	2125.jpg	10	9	0	NaN	1	NaN	NaN	0.762755	0.7632036	NaN	0.5
BM_108	NaN	4	1	1	31	NaN	2041.jpg	1013.jpg	58	60	0	NaN	7	NaN	NaN	0.3740419	0.3596328	NaN	0.5
BM_108	NaN	4	1	1	32	NaN	1202.jpg	2212.jpg	27	29	0	NaN	3	NaN	NaN	0.584111	0.5687566	NaN	1
BM_108	NaN	4	1	1	33	NaN	1019.jpg	1204.jpg	71	72	0	NaN	8	NaN	NaN	0.2850057	0.2771038	NaN	1
BM_108	NaN	4	1	1	34	NaN	2111.jpg	1255.jpg	42	41	0	NaN	5	NaN	NaN	0.4931793	0.4979419	NaN	1
BM_108	NaN	4	1	1	35	NaN	1255.jpg	2221.jpg	41	48	1	NaN	5	NaN	NaN	0.4979419	0.4340077	NaN	1
BM_108	NaN	4	1	1	36	NaN	2054.jpg	2045.jpg	11	12	0	NaN	1	NaN	NaN	0.748237	0.6844074	NaN	0.5
BM_108	NaN	4	1	1	37	NaN	1262.jpg	2218.jpg	51	49	0	NaN	6	NaN	NaN	0.4164772	0.4202639	NaN	0.5
BM_108	NaN	4	1	1	38	NaN	1017.jpg	1255.jpg	45	41	0	NaN	5	NaN	NaN	0.4763017	0.4979419	NaN	1
BM_108	NaN	4	1	1	39	NaN	2155.jpg	1191.jpg	40	36	0	NaN	4	NaN	NaN	0.502587	0.5253501	NaN	0.5
BM_108	NaN	4	1	1	40	NaN	1031.jpg	2155.jpg	39	40	1	NaN	4	NaN	NaN	0.5026167	0.502587	NaN	0.5
BM_108	NaN	4	1	1	41	NaN	1080.jpg	1019.jpg	69	71	1	NaN	8	NaN	NaN	0.2950571	0.2850057	NaN	1
BM_108	NaN	4	1	1	42	NaN	1007.jpg	2043.jpg	50	52	0	NaN	6	NaN	NaN	0.416629	0.4124218	NaN	0.5
BM_108	NaN	4	1	1	43	NaN	1127.jpg	2218.jpg	56	49	0	NaN	6	NaN	NaN	0.3877254	0.4202639	NaN	0.5
BM_108	NaN	4	1	1	44	NaN	1228.jpg	1204.jpg	66	72	0	NaN	8	NaN	NaN	0.3180561	0.2771038	NaN	1
BM_108	NaN	4	1	1	45	NaN	2045.jpg	2181.jpg	12	16	1	NaN	1	NaN	NaN	0.6844074	0.6717323	NaN	0.5
BM_108	NaN	4	1	1	46	NaN	2249.jpg	2039.jpg	19	23	0	NaN	2	NaN	NaN	0.6400114	0.5875519	NaN	1
BM_108	NaN	4	1	1	47	NaN	1050.jpg	2248.jpg	21	17	0	NaN	2	NaN	NaN	0.5970767	0.6681715	NaN	1
BM_108	NaN	4	1	1	48	NaN	1246.jpg	1114.jpg	59	62	0	NaN	7	NaN	NaN	0.3723849	0.3528621	NaN	0.5
BM_108	NaN	4	1	1	49	NaN	1183.jpg	1027.jpg	28	26	1	NaN	3	NaN	NaN	0.5817264	0.5865998	NaN	1
BM_108	NaN	4	1	1	50	NaN	2249.jpg	2209.jpg	19	22	0	NaN	2	NaN	NaN	0.6400114	0.5914366	NaN	1
BM_108	NaN	4	1	1	51	NaN	1060.jpg	1145.jpg	43	44	0	NaN	5	NaN	NaN	0.4821775	0.4768404	NaN	1
BM_108	NaN	4	1	1	52	NaN	2089.jpg	1182.jpg	25	30	1	NaN	3	NaN	NaN	0.5869449	0.5595512	NaN	1
BM_108	NaN	4	1	1	53	NaN	1183.jpg	1202.jpg	28	27	1	NaN	3	NaN	NaN	0.5817264	0.584111	NaN	1
BM_108	NaN	4	1	1	54	NaN	1216.jpg	2194.jpg	38	34	1	NaN	4	NaN	NaN	0.511866	0.5374739	NaN	0.5
BM_108	NaN	4	1	1	55	NaN	1191.jpg	1057.jpg	36	35	1	NaN	4	NaN	NaN	0.5253501	0.5312178	NaN	0.5
BM_108	NaN	4	1	1	56	NaN	2006.jpg	1216.jpg	37	38	0	NaN	4	NaN	NaN	0.5179274	0.511866	NaN	0.5
BM_108	NaN	4	1	1	57	NaN	1050.jpg	2016.jpg	21	20	0	NaN	2	NaN	NaN	0.5970767	0.6052296	NaN	1
BM_108	NaN	4	1	1	58	NaN	2111.jpg	1052.jpg	42	46	0	NaN	5	NaN	NaN	0.4931793	0.4731223	NaN	1
BM_108	NaN	4	1	1	59	NaN	1220.jpg	1057.jpg	33	35	1	NaN	4	NaN	NaN	0.5519477	0.5312178	NaN	0.5
BM_108	NaN	4	1	1	60	NaN	1028.jpg	1115.jpg	63	61	1	NaN	7	NaN	NaN	0.3449322	0.3584895	NaN	0.5
