Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency	Go	Run	TrialInRun	Trial	TrialOnset	TrialOffset	Ladder	CueOnset	RT	KeyPressed	onsetPlanned	onset	duration
BM_101	54	0.393297	2218.jpg	75	6	0.5	0	1	1	1	2.00232516397955	3.45390496100299	0.85	NaN	NaN	x	2	2.00232516397955	1.45157979702344
BM_101	35	0.5364034	2154.jpg	66	4	1	1	1	2	2	3.5038990379544	4.95558986096876	0.85	850.978299044073	1122.48138600262	b	3.5	3.5038990379544	1.45169082301436
BM_101	2	0.9106762	2212.jpg	73	0	0	0	1	3	3	5.00567629298894	6.45728126895847	0.85	NaN	NaN	x	5	5.00567629298894	1.45160497596953
BM_101	80	0.1123231	1080.jpg	15	0	0	0	1	4	4	6.50724939897191	7.95892291498603	0.85	NaN	NaN	x	6.5	6.50724939897191	1.45167351601413
BM_101	13	0.754666	2248.jpg	79	1	0	0	1	5	5	8.00897820596583	9.46068458998343	0.85	NaN	NaN	x	8	8.00897820596583	1.4517063840176
BM_101	32	0.5781702	1050.jpg	10	3	0.5	0	1	6	6	9.49374775995966	10.945612696989	0.85	NaN	NaN	x	9.5	9.49374775995966	1.45186493702931
BM_101	21	0.6783642	1130.jpg	19	2	0	0	1	7	7	10.9957365620066	12.4473015069962	0.85	NaN	NaN	x	11	10.9957365620066	1.45156494498951
BM_101	67	0.2421469	1017.jpg	4	8	0	0	1	8	8	12.497333687963	13.9490403649979	0.85	NaN	NaN	x	12.5	12.497333687963	1.45170667703496
BM_101	5	0.8608265	2249.jpg	80	0	0	0	1	9	9	13.9990528379567	15.4506397149526	0.85	NaN	NaN	x	14	13.9990528379567	1.45158687699586
BM_101	52	0.4065891	2125.jpg	62	6	0.5	1	1	10	10	15.5006749579916	16.9523824049975	0.85	851.03571700165	1205.63665899681	b	15.5	15.5006749579916	1.4517074470059
BM_101	31	0.5819986	2112.jpg	59	3	0	0	1	11	11	17.0024420959526	18.4540811089682	0.85	NaN	NaN	x	17	17.0024420959526	1.45163901301567
BM_101	75	0.1726257	2201.jpg	71	0	0	0	1	12	12	18.5040519229951	19.9557571919868	0.85	NaN	NaN	x	18.5	18.5040519229951	1.45170526899165
