Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency
BM_119	1	0.9307079	1254.jpg	38	0	0
BM_119	2	0.9002519	1114.jpg	16	0	0
BM_119	3	0.8696999	1028.jpg	7	0	0
BM_119	4	0.8542921	2218.jpg	75	0	0
BM_119	5	0.8334203	2125.jpg	62	0	0
BM_119	6	0.8326413	2006.jpg	41	0	0
BM_119	7	0.8203007	1202.jpg	29	0	0
BM_119	8	0.7976297	1255.jpg	39	0	0
BM_119	9	0.7888641	1019.jpg	5	1	0.5
BM_119	10	0.7829232	2041.jpg	48	1	0
BM_119	11	0.7814346	1262.jpg	40	1	0
BM_119	12	0.7680917	1035.jpg	9	1	0.5
BM_119	13	0.753316	2154.jpg	66	1	0
BM_119	14	0.7520143	2221.jpg	76	1	0.5
BM_119	15	0.7515171	1130.jpg	19	1	0.5
BM_119	16	0.7469558	1050.jpg	10	1	0
BM_119	17	0.7399454	2124.jpg	61	2	1
BM_119	18	0.7381829	1031.jpg	8	2	0
BM_119	19	0.7032006	1210.jpg	32	2	0
BM_119	20	0.6961418	2153.jpg	65	2	1
BM_119	21	0.6919009	2010.jpg	43	2	1
BM_119	22	0.6868341	1017.jpg	4	2	0
BM_119	23	0.6746795	2249.jpg	80	2	0
BM_119	24	0.6718233	2248.jpg	79	2	1
BM_119	25	0.6666535	1073.jpg	14	3	0
BM_119	26	0.6314057	2212.jpg	73	3	1
BM_119	27	0.6164302	2045.jpg	50	3	1
BM_119	28	0.6105399	2217.jpg	74	3	0
BM_119	29	0.5976501	2054.jpg	52	3	1
BM_119	30	0.5972959	2063.jpg	54	3	0
BM_119	31	0.5949975	2149.jpg	64	3	0
BM_119	32	0.5935071	2201.jpg	71	3	1
BM_119	33	0.5928421	2008.jpg	42	4	0
BM_119	34	0.5777848	2094.jpg	56	4	0.5
BM_119	35	0.5543204	2209.jpg	72	4	0.5
BM_119	36	0.5463091	1182.jpg	25	4	0
BM_119	37	0.534834	1191.jpg	27	4	0
BM_119	38	0.5304608	2053.jpg	51	4	0.5
BM_119	39	0.5225241	2089.jpg	55	4	0.5
BM_119	40	0.5079574	1052.jpg	11	4	0
BM_119	41	0.4838292	2118.jpg	60	5	0
BM_119	42	0.4788494	2240.jpg	78	5	0.5
BM_119	43	0.4672386	1146.jpg	22	5	0.5
BM_119	44	0.4465992	1220.jpg	34	5	0
BM_119	45	0.4459427	2155.jpg	67	5	0
BM_119	46	0.4430272	2016.jpg	45	5	0.5
BM_119	47	0.4412785	1207.jpg	31	5	0.5
BM_119	48	0.4270301	2112.jpg	59	5	0
BM_119	49	0.3989904	1246.jpg	37	6	0
BM_119	50	0.3983811	1183.jpg	26	6	1
BM_119	51	0.3960555	2229.jpg	77	6	1
BM_119	52	0.3893553	2058.jpg	53	6	0
BM_119	53	0.3875882	2039.jpg	47	6	0
BM_119	54	0.3816993	1013.jpg	3	6	1
BM_119	55	0.3755519	2024.jpg	46	6	1
BM_119	56	0.3436085	1226.jpg	35	6	0
BM_119	57	0.3245116	1007.jpg	1	7	1
BM_119	58	0.3239752	2128.jpg	63	7	0
BM_119	59	0.3143107	2181.jpg	69	7	0
BM_119	60	0.2915766	1144.jpg	20	7	1
BM_119	61	0.2852914	1216.jpg	33	7	0
BM_119	62	0.2829222	1145.jpg	21	7	1
BM_119	63	0.282789	2015.jpg	44	7	1
BM_119	64	0.282221	1192.jpg	28	7	0
BM_119	65	0.2672884	2164.jpg	68	8	0
BM_119	66	0.2651134	2111.jpg	58	8	0.5
BM_119	67	0.2576245	1057.jpg	12	8	0.5
BM_119	68	0.2482632	1173.jpg	24	8	0
BM_119	69	0.2467477	1228.jpg	36	8	0.5
BM_119	70	0.2356058	2194.jpg	70	8	0
BM_119	71	0.230984	2110.jpg	57	8	0
BM_119	72	0.1930242	1009.jpg	2	8	0.5
BM_119	73	0.1922808	1115.jpg	17	0	0
BM_119	74	0.1725378	1150.jpg	23	0	0
BM_119	75	0.1518888	2043.jpg	49	0	0
BM_119	76	0.1493304	1027.jpg	6	0	0
BM_119	77	0.1489685	1204.jpg	30	0	0
BM_119	78	0.1296924	1060.jpg	13	0	0
BM_119	79	0.1245379	1127.jpg	18	0	0
BM_119	80	0.05120811	1080.jpg	15	0	0
