Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency
BM_121	1	1.003292	2094.jpg	56	0	0
BM_121	2	0.9542604	2006.jpg	41	0	0
BM_121	3	0.9297702	2164.jpg	68	0	0
BM_121	4	0.8796546	2054.jpg	52	0	0
BM_121	5	0.8574347	1017.jpg	4	0	0
BM_121	6	0.8363637	2153.jpg	65	0	0
BM_121	7	0.8289591	2218.jpg	75	0	0
BM_121	8	0.8047878	2112.jpg	59	0	0
BM_121	9	0.777782	2124.jpg	61	1	0
BM_121	10	0.7732489	2110.jpg	57	1	1
BM_121	11	0.7686756	2008.jpg	42	1	1
BM_121	12	0.76393	2089.jpg	55	1	0
BM_121	13	0.7346361	1028.jpg	7	1	1
BM_121	14	0.7300794	2118.jpg	60	1	0
BM_121	15	0.6926331	1009.jpg	2	1	0
BM_121	16	0.6834514	2058.jpg	53	1	1
BM_121	17	0.6803414	1255.jpg	39	2	0.5
BM_121	18	0.6800054	2249.jpg	80	2	0
BM_121	19	0.6764241	2010.jpg	43	2	0
BM_121	20	0.6601012	1216.jpg	33	2	0.5
BM_121	21	0.6595056	2229.jpg	77	2	0
BM_121	22	0.6471574	1207.jpg	31	2	0.5
BM_121	23	0.6410777	2240.jpg	78	2	0.5
BM_121	24	0.6315843	2053.jpg	51	2	0
BM_121	25	0.6264144	2015.jpg	44	3	0.5
BM_121	26	0.6185192	1191.jpg	27	3	0
BM_121	27	0.6111877	2043.jpg	49	3	0
BM_121	28	0.6060277	2217.jpg	74	3	0.5
BM_121	29	0.6059526	2041.jpg	48	3	0
BM_121	30	0.6039542	2212.jpg	73	3	0.5
BM_121	31	0.595806	2181.jpg	69	3	0.5
BM_121	32	0.5942534	2039.jpg	47	3	0
BM_121	33	0.5837186	2209.jpg	72	4	1
BM_121	34	0.5802754	1050.jpg	10	4	0
BM_121	35	0.5688971	2221.jpg	76	4	0
BM_121	36	0.5687414	2125.jpg	62	4	1
BM_121	37	0.5617725	2248.jpg	79	4	0
BM_121	38	0.559295	1035.jpg	9	4	1
BM_121	39	0.5511073	2016.jpg	45	4	1
BM_121	40	0.5473676	2063.jpg	54	4	0
BM_121	41	0.5125122	1182.jpg	25	5	1
BM_121	42	0.5120925	2154.jpg	66	5	0
BM_121	43	0.4940265	1060.jpg	13	5	0
BM_121	44	0.4759345	2201.jpg	71	5	1
BM_121	45	0.4642154	1114.jpg	16	5	1
BM_121	46	0.4573586	1254.jpg	38	5	0
BM_121	47	0.446572	2128.jpg	63	5	0
BM_121	48	0.4379245	1031.jpg	8	5	1
BM_121	49	0.4162639	1192.jpg	28	6	0.5
BM_121	50	0.4128794	2024.jpg	46	6	0
BM_121	51	0.4055434	1027.jpg	6	6	0
BM_121	52	0.4033364	1127.jpg	18	6	0.5
BM_121	53	0.3805978	2149.jpg	64	6	0
BM_121	54	0.3535575	1007.jpg	1	6	0.5
BM_121	55	0.3437928	1226.jpg	35	6	0.5
BM_121	56	0.3416911	1173.jpg	24	6	0
BM_121	57	0.3345597	2155.jpg	67	7	0
BM_121	58	0.3203627	1052.jpg	11	7	0.5
BM_121	59	0.3151345	1019.jpg	5	7	0.5
BM_121	60	0.3150239	1145.jpg	21	7	0
BM_121	61	0.3089683	1144.jpg	20	7	0
BM_121	62	0.304548	1210.jpg	32	7	0.5
BM_121	63	0.2936674	1204.jpg	30	7	0.5
BM_121	64	0.2769147	1130.jpg	19	7	0
BM_121	65	0.2702679	2194.jpg	70	8	1
BM_121	66	0.2401457	1146.jpg	22	8	0
BM_121	67	0.2370447	1228.jpg	36	8	0
BM_121	68	0.2312333	2111.jpg	58	8	1
BM_121	69	0.2271623	1115.jpg	17	8	1
BM_121	70	0.2262131	2045.jpg	50	8	0
BM_121	71	0.2230639	1013.jpg	3	8	0
BM_121	72	0.2150577	1262.jpg	40	8	1
BM_121	73	0.2020803	1057.jpg	12	0	0
BM_121	74	0.18431	1150.jpg	23	0	0
BM_121	75	0.1809459	1202.jpg	29	0	0
BM_121	76	0.158085	1220.jpg	34	0	0
BM_121	77	0.1361581	1183.jpg	26	0	0
BM_121	78	0.0999576	1246.jpg	37	0	0
BM_121	79	0.09761343	1073.jpg	14	0	0
BM_121	80	0.06473715	1080.jpg	15	0	0
