Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency
BM_109	1	0.9985335	2053.jpg	51	0	0
BM_109	2	0.9294952	2154.jpg	66	0	0
BM_109	3	0.9286125	2054.jpg	52	0	0
BM_109	4	0.9072429	2125.jpg	62	0	0
BM_109	5	0.8787086	2124.jpg	61	0	0
BM_109	6	0.8686511	2153.jpg	65	0	0
BM_109	7	0.8299766	2164.jpg	68	0	0
BM_109	8	0.8099579	2118.jpg	60	0	0
BM_109	9	0.8023339	2209.jpg	72	1	1
BM_109	10	0.7928736	2041.jpg	48	1	0
BM_109	11	0.7745827	1114.jpg	16	1	0
BM_109	12	0.7603228	2063.jpg	54	1	1
BM_109	13	0.7559756	2089.jpg	55	1	1
BM_109	14	0.7554918	2008.jpg	42	1	0
BM_109	15	0.7324766	1050.jpg	10	1	0
BM_109	16	0.7307396	2155.jpg	67	1	1
BM_109	17	0.7155842	2221.jpg	76	2	0.5
BM_109	18	0.712984	2181.jpg	69	2	0
BM_109	19	0.7090074	2094.jpg	56	2	0
BM_109	20	0.7046852	2218.jpg	75	2	0.5
BM_109	21	0.6966562	2194.jpg	70	2	0
BM_109	22	0.6795161	2201.jpg	71	2	0.5
BM_109	23	0.6334136	2010.jpg	43	2	0.5
BM_109	24	0.627023	1246.jpg	37	2	0
BM_109	25	0.6172966	1262.jpg	40	3	0
BM_109	26	0.6010656	1207.jpg	31	3	0.5
BM_109	27	0.600302	2128.jpg	63	3	0.5
BM_109	28	0.5942902	1115.jpg	17	3	0
BM_109	29	0.5871281	1150.jpg	23	3	0
BM_109	30	0.5773098	1007.jpg	1	3	0.5
BM_109	31	0.5772251	1144.jpg	20	3	0.5
BM_109	32	0.5736547	1031.jpg	8	3	0
BM_109	33	0.567379	1254.jpg	38	4	0
BM_109	34	0.5599132	1027.jpg	6	4	1
BM_109	35	0.5517163	1035.jpg	9	4	1
BM_109	36	0.5413787	1191.jpg	27	4	0
BM_109	37	0.5371136	1028.jpg	7	4	0
BM_109	38	0.4996429	1130.jpg	19	4	1
BM_109	39	0.4988433	2045.jpg	50	4	1
BM_109	40	0.497406	2016.jpg	45	4	0
BM_109	41	0.4909784	1183.jpg	26	5	1
BM_109	42	0.4885755	1192.jpg	28	5	0
BM_109	43	0.4869236	1220.jpg	34	5	0
BM_109	44	0.4730382	2217.jpg	74	5	1
BM_109	45	0.4723016	1182.jpg	25	5	1
BM_109	46	0.4626379	1009.jpg	2	5	0
BM_109	47	0.453943	1073.jpg	14	5	0
BM_109	48	0.4475554	1202.jpg	29	5	1
BM_109	49	0.4286788	1145.jpg	21	6	0
BM_109	50	0.420519	1146.jpg	22	6	0.5
BM_109	51	0.3793225	2006.jpg	41	6	0.5
BM_109	52	0.3757148	1216.jpg	33	6	0
BM_109	53	0.3718403	1060.jpg	13	6	0
BM_109	54	0.3717414	2229.jpg	77	6	0.5
BM_109	55	0.3683469	1210.jpg	32	6	0.5
BM_109	56	0.3538597	1013.jpg	3	6	0
BM_109	57	0.3488991	1052.jpg	11	7	0
BM_109	58	0.340229	2240.jpg	78	7	0.5
BM_109	59	0.3400443	1255.jpg	39	7	0.5
BM_109	60	0.3323835	2248.jpg	79	7	0
BM_109	61	0.3148823	1019.jpg	5	7	0.5
BM_109	62	0.2938363	2212.jpg	73	7	0
BM_109	63	0.2871106	2112.jpg	59	7	0
BM_109	64	0.274261	2058.jpg	53	7	0.5
BM_109	65	0.2700661	2043.jpg	49	8	0
BM_109	66	0.2689514	2015.jpg	44	8	1
BM_109	67	0.2634742	2249.jpg	80	8	1
BM_109	68	0.2568409	2024.jpg	46	8	0
BM_109	69	0.255672	1017.jpg	4	8	1
BM_109	70	0.2492493	1173.jpg	24	8	0
BM_109	71	0.2083886	1080.jpg	15	8	0
BM_109	72	0.2068301	2039.jpg	47	8	1
BM_109	73	0.1774321	1127.jpg	18	0	0
BM_109	74	0.1468477	1204.jpg	30	0	0
BM_109	75	0.1327851	2149.jpg	64	0	0
BM_109	76	0.1317172	1228.jpg	36	0	0
BM_109	77	0.1241124	2111.jpg	58	0	0
BM_109	78	0.09996428	1226.jpg	35	0	0
BM_109	79	0.060771	1057.jpg	12	0	0
BM_109	80	0.05276488	2110.jpg	57	0	0
