Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency	Go	Run	TrialInRun	Trial	TrialOnset	TrialOffset	Ladder	CueOnset	RT	KeyPressed	onsetPlanned	onset	duration
BM_110	8	0.8173166	1028.jpg	7	0	0	0	1	1	1	2.00224604201503	3.4538154710317	0.85	NaN	NaN	x	2	2.00224604201503	1.45156942901667
BM_110	26	0.6121583	2054.jpg	52	3	0	0	1	2	2	3.50386190402787	4.95552045607474	0.85	NaN	NaN	x	3.5	3.50386190402787	1.45165855204687
BM_110	25	0.6294294	1255.jpg	39	3	0.5	0	1	3	3	5.00561251107138	6.45725764206145	0.85	NaN	NaN	x	5	5.00561251107138	1.45164513099007
BM_110	38	0.5310364	1052.jpg	11	4	1	1	1	4	4	6.50727303908207	7.95893199706916	0.85	850.931511959061	1190.05862192716	b	6.5	6.50727303908207	1.45165895798709
BM_110	64	0.3122349	2155.jpg	67	7	1	1	1	5	5	8.0090026310645	9.46053570508957	0.85	850.93847301323	1112.33516293578	b	8	8.0090026310645	1.45153307402506
BM_110	7	0.8468954	2118.jpg	60	0	0	0	1	6	6	9.4936091870768	10.9455436950084	0.85	NaN	NaN	x	9.5	9.4936091870768	1.45193450793158
BM_110	16	0.7689802	2153.jpg	65	1	1	1	1	7	7	10.9956358260242	12.447331895004	0.85	851.005672011524	1085.71098605171	b	11	10.9956358260242	1.4516960689798
BM_110	28	0.5951393	2240.jpg	78	3	0.5	1	1	8	8	12.4973486100789	13.9489795920672	0.85	850.925214006566	1151.99575398583	b	12.5	12.4973486100789	1.45163098198827
BM_110	46	0.4282461	2164.jpg	68	5	0.5	1	1	9	9	13.9991065349896	15.450680345064	0.85	850.826058071107	1178.24281100184	b	14	13.9991065349896	1.45157381007448
BM_110	9	0.8129139	2006.jpg	41	1	1	1	1	10	10	15.5007461539935	16.9522768399911	0.85	850.85688601248	1076.57418109011	b	15.5	15.5007461539935	1.45153068599757
BM_110	40	0.4809356	1114.jpg	16	4	0	0	1	11	11	17.0023678110447	18.4540821720148	0.85	NaN	NaN	x	17	17.0023678110447	1.45171436097007
BM_110	68	0.2525068	1130.jpg	19	8	0	0	1	12	12	18.5040669210721	19.9556548990076	0.85	NaN	NaN	x	18.5	18.5040669210721	1.45158797793556
BM_110	63	0.3285648	1220.jpg	34	7	0	0	1	13	13	20.0057215749985	21.4573560380377	0.85	NaN	NaN	x	20	20.0057215749985	1.45163446303923
BM_110	1	0.9451838	2154.jpg	66	0	0	0	1	14	14	21.5074148310814	22.9591322680935	0.85	NaN	NaN	x	21.5	21.5074148310814	1.45171743701212
BM_110	75	0.152259	2194.jpg	70	0	0	0	1	15	15	23.0090770469978	24.4607686380623	0.85	NaN	NaN	x	23	23.0090770469978	1.45169159106445
BM_110	24	0.6576391	2248.jpg	79	2	0	0	1	16	16	24.4937671350781	25.9456940260716	0.85	NaN	NaN	x	24.5	24.4937671350781	1.45192689099349
BM_110	34	0.5522582	2209.jpg	72	4	0	0	1	17	17	25.9957656250335	27.4474515640177	0.85	NaN	NaN	x	26	25.9957656250335	1.45168593898416
BM_110	47	0.4272478	1127.jpg	18	5	0.5	1	1	18	18	27.4975146320648	28.9491253750166	0.85	850.97925493028	1135.82134700846	b	27.5	27.4975146320648	1.45161074295174
BM_110	14	0.7743495	2125.jpg	62	1	0	0	1	19	19	28.9992319070734	30.4508925790433	0.85	NaN	NaN	x	29	28.9992319070734	1.45166067196988
BM_110	32	0.553199	1007.jpg	1	3	0.5	1	1	20	20	30.5008293270366	31.9524933639914	0.85	851.012928993441	1108.52299199905	b	30.5	30.5008293270366	1.45166403695475
BM_110	72	0.221607	1191.jpg	27	8	0.5	0	1	21	21	32.0025234580971	33.4542428100249	0.85	NaN	NaN	x	32	32.0025234580971	1.45171935192775
BM_110	2	0.8859131	2249.jpg	80	0	0	0	1	22	22	33.504287398071	34.9558730010176	0.85	NaN	NaN	x	33.5	33.504287398071	1.45158560294658
BM_110	61	0.3385726	1228.jpg	36	7	1	1	1	23	23	35.0059032490244	36.4575304409955	0.85	850.94900301192	1179.42830198444	b	35	35.0059032490244	1.45162719197106
BM_110	43	0.455356	1246.jpg	37	5	0.5	1	1	24	24	36.5076025900198	37.9592126060743	0.85	850.953781977296	1165.72346200701	b	36.5	36.5076025900198	1.45161001605447
BM_110	35	0.5483601	1144.jpg	20	4	0	0	1	25	25	38.0093409949914	39.4608837610576	0.85	NaN	NaN	x	38	38.0093409949914	1.45154276606627
BM_110	80	0.04965434	1173.jpg	24	0	0	0	1	26	26	39.494369106018	40.945978559088	0.85	NaN	NaN	x	39.5	39.494369106018	1.45160945306998
BM_110	54	0.3519497	1013.jpg	3	6	1	1	1	27	27	40.9959526309976	42.4475814580219	0.85	851.036588079296	1141.37849898543	b	41	40.9959526309976	1.45162882702425
BM_110	18	0.719932	2112.jpg	59	2	0.5	0	1	28	28	42.4976646390278	43.9493037579814	0.85	NaN	NaN	x	42.5	42.4976646390278	1.45163911895361
BM_110	5	0.8547986	2016.jpg	45	0	0	0	1	29	29	43.9993471989874	45.450984783005	0.85	NaN	NaN	x	44	43.9993471989874	1.45163758401759
BM_110	17	0.7325054	2217.jpg	74	2	0	0	1	30	30	45.5010395650752	46.9526520780055	0.85	NaN	NaN	x	45.5	45.5010395650752	1.4516125129303
BM_110	29	0.5720596	2149.jpg	64	3	0.5	0	1	31	31	47.0026877260534	48.4543463320006	0.85	NaN	NaN	x	47	47.0026877260534	1.45165860594716
BM_110	57	0.3447552	1207.jpg	31	7	1	1	1	32	32	48.5044126370922	49.9560441899812	0.85	850.907572894357	1232.91468690149	b	48.5	48.5044126370922	1.45163155288901
BM_110	70	0.2240916	1262.jpg	40	8	0	0	1	33	33	50.0060716650914	51.4577480510343	0.85	NaN	NaN	x	50	50.0060716650914	1.45167638594285
BM_110	60	0.339775	1009.jpg	2	7	1	1	1	34	34	51.5077607370913	52.9594667470083	0.85	850.958438939415	1117.58506891783	b	51.5	51.5077607370913	1.45170600991696
BM_110	13	0.7863434	2063.jpg	54	1	1	1	1	35	35	53.0094848640729	54.4611267989967	0.85	850.96078494098	1143.87719891965	b	53	53.0094848640729	1.45164193492383
BM_110	50	0.4084502	1182.jpg	25	6	1	1	1	36	36	54.4944918210385	55.9461492750561	0.85	850.983929005452	1146.83574996889	b	54.5	54.4944918210385	1.45165745401755
BM_110	15	0.7727611	2043.jpg	49	1	0	0	1	37	37	55.9961978020146	57.4478306940291	0.85	NaN	NaN	x	56	55.9961978020146	1.45163289201446
BM_110	65	0.2992183	2221.jpg	76	8	0	0	1	38	38	57.4978031159844	58.9495049020043	0.85	NaN	NaN	x	57.5	57.4978031159844	1.45170178601984
BM_110	66	0.275732	1017.jpg	4	8	0.5	1	1	39	39	58.9995488910936	60.4511770380195	0.85	850.925413891673	1225.77877691947	b	59	58.9995488910936	1.45162814692594
BM_110	67	0.2730417	2045.jpg	50	8	0.5	0	1	40	40	60.50115615502	61.9528225130634	0.85	NaN	NaN	x	60.5	60.50115615502	1.45166635804344
BM_110	78	0.1170324	1150.jpg	23	0	0	0	1	41	41	62.0028989870334	63.4545233090175	0.85	NaN	NaN	x	62	62.0028989870334	1.45162432198413
BM_110	19	0.6921575	2124.jpg	61	2	0.5	0	1	42	42	63.5046216549817	64.9561963670421	0.85	NaN	NaN	x	63.5	63.5046216549817	1.45157471206039
BM_110	33	0.5522638	2015.jpg	44	4	1	1	1	43	43	65.0062272060895	66.4578536070185	0.85	850.998467998579	1099.10671599209	b	65	65.0062272060895	1.45162640092894
BM_110	21	0.6845582	2201.jpg	71	2	0	0	1	44	44	66.5079295320902	67.9595908350311	0.85	NaN	NaN	x	66.5	66.5079295320902	1.45166130294092
BM_110	44	0.4364025	1060.jpg	13	5	0	0	1	45	45	67.9926118620206	69.4445812830236	0.85	NaN	NaN	x	68	67.9926118620206	1.45196942100301
BM_110	69	0.2396413	1035.jpg	9	8	0.5	0	1	46	46	69.4946734030964	70.9462335230783	0.85	NaN	NaN	x	69.5	69.4946734030964	1.45156011998188
BM_110	36	0.5366894	2128.jpg	63	4	1	1	1	47	47	70.9964033670258	72.4479789370671	0.85	850.846415036358	1116.92406004295	b	71	70.9964033670258	1.45157557004131
BM_110	31	0.5607549	1202.jpg	29	3	0	0	1	48	48	72.4979692420457	73.9496025500121	0.85	NaN	NaN	x	72.5	72.4979692420457	1.4516333079664
BM_110	62	0.3293505	1145.jpg	21	7	0	0	1	49	49	73.9996886639856	75.4513005480403	0.85	NaN	NaN	x	74	73.9996886639856	1.45161188405473
BM_110	22	0.6826631	2218.jpg	75	2	0.5	0	1	50	50	75.5014088560129	76.9529900470516	0.85	NaN	NaN	x	75.5	75.5014088560129	1.45158119103871
BM_110	49	0.4174695	1031.jpg	8	6	0	0	1	51	51	77.003102933988	78.4547185470583	0.85	NaN	NaN	x	77	77.003102933988	1.45161561307032
BM_110	48	0.4175814	1216.jpg	33	5	0	0	1	52	52	78.5047696540132	79.9564065650338	0.85	NaN	NaN	x	78.5	78.5047696540132	1.45163691102061
BM_110	53	0.370849	2024.jpg	46	6	0	0	1	53	53	80.0063819030765	81.4580351680052	0.85	NaN	NaN	x	80	80.0063819030765	1.45165326492861
BM_110	23	0.6599376	2089.jpg	55	2	0.5	1	1	54	54	81.5081508529838	82.9597249560757	0.85	850.966664031148	1229.21035904437	b	81.5	81.5081508529838	1.45157410309184
BM_110	10	0.8106383	2212.jpg	73	1	0	0	1	55	55	82.9927771290531	84.4448203319917	0.85	NaN	NaN	x	83	82.9927771290531	1.45204320293851
BM_110	74	0.1777532	1192.jpg	28	0	0	0	1	56	56	84.494902009028	85.9464676990174	0.85	NaN	NaN	x	84.5	84.494902009028	1.45156568998937
BM_110	77	0.1282023	1057.jpg	12	0	0	0	1	57	57	85.9965120130219	87.4481568430783	0.85	NaN	NaN	x	86	85.9965120130219	1.45164483005647
BM_110	41	0.4628561	1050.jpg	10	5	0	0	1	58	58	87.4982165560359	88.9497681640787	0.85	NaN	NaN	x	87.5	87.4982165560359	1.45155160804279
BM_110	4	0.8595193	2010.jpg	43	0	0	0	1	59	59	88.9999157330021	90.4515401950339	0.85	NaN	NaN	x	89	88.9999157330021	1.45162446203176
BM_110	73	0.1981003	1080.jpg	15	0	0	0	1	60	60	90.5015665990068	91.9531872250373	0.85	NaN	NaN	x	90.5	90.5015665990068	1.45162062603049
BM_110	58	0.3447206	1019.jpg	5	7	0	0	1	61	61	92.0031860360177	93.4549071610672	0.85	NaN	NaN	x	92	92.0031860360177	1.45172112504952
BM_110	11	0.7994266	2094.jpg	56	1	0	0	1	62	62	93.5049427819904	94.9565348940669	0.85	NaN	NaN	x	93.5	93.5049427819904	1.45159211207647
BM_110	55	0.3463711	1204.jpg	30	6	1	1	1	63	63	95.0065681070555	96.4583351430483	0.85	851.027632015757	1242.76142800227	b	95	95.0065681070555	1.45176703599282
BM_110	79	0.1089026	2110.jpg	57	0	0	0	1	64	64	96.5082734780153	97.9598849480972	0.85	NaN	NaN	x	96.5	96.5082734780153	1.45161147008184
BM_110	71	0.2229832	1115.jpg	17	8	0	0	1	65	65	97.9929763030959	99.4449125090614	0.85	NaN	NaN	x	98	97.9929763030959	1.45193620596547
BM_110	27	0.6101215	1254.jpg	38	3	0	0	1	66	66	99.4950832800241	100.946669586003	0.85	NaN	NaN	x	99.5	99.4950832800241	1.45158630597871
BM_110	3	0.8763699	2008.jpg	42	0	0	0	1	67	67	100.996640275	102.448387057055	0.85	NaN	NaN	x	101	100.996640275	1.45174678205512
BM_110	12	0.7933671	2039.jpg	47	1	1	1	1	68	68	102.498410631088	103.950021959026	0.85	850.865217973478	1262.94632698409	b	102.5	102.498410631088	1.45161132793874
BM_110	52	0.3735605	1146.jpg	22	6	0	0	1	69	69	104.000057906029	105.451687004999	0.85	NaN	NaN	x	104	104.000057906029	1.45162909897044
BM_110	42	0.4565016	2041.jpg	48	5	0.5	1	1	70	70	105.501811683993	106.953388286987	0.85	850.853677024134	1251.520613092	b	105.5	105.501811683993	1.45157660299446
BM_110	51	0.3977413	1027.jpg	6	6	1	1	1	71	71	107.003386761993	108.455075165024	0.85	851.055235019885	1109.94257207494	b	107	107.003386761993	1.45168840303086
BM_110	20	0.6899911	1073.jpg	14	2	0	0	1	72	72	108.505072314991	109.956757005071	0.85	NaN	NaN	x	108.5	108.505072314991	1.45168469008058
BM_110	45	0.4323388	1183.jpg	26	5	0	0	1	73	73	110.006759038079	111.458386091981	0.85	NaN	NaN	x	110	110.006759038079	1.45162705390248
BM_110	39	0.5017898	2229.jpg	77	4	1	1	1	74	74	111.508521308075	112.96011867607	0.85	850.912587018684	1164.79486296885	b	111.5	111.508521308075	1.45159736799542
BM_110	30	0.5661085	2053.jpg	51	3	0	0	1	75	75	112.99315711204	114.445071151014	0.85	NaN	NaN	x	113	112.99315711204	1.45191403897479
