Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency
BM_112	1	0.8953083	2063.jpg	54	0	0
BM_112	2	0.8513096	1150.jpg	23	0	0
BM_112	3	0.8444915	2010.jpg	43	0	0
BM_112	4	0.8392456	1228.jpg	36	0	0
BM_112	5	0.8288055	2024.jpg	46	0	0
BM_112	6	0.8173348	2209.jpg	72	0	0
BM_112	7	0.797451	2118.jpg	60	0	0
BM_112	8	0.7956376	2240.jpg	78	0	0
BM_112	9	0.7920635	2212.jpg	73	1	0
BM_112	10	0.7820717	1031.jpg	8	1	0.5
BM_112	11	0.7814859	1028.jpg	7	1	0.5
BM_112	12	0.7704121	2154.jpg	66	1	0
BM_112	13	0.7498679	1202.jpg	29	1	0
BM_112	14	0.7447276	1191.jpg	27	1	0.5
BM_112	15	0.7395006	1262.jpg	40	1	0.5
BM_112	16	0.7290723	1114.jpg	16	1	0
BM_112	17	0.7278455	2248.jpg	79	2	1
BM_112	18	0.7228613	2016.jpg	45	2	0
BM_112	19	0.6995326	2124.jpg	61	2	0
BM_112	20	0.6755414	1027.jpg	6	2	1
BM_112	21	0.6699121	1057.jpg	12	2	1
BM_112	22	0.6592095	1035.jpg	9	2	0
BM_112	23	0.6536804	1146.jpg	22	2	0
BM_112	24	0.6525507	2125.jpg	62	2	1
BM_112	25	0.6390235	1183.jpg	26	3	0
BM_112	26	0.6367972	2201.jpg	71	3	1
BM_112	27	0.6350013	2054.jpg	52	3	1
BM_112	28	0.624662	1007.jpg	1	3	0
BM_112	29	0.6158856	1254.jpg	38	3	0
BM_112	30	0.6102596	2053.jpg	51	3	1
BM_112	31	0.5622725	1216.jpg	33	3	1
BM_112	32	0.5484327	1009.jpg	2	3	0
BM_112	33	0.5455787	2153.jpg	65	4	0.5
BM_112	34	0.5286803	2164.jpg	68	4	0
BM_112	35	0.5261585	1192.jpg	28	4	0
BM_112	36	0.5136473	1013.jpg	3	4	0.5
BM_112	37	0.4954441	2181.jpg	69	4	0.5
BM_112	38	0.4796713	2249.jpg	80	4	0
BM_112	39	0.4764439	1207.jpg	31	4	0
BM_112	40	0.4745399	1226.jpg	35	4	0.5
BM_112	41	0.4693346	2194.jpg	70	5	0
BM_112	42	0.4545591	1060.jpg	13	5	1
BM_112	43	0.440429	1050.jpg	10	5	1
BM_112	44	0.4371954	1144.jpg	20	5	0
BM_112	45	0.4365345	1210.jpg	32	5	0
BM_112	46	0.4302949	2229.jpg	77	5	1
BM_112	47	0.4228113	1246.jpg	37	5	1
BM_112	48	0.3976282	1073.jpg	14	5	0
BM_112	49	0.3869308	1127.jpg	18	6	0
BM_112	50	0.3842407	2089.jpg	55	6	0.5
BM_112	51	0.3693179	1145.jpg	21	6	0.5
BM_112	52	0.366524	2006.jpg	41	6	0
BM_112	53	0.3656329	2043.jpg	49	6	0.5
BM_112	54	0.3627308	1017.jpg	4	6	0
BM_112	55	0.3606323	2015.jpg	44	6	0
BM_112	56	0.3556008	2155.jpg	67	6	0.5
BM_112	57	0.3508474	1173.jpg	24	7	0.5
BM_112	58	0.3454806	2149.jpg	64	7	0
BM_112	59	0.341486	1220.jpg	34	7	0
BM_112	60	0.3301544	1019.jpg	5	7	0.5
BM_112	61	0.3293214	2221.jpg	76	7	0
BM_112	62	0.3275659	1182.jpg	25	7	0.5
BM_112	63	0.3251193	2008.jpg	42	7	0.5
BM_112	64	0.3216092	1255.jpg	39	7	0
BM_112	65	0.3141694	1115.jpg	17	8	0
BM_112	66	0.3086106	2058.jpg	53	8	1
BM_112	67	0.3003924	2217.jpg	74	8	1
BM_112	68	0.2962095	2218.jpg	75	8	0
BM_112	69	0.2849454	2094.jpg	56	8	0
BM_112	70	0.2745126	2111.jpg	58	8	1
BM_112	71	0.2691803	2128.jpg	63	8	1
BM_112	72	0.2267984	2110.jpg	57	8	0
BM_112	73	0.2247427	1204.jpg	30	0	0
BM_112	74	0.2211897	1052.jpg	11	0	0
BM_112	75	0.2169003	2112.jpg	59	0	0
BM_112	76	0.2002121	2041.jpg	48	0	0
BM_112	77	0.1943721	1130.jpg	19	0	0
BM_112	78	0.1876431	2045.jpg	50	0	0
BM_112	79	0.1543162	2039.jpg	47	0	0
BM_112	80	0.0814061	1080.jpg	15	0	0
