subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency	PlannedOnset	onset	duration
BM_104	0	4	1	1	1	4.00454305001767	2128.jpg	1182.jpg	16	11	1	i	1	0	874.660974019207	0.7133459	0.7845768	4.9055755630252	0.5	4	4.00454305001767	0.901032513007522
BM_104	0	4	1	1	2	9.99457212700509	2125.jpg	1182.jpg	13	11	1	i	1	0	964.638703037053	0.7297119	0.7845768	10.9789512220304	0.5	10	9.99457212700509	0.984379095025361
BM_104	0	4	1	1	3	13.0980574280256	1262.jpg	1127.jpg	70	68	0	u	8	0	925.15966197243	0.2526954	0.2741986	14.0321032570209	1	13.1	13.0980574280256	0.934045828995295
BM_104	0	4	1	1	4	16.2015026840381	2111.jpg	2094.jpg	29	26	0	i	3	1	933.694871957414	0.5630179	0.5953512	17.1525696210447	1	16.2	16.2015026840381	0.951066937006544
BM_104	0	4	1	1	5	27.8980411210214	1150.jpg	1145.jpg	43	47	0	i	5	1	1109.16535498109	0.4553484	0.4295337	29.0157042710343	1	27.9	27.8980411210214	1.11766315001296
BM_104	0	4	1	1	6	32.6033017570153	1007.jpg	1144.jpg	52	50	1	i	6	0	1331.90588699654	0.407485	0.4266679	33.9548054659972	0.5	32.6	32.6033017570153	1.35150370898191
BM_104	0	4	1	1	7	35.9070215669926	1127.jpg	1207.jpg	68	67	1	u	8	1	1292.18354902696	0.2741986	0.2865857	37.2084672169876	1	35.9	35.9070215669926	1.301445649995
BM_104	0	4	1	1	8	41.7969683730043	1052.jpg	2155.jpg	61	57	1	u	7	1	986.262003018055	0.3234856	0.3805072	42.7980551550281	0.5	41.8	41.7969683730043	1.00108678202378
BM_104	0	4	1	1	9	48.7046857140376	1210.jpg	2010.jpg	34	40	0	i	4	1	1102.5192149682	0.523026	0.492777	49.8226735340431	0.5	48.7	48.7046857140376	1.11798782000551
BM_104	0	4	1	1	10	52.50902421301	1130.jpg	2045.jpg	48	46	0	i	5	1	1058.18583001383	0.4293743	0.4362009	53.5768573340029	1	52.5	52.50902421301	1.06783312099287
