subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency
BM_103	NaN	3	1	1	1	NaN	1127.jpg	2053.jpg	66	65	0	NaN	8	NaN	NaN	0.3488837	0.3596605	NaN	0.5
BM_103	NaN	3	1	1	2	NaN	1060.jpg	2221.jpg	26	28	0	NaN	3	NaN	NaN	0.5729972	0.5678442	NaN	1
BM_103	NaN	3	1	1	3	NaN	2249.jpg	2008.jpg	47	44	0	NaN	5	NaN	NaN	0.4789166	0.4904709	NaN	0.5
BM_103	NaN	3	1	1	4	NaN	2124.jpg	2110.jpg	48	46	1	NaN	5	NaN	NaN	0.4774819	0.4880875	NaN	0.5
BM_103	NaN	3	1	1	5	NaN	1183.jpg	2006.jpg	70	67	1	NaN	8	NaN	NaN	0.3144676	0.3440128	NaN	0.5
BM_103	NaN	3	1	1	6	NaN	2128.jpg	1192.jpg	49	51	0	NaN	6	NaN	NaN	0.4774798	0.4600424	NaN	1
BM_103	NaN	3	1	1	7	NaN	2164.jpg	1031.jpg	21	17	0	NaN	2	NaN	NaN	0.6002219	0.6289842	NaN	1
BM_103	NaN	3	1	1	8	NaN	1017.jpg	2054.jpg	56	55	0	NaN	6	NaN	NaN	0.4318712	0.4440157	NaN	1
BM_103	NaN	3	1	1	9	NaN	2248.jpg	1127.jpg	68	66	1	NaN	8	NaN	NaN	0.3425732	0.3488837	NaN	0.5
BM_103	NaN	3	1	1	10	NaN	2154.jpg	1202.jpg	23	18	1	NaN	2	NaN	NaN	0.5935007	0.6180031	NaN	1
BM_103	NaN	3	1	1	11	NaN	1207.jpg	2053.jpg	69	65	0	NaN	8	NaN	NaN	0.3290077	0.3596605	NaN	0.5
BM_103	NaN	3	1	1	12	NaN	1191.jpg	1150.jpg	40	39	1	NaN	4	NaN	NaN	0.4955345	0.4988329	NaN	0.5
BM_103	NaN	3	1	1	13	NaN	1191.jpg	1216.jpg	40	33	1	NaN	4	NaN	NaN	0.4955345	0.5373497	NaN	0.5
BM_103	NaN	3	1	1	14	NaN	2181.jpg	2043.jpg	29	31	0	NaN	3	NaN	NaN	0.55747	0.5468103	NaN	1
BM_103	NaN	3	1	1	15	NaN	2089.jpg	2112.jpg	27	25	0	NaN	3	NaN	NaN	0.5687474	0.5807577	NaN	1
BM_103	NaN	3	1	1	16	NaN	2111.jpg	2194.jpg	61	57	0	NaN	7	NaN	NaN	0.384083	0.4308014	NaN	1
BM_103	NaN	3	1	1	17	NaN	1013.jpg	1150.jpg	35	39	1	NaN	4	NaN	NaN	0.5200182	0.4988329	NaN	0.5
BM_103	NaN	3	1	1	18	NaN	1073.jpg	1019.jpg	43	41	0	NaN	5	NaN	NaN	0.4905287	0.4945635	NaN	0.5
