Subject	StimRank	StimValue	StimName	StimNum	ValueGroup	Contingency
BM_102	1	0.8810196	2006.jpg	41	0	0
BM_102	2	0.8527102	2149.jpg	64	0	0
BM_102	3	0.8329641	2249.jpg	80	0	0
BM_102	4	0.8278072	2094.jpg	56	0	0
BM_102	5	0.8105623	2154.jpg	66	0	0
BM_102	6	0.8080247	1031.jpg	8	0	0
BM_102	7	0.7848093	1254.jpg	38	0	0
BM_102	8	0.7768732	2112.jpg	59	0	0
BM_102	9	0.7686146	1262.jpg	40	1	1
BM_102	10	0.7633209	2124.jpg	61	1	0
BM_102	11	0.7576165	2039.jpg	47	1	0
BM_102	12	0.7342599	1027.jpg	6	1	1
BM_102	13	0.7320042	2212.jpg	73	1	0
BM_102	14	0.7216492	2153.jpg	65	1	1
BM_102	15	0.7140756	1035.jpg	9	1	1
BM_102	16	0.696911	1050.jpg	10	1	0
BM_102	17	0.6948247	2125.jpg	62	2	0.5
BM_102	18	0.6923297	1080.jpg	15	2	0
BM_102	19	0.6843342	1216.jpg	33	2	0
BM_102	20	0.6831967	2008.jpg	42	2	0.5
BM_102	21	0.6793195	2045.jpg	50	2	0
BM_102	22	0.6705149	1028.jpg	7	2	0.5
BM_102	23	0.6524902	1057.jpg	12	2	0.5
BM_102	24	0.6481554	1202.jpg	29	2	0
BM_102	25	0.6416842	2054.jpg	52	3	0.5
BM_102	26	0.6401256	1019.jpg	5	3	0
BM_102	27	0.6332541	1210.jpg	32	3	0
BM_102	28	0.6252715	2181.jpg	69	3	0.5
BM_102	29	0.6162487	2229.jpg	77	3	0.5
BM_102	30	0.6134529	2016.jpg	45	3	0
BM_102	31	0.6091401	2221.jpg	76	3	0
BM_102	32	0.6017432	1191.jpg	27	3	0.5
BM_102	33	0.5826581	2217.jpg	74	4	1
BM_102	34	0.5569022	2164.jpg	68	4	0
BM_102	35	0.5297858	2041.jpg	48	4	0
BM_102	36	0.5290542	2053.jpg	51	4	1
BM_102	37	0.5269082	1182.jpg	25	4	0
BM_102	38	0.513784	1060.jpg	13	4	1
BM_102	39	0.5017619	2043.jpg	49	4	1
BM_102	40	0.4808558	2110.jpg	57	4	0
BM_102	41	0.4778674	1017.jpg	4	5	0.5
BM_102	42	0.4746691	1114.jpg	16	5	0
BM_102	43	0.4712634	1146.jpg	22	5	0
BM_102	44	0.4675808	2218.jpg	75	5	0.5
BM_102	45	0.4518335	2015.jpg	44	5	0
BM_102	46	0.4376808	1220.jpg	34	5	0.5
BM_102	47	0.4366175	1228.jpg	36	5	0.5
BM_102	48	0.4338091	2024.jpg	46	5	0
BM_102	49	0.4315808	1255.jpg	39	6	0
BM_102	50	0.4284104	2201.jpg	71	6	1
BM_102	51	0.4263302	2194.jpg	70	6	1
BM_102	52	0.4087746	2240.jpg	78	6	0
BM_102	53	0.3990952	2155.jpg	67	6	1
BM_102	54	0.3954134	2209.jpg	72	6	0
BM_102	55	0.3864027	1115.jpg	17	6	0
BM_102	56	0.3685344	1052.jpg	11	6	1
BM_102	57	0.3626781	2248.jpg	79	7	0
BM_102	58	0.31846	1145.jpg	21	7	1
BM_102	59	0.3161198	1009.jpg	2	7	1
BM_102	60	0.3142751	1130.jpg	19	7	0
BM_102	61	0.2996299	1013.jpg	3	7	0
BM_102	62	0.2943201	1226.jpg	35	7	1
BM_102	63	0.293258	2111.jpg	58	7	1
BM_102	64	0.2899919	2058.jpg	53	7	0
BM_102	65	0.2806878	1173.jpg	24	8	0.5
BM_102	66	0.2791811	1007.jpg	1	8	0
BM_102	67	0.2700619	2118.jpg	60	8	0
BM_102	68	0.2660108	1207.jpg	31	8	0.5
BM_102	69	0.2457278	1204.jpg	30	8	0
BM_102	70	0.2418582	1246.jpg	37	8	0.5
BM_102	71	0.2320102	2128.jpg	63	8	0.5
BM_102	72	0.2286419	2010.jpg	43	8	0
BM_102	73	0.2272394	1127.jpg	18	0	0
BM_102	74	0.2247422	2063.jpg	54	0	0
BM_102	75	0.2143351	2089.jpg	55	0	0
BM_102	76	0.2114898	1073.jpg	14	0	0
BM_102	77	0.2051778	1144.jpg	20	0	0
BM_102	78	0.1626055	1192.jpg	28	0	0
BM_102	79	0.1335006	1150.jpg	23	0	0
BM_102	80	0.1211156	1183.jpg	26	0	0
