subjectID	runtrial	onsettime	Name	Bid	RT	StimType	StimTypeInd
BMI_bff_102	1	2.624250e-04	1019.jpg	5.289978e+00	4.664335e+00	Faces	2
BMI_bff_102	2	6.507591e+00	2164.jpg	6.696472e+00	3.084931e+00	Faces	2
BMI_bff_102	3	1.301480e+01	2212.jpg	7.676941e+00	3.353735e+00	Faces	2
BMI_bff_102	4	1.952206e+01	1050.jpg	5.525391e+00	3.214490e+00	Faces	2
BMI_bff_102	5	2.602933e+01	2153.jpg	6.826233e+00	4.099191e+00	Faces	2
BMI_bff_102	6	3.253694e+01	2112.jpg	5.223999e+00	3.575517e+00	Faces	2
BMI_bff_102	7	3.904403e+01	1150.jpg	4.098450e+00	2.980539e+00	Faces	2
BMI_bff_102	8	4.555136e+01	2045.jpg	5.116699e+00	3.577167e+00	Faces	2
BMI_bff_102	9	5.205862e+01	2125.jpg	7.346313e+00	3.437970e+00	Faces	2
BMI_bff_102	10	5.856599e+01	1202.jpg	5.309570e+00	3.090574e+00	Faces	2
BMI_bff_102	11	6.507327e+01	2149.jpg	5.415405e+00	4.023270e+00	Faces	2
BMI_bff_102	12	7.158053e+01	1035.jpg	4.603455e+00	3.300003e+00	Faces	2
BMI_bff_102	13	7.808792e+01	2209.jpg	4.418091e+00	3.304636e+00	Faces	2
BMI_bff_102	14	8.459515e+01	2058.jpg	5.005371e+00	3.157467e+00	Faces	2
BMI_bff_102	15	9.110247e+01	2094.jpg	4.568787e+00	3.466104e+00	Faces	2
BMI_bff_102	16	9.760983e+01	2039.jpg	4.715454e+00	3.038772e+00	Faces	2
BMI_bff_102	17	1.041172e+02	2041.jpg	5.105835e+00	3.851331e+00	Faces	2
BMI_bff_102	18	1.106243e+02	1226.jpg	4.837036e+00	4.096222e+00	Faces	2
BMI_bff_102	19	1.171317e+02	2194.jpg	5.389771e+00	4.420824e+00	Faces	2
BMI_bff_102	20	1.236391e+02	2240.jpg	5.263367e+00	3.481600e+00	Faces	2
BMI_bff_102	21	1.301464e+02	2089.jpg	6.433105e+00	3.854223e+00	Faces	2
BMI_bff_102	22	1.366536e+02	1073.jpg	5.080750e+00	3.010897e+00	Faces	2
BMI_bff_102	23	1.431610e+02	1192.jpg	4.832275e+00	3.111554e+00	Faces	2
BMI_bff_102	24	1.496682e+02	2063.jpg	7.557617e+00	3.140346e+00	Faces	2
BMI_bff_102	25	1.561756e+02	1017.jpg	4.817444e+00	2.920940e+00	Faces	2
BMI_bff_102	26	1.626828e+02	2218.jpg	5.953857e+00	2.877680e+00	Faces	2
BMI_bff_102	27	1.691903e+02	2015.jpg	6.190002e+00	3.738338e+00	Faces	2
BMI_bff_102	28	1.756977e+02	1027.jpg	4.141174e+00	3.126845e+00	Faces	2
BMI_bff_102	29	1.822050e+02	2053.jpg	8.117737e+00	3.691558e+00	Faces	2
BMI_bff_102	30	1.887122e+02	1013.jpg	4.380798e+00	2.784453e+00	Faces	2
BMI_bff_102	31	1.952195e+02	1191.jpg	4.490784e+00	3.181123e+00	Faces	2
BMI_bff_102	32	2.017268e+02	2110.jpg	3.892639e+00	3.289725e+00	Faces	2
