subjectID	runtrial	onsettime	Name	Bid	RT	StimType	StimTypeInd
BMI_bff_133	1	8.295199e-02	1183.jpg	2.924561e+00	3.672315e+00	Faces	2
BMI_bff_133	2	6.590382e+00	1262.jpg	3.234131e+00	3.212875e+00	Faces	2
BMI_bff_133	3	1.309766e+01	2045.jpg	4.146606e+00	3.241576e+00	Faces	2
BMI_bff_133	4	1.960506e+01	1027.jpg	3.566101e+00	3.622210e+00	Faces	2
BMI_bff_133	5	2.611234e+01	2053.jpg	4.403870e+00	3.226870e+00	Faces	2
BMI_bff_133	6	3.261975e+01	1130.jpg	3.723633e+00	3.887492e+00	Faces	2
BMI_bff_133	7	3.912697e+01	1035.jpg	4.999329e+00	4.260341e+00	Faces	2
BMI_bff_133	8	4.563450e+01	1114.jpg	4.739136e+00	3.936689e+00	Faces	2
BMI_bff_133	9	5.214159e+01	2164.jpg	2.702515e+00	3.269771e+00	Faces	2
BMI_bff_133	10	5.864897e+01	1246.jpg	1.968628e+00	3.106321e+00	Faces	2
BMI_bff_133	11	6.515625e+01	2015.jpg	3.190674e+00	3.271066e+00	Faces	2
BMI_bff_133	12	7.166341e+01	1017.jpg	2.475708e+00	3.187781e+00	Faces	2
BMI_bff_133	13	7.817065e+01	1210.jpg	3.978210e+00	3.208546e+00	Faces	2
BMI_bff_133	14	8.467818e+01	1080.jpg	2.779785e+00	4.285061e+00	Faces	2
BMI_bff_133	15	9.118531e+01	2058.jpg	2.718811e+00	3.865888e+00	Faces	2
BMI_bff_133	16	9.769264e+01	2212.jpg	4.287720e+00	3.446572e+00	Faces	2
BMI_bff_133	17	1.041999e+02	1007.jpg	2.779236e+00	4.147351e+00	Faces	2
BMI_bff_133	18	1.107076e+02	2149.jpg	1.980835e+00	3.895696e+00	Faces	2
BMI_bff_133	19	1.172145e+02	1060.jpg	3.695862e+00	3.540763e+00	Faces	2
BMI_bff_133	20	1.237219e+02	2006.jpg	4.621765e+00	3.433466e+00	Faces	2
BMI_bff_133	21	1.302291e+02	2229.jpg	3.502930e+00	3.726058e+00	Faces	2
BMI_bff_133	22	1.367365e+02	1127.jpg	2.317566e+00	3.218880e+00	Faces	2
BMI_bff_133	23	1.432437e+02	2153.jpg	4.251770e+00	3.959578e+00	Faces	2
BMI_bff_133	24	1.497510e+02	1226.jpg	2.510437e+00	3.308205e+00	Faces	2
BMI_bff_133	25	1.562584e+02	1191.jpg	4.501038e+00	4.424901e+00	Faces	2
BMI_bff_133	26	1.627658e+02	2194.jpg	1.546204e+00	3.621513e+00	Faces	2
BMI_bff_133	27	1.692730e+02	2248.jpg	4.798340e+00	4.218308e+00	Faces	2
BMI_bff_133	28	1.757803e+02	2043.jpg	2.122681e+00	3.559031e+00	Faces	2
BMI_bff_133	29	1.822875e+02	1202.jpg	3.404480e+00	3.187715e+00	Faces	2
BMI_bff_133	30	1.887950e+02	2024.jpg	1.677429e+00	4.160254e+00	Faces	2
BMI_bff_133	31	1.953022e+02	1173.jpg	1.521851e+00	4.340984e+00	Faces	2
BMI_bff_133	32	2.018094e+02	2218.jpg	1.108398e+00	4.401796e+00	Faces	2
BMI_bff_133	33	2.083167e+02	1145.jpg	2.449890e+00	3.590517e+00	Faces	2
BMI_bff_133	34	2.148240e+02	2110.jpg	1.041870e+00	3.675202e+00	Faces	2
BMI_bff_133	35	2.213314e+02	1013.jpg	6.962891e-01	3.751816e+00	Faces	2
BMI_bff_133	36	2.278386e+02	2039.jpg	2.648865e+00	3.252642e+00	Faces	2
BMI_bff_133	37	2.343460e+02	1192.jpg	2.068298e+00	4.361179e+00	Faces	2
BMI_bff_133	38	2.408534e+02	2128.jpg	2.010010e+00	3.365794e+00	Faces	2
BMI_bff_133	39	2.473606e+02	1019.jpg	3.022278e+00	3.850548e+00	Faces	2
BMI_bff_133	40	2.538680e+02	1031.jpg	4.166992e+00	4.591324e+00	Faces	2
BMI_bff_133	41	2.603753e+02	1146.jpg	2.202087e+00	4.060030e+00	Faces	2
BMI_bff_133	42	2.668826e+02	2089.jpg	3.422058e+00	3.928778e+00	Faces	2
BMI_bff_133	43	2.733899e+02	2118.jpg	4.122925e+00	5.165418e+00	Faces	2
BMI_bff_133	44	2.798972e+02	1204.jpg	3.079041e+00	3.034090e+00	Faces	2
BMI_bff_133	45	2.864044e+02	2063.jpg	1.796143e+00	4.070806e+00	Faces	2
BMI_bff_133	46	2.929117e+02	2010.jpg	3.154297e-01	3.259544e+00	Faces	2
BMI_bff_133	47	2.994191e+02	2181.jpg	1.396973e+00	3.696181e+00	Faces	2
BMI_bff_133	48	3.059264e+02	1216.jpg	1.741150e+00	3.524810e+00	Faces	2
BMI_bff_133	49	3.124337e+02	2155.jpg	1.051392e+00	3.673561e+00	Faces	2
BMI_bff_133	50	3.189410e+02	2041.jpg	6.657715e-01	3.062248e+00	Faces	2
