subjectID	runtrial	onsettime	Name	Bid	RT	StimType	StimTypeInd
BMI_bff_131	1	1.163685e-01	1173.jpg	2.439697e+00	4.701996e+00	Faces	2
BMI_bff_131	2	6.622438e+00	2053.jpg	7.601685e+00	3.563881e+00	Faces	2
BMI_bff_131	3	1.312976e+01	2229.jpg	4.934021e+00	3.856470e+00	Faces	2
BMI_bff_131	4	1.963700e+01	2164.jpg	5.880615e+00	3.117238e+00	Faces	2
BMI_bff_131	5	2.614437e+01	2006.jpg	6.475281e+00	3.337886e+00	Faces	2
BMI_bff_131	6	3.265176e+01	1130.jpg	6.471191e+00	3.566509e+00	Faces	2
BMI_bff_131	7	3.915895e+01	2181.jpg	6.966125e+00	3.027409e+00	Faces	2
BMI_bff_131	8	4.566631e+01	1060.jpg	3.598694e+00	3.216112e+00	Faces	2
BMI_bff_131	9	5.217366e+01	1210.jpg	4.942261e+00	3.412690e+00	Faces	2
BMI_bff_131	10	5.868101e+01	1146.jpg	5.251160e+00	3.913317e+00	Faces	2
BMI_bff_131	11	6.518829e+01	1080.jpg	5.822083e+00	3.422071e+00	Faces	2
BMI_bff_131	12	7.169546e+01	1127.jpg	2.922424e+00	4.194780e+00	Faces	2
BMI_bff_131	13	7.820296e+01	2058.jpg	5.748840e+00	3.687284e+00	Faces	2
BMI_bff_131	14	8.471009e+01	1216.jpg	5.949768e+00	3.228193e+00	Faces	2
BMI_bff_131	15	9.121750e+01	2043.jpg	3.788086e+00	3.072785e+00	Faces	2
BMI_bff_131	16	9.772490e+01	1050.jpg	7.027222e+00	3.357417e+00	Faces	2
BMI_bff_131	17	1.042322e+02	1017.jpg	7.706299e+00	3.026075e+00	Faces	2
BMI_bff_131	18	1.107394e+02	1202.jpg	999	999	Faces	2
BMI_bff_131	19	1.187487e+02	2209.jpg	7.672180e+00	3.165566e+00	Faces	2
BMI_bff_131	20	1.252557e+02	1192.jpg	2.866150e+00	3.554555e+00	Faces	2
BMI_bff_131	21	1.317632e+02	2194.jpg	5.293274e+00	3.031157e+00	Faces	2
BMI_bff_131	22	1.382705e+02	1183.jpg	4.156189e+00	3.883833e+00	Faces	2
BMI_bff_131	23	1.447777e+02	2153.jpg	8.963440e+00	3.064591e+00	Faces	2
BMI_bff_131	24	1.512851e+02	2110.jpg	6.045532e+00	2.989209e+00	Faces	2
BMI_bff_131	25	1.577924e+02	1035.jpg	7.617859e+00	3.186006e+00	Faces	2
BMI_bff_131	26	1.642997e+02	2045.jpg	7.239014e+00	4.750590e+00	Faces	2
BMI_bff_131	27	1.708069e+02	1226.jpg	5.472473e+00	3.843379e+00	Faces	2
BMI_bff_131	28	1.773143e+02	1114.jpg	9.317200e+00	3.247950e+00	Faces	2
BMI_bff_131	29	1.838215e+02	2089.jpg	8.355835e+00	4.324747e+00	Faces	2
BMI_bff_131	30	1.903292e+02	1255.jpg	7.574402e+00	3.233074e+00	Faces	2
BMI_bff_131	31	1.968361e+02	1073.jpg	6.579163e+00	3.262075e+00	Faces	2
BMI_bff_131	32	2.033435e+02	2125.jpg	8.688538e+00	3.874744e+00	Faces	2
BMI_bff_131	33	2.098508e+02	2155.jpg	7.649780e+00	3.351418e+00	Faces	2
BMI_bff_131	34	2.163581e+02	1191.jpg	6.935547e+00	4.108231e+00	Faces	2
BMI_bff_131	35	2.228655e+02	2149.jpg	5.190063e+00	4.392760e+00	Faces	2
BMI_bff_131	36	2.293731e+02	1027.jpg	4.511841e+00	3.997156e+00	Faces	2
BMI_bff_131	37	2.358802e+02	1204.jpg	3.898743e+00	3.098157e+00	Faces	2
BMI_bff_131	38	2.423876e+02	2015.jpg	5.427734e+00	3.230649e+00	Faces	2
BMI_bff_131	39	2.488948e+02	2212.jpg	7.641602e+00	3.563418e+00	Faces	2
BMI_bff_131	40	2.554020e+02	1019.jpg	5.471130e+00	4.040340e+00	Faces	2
BMI_bff_131	41	2.619095e+02	2024.jpg	3.511108e+00	3.628736e+00	Faces	2
BMI_bff_131	42	2.684169e+02	1031.jpg	6.817444e+00	3.601576e+00	Faces	2
BMI_bff_131	43	2.749241e+02	1052.jpg	3.085388e+00	3.278263e+00	Faces	2
BMI_bff_131	44	2.814315e+02	2094.jpg	6.188110e+00	3.274782e+00	Faces	2
BMI_bff_131	45	2.879386e+02	2063.jpg	6.629395e+00	3.175765e+00	Faces	2
BMI_bff_131	46	2.944460e+02	1246.jpg	7.454956e+00	3.164377e+00	Faces	2
BMI_bff_131	47	3.009533e+02	1013.jpg	6.429687e+00	3.296977e+00	Faces	2
BMI_bff_131	48	3.074607e+02	1150.jpg	4.125549e+00	2.965661e+00	Faces	2
BMI_bff_131	49	3.139680e+02	2118.jpg	9.797241e+00	3.322255e+00	Faces	2
BMI_bff_131	50	3.204752e+02	1145.jpg	4.923279e+00	3.039025e+00	Faces	2
BMI_bff_131	51	3.269825e+02	2128.jpg	6.702087e+00	4.339769e+00	Faces	2
BMI_bff_131	52	3.334902e+02	2248.jpg	5.932678e+00	5.288063e+00	Faces	2
BMI_bff_131	53	3.399973e+02	2039.jpg	6.788208e+00	3.500916e+00	Faces	2
BMI_bff_131	54	3.465046e+02	2010.jpg	7.974304e+00	2.961752e+00	Faces	2
BMI_bff_131	55	3.530118e+02	1262.jpg	5.401917e+00	3.334511e+00	Faces	2
BMI_bff_131	56	3.595192e+02	2112.jpg	6.645020e+00	3.475079e+00	Faces	2
BMI_bff_131	57	3.660265e+02	2218.jpg	7.621277e+00	3.223720e+00	Faces	2
BMI_bff_131	58	3.725338e+02	1007.jpg	6.862915e+00	3.444416e+00	Faces	2
BMI_bff_131	59	3.790416e+02	2041.jpg	9.245422e+00	3.408692e+00	Faces	2
