subjectID	runtrial	onsettime	Name	Bid	RT
BMI_bff_118	1	3.212731e-02	141.jpg	8.669556e+00	4.287903e+00
BMI_bff_118	2	4.720618e+00	104.jpg	9.630127e+00	3.753980e+00
BMI_bff_118	3	8.858328e+00	153.jpg	3.636047e+00	1.485079e+00
BMI_bff_118	4	1.076055e+01	121.jpg	3.473083e+00	1.802030e+00
BMI_bff_118	5	1.297981e+01	158.jpg	5.347595e+00	2.903068e+00
BMI_bff_118	6	1.630001e+01	149.jpg	2.947571e+00	1.952198e+00
BMI_bff_118	7	1.870279e+01	140.jpg	2.638550e-01	1.952153e+00
BMI_bff_118	8	2.107207e+01	142.jpg	3.059692e-01	2.402684e+00
BMI_bff_118	9	2.387524e+01	132.jpg	3.942261e-01	1.451610e+00
BMI_bff_118	10	2.574395e+01	123.jpg	7.078064e+00	2.119146e+00
BMI_bff_118	11	2.823018e+01	129.jpg	2.231323e+00	1.751907e+00
BMI_bff_118	12	3.034919e+01	147.jpg	3.621155e+00	2.152338e+00
BMI_bff_118	13	3.288630e+01	150.jpg	3.803650e+00	1.834355e+00
BMI_bff_118	14	3.508774e+01	154.jpg	2.345398e+00	2.119236e+00
BMI_bff_118	15	3.759068e+01	110.jpg	4.372681e+00	1.234700e+00
BMI_bff_118	16	3.920912e+01	156.jpg	4.140015e-01	1.568506e+00
BMI_bff_118	17	4.112792e+01	137.jpg	5.797729e+00	1.117935e+00
BMI_bff_118	18	4.266301e+01	109.jpg	2.966309e-02	3.053352e+00
BMI_bff_118	19	4.606684e+01	159.jpg	1.195251e+00	1.101170e+00
BMI_bff_118	20	4.755183e+01	148.jpg	7.916260e-02	1.167892e+00
BMI_bff_118	21	4.912022e+01	124.jpg	2.869568e+00	1.735352e+00
BMI_bff_118	22	5.125597e+01	130.jpg	4.301331e+00	1.218103e+00
BMI_bff_118	23	5.285772e+01	134.jpg	7.357178e+00	1.434916e+00
BMI_bff_118	24	5.469311e+01	122.jpg	9.653931e+00	1.368164e+00
BMI_bff_118	25	5.644511e+01	128.jpg	3.989746e+00	1.134887e+00
BMI_bff_118	26	5.799716e+01	116.jpg	5.136719e-01	2.335663e+00
BMI_bff_118	27	6.076663e+01	125.jpg	2.191956e+00	2.319221e+00
BMI_bff_118	28	6.348637e+01	112.jpg	4.208557e+00	2.102543e+00
BMI_bff_118	29	6.597250e+01	114.jpg	4.826660e+00	1.268068e+00
BMI_bff_118	30	6.767439e+01	105.jpg	4.026428e+00	1.518337e+00
BMI_bff_118	31	6.962653e+01	131.jpg	2.346191e+00	1.484974e+00
BMI_bff_118	32	7.151205e+01	113.jpg	4.348389e+00	1.285095e+00
BMI_bff_118	33	7.323094e+01	119.jpg	5.773743e+00	1.317726e+00
BMI_bff_118	34	7.493248e+01	111.jpg	2.898071e+00	1.218367e+00
BMI_bff_118	35	7.656770e+01	144.jpg	4.114685e+00	8.845925e-01
BMI_bff_118	36	7.783601e+01	117.jpg	2.740540e+00	8.676947e-01
BMI_bff_118	37	7.910420e+01	157.jpg	5.625244e+00	1.334447e+00
BMI_bff_118	38	8.077249e+01	151.jpg	2.252380e+00	1.184623e+00
BMI_bff_118	39	8.235779e+01	145.jpg	5.917175e+00	1.017483e+00
BMI_bff_118	40	8.379240e+01	108.jpg	4.515808e+00	1.018091e+00
BMI_bff_118	41	8.522772e+01	103.jpg	4.852661e+00	1.134248e+00
BMI_bff_118	42	8.676240e+01	107.jpg	4.297974e+00	1.151319e+00
BMI_bff_118	43	8.831447e+01	160.jpg	7.109314e+00	2.068629e+00
BMI_bff_118	44	9.080027e+01	118.jpg	3.642822e+00	8.842978e-01
BMI_bff_118	45	9.208508e+01	139.jpg	4.208191e+00	9.012981e-01
BMI_bff_118	46	9.340359e+01	135.jpg	7.139221e+00	1.084169e+00
BMI_bff_118	47	9.490487e+01	152.jpg	6.960693e+00	8.513998e-01
BMI_bff_118	48	9.623998e+01	120.jpg	6.766357e-01	1.201122e+00
BMI_bff_118	49	9.785833e+01	101.jpg	7.625366e+00	1.618373e+00
BMI_bff_118	50	9.986045e+01	155.jpg	2.817932e+00	1.151405e+00
BMI_bff_118	51	1.014459e+02	126.jpg	5.785767e+00	2.218875e+00
BMI_bff_118	52	1.041486e+02	102.jpg	9.264221e+00	1.184611e+00
BMI_bff_118	53	1.057337e+02	133.jpg	1.426147e+00	1.234829e+00
BMI_bff_118	54	1.073526e+02	136.jpg	7.321350e+00	1.017492e+00
BMI_bff_118	55	1.087539e+02	138.jpg	2.513733e+00	1.418437e+00
BMI_bff_118	56	1.106059e+02	106.jpg	8.965576e+00	1.168250e+00
BMI_bff_118	57	1.121246e+02	143.jpg	3.408569e+00	1.167605e+00
BMI_bff_118	58	1.136927e+02	127.jpg	8.875427e+00	8.842798e-01
BMI_bff_118	59	1.150108e+02	115.jpg	2.032349e+00	6.844436e-01
BMI_bff_118	60	1.160623e+02	146.jpg	8.432312e+00	1.001138e+00
