subjectID	runtrial	onsettime	Name	Bid	RT	StimType	StimTypeInd
BMI_bff_106	1	7.419285e-02	205_german_yael.jpg	1.038513e+00	3.804566e+00	FamiliarFaces	6
BMI_bff_106	2	6.590030e+00	212_olmert_ehud.jpg	5.468750e-02	3.255858e+00	FamiliarFaces	6
BMI_bff_106	3	1.309740e+01	215_rozbozov_yoel.jpg	1.351440e+00	3.076418e+00	FamiliarFaces	6
BMI_bff_106	4	1.960459e+01	210_mofaz_shaul.jpg	4.852295e-02	5.137242e+00	FamiliarFaces	6
BMI_bff_106	5	2.611213e+01	108_khenin_dov.jpg	1.100952e+00	4.661696e+00	FamiliarFaces	6
BMI_bff_106	6	3.261935e+01	306_gafni_moshe.jpg	2.090027e+00	3.514572e+00	FamiliarFaces	6
BMI_bff_106	7	3.912649e+01	305_erdan_gilad.jpg	3.308105e-02	3.567345e+00	FamiliarFaces	6
BMI_bff_106	8	4.563392e+01	217_shelach_ofer.jpg	9.087524e-01	4.883910e+00	FamiliarFaces	6
BMI_bff_106	9	5.214120e+01	313_lizman_yaakov.jpg	2.434692e-01	3.328690e+00	FamiliarFaces	6
BMI_bff_106	10	5.864845e+01	202_cahlon_moshe.jpg	2.041016e-01	4.469429e+00	FamiliarFaces	6
BMI_bff_106	11	6.515572e+01	216_sharom_ariel.jpg	1.025574e+00	4.746152e+00	FamiliarFaces	6
BMI_bff_106	12	7.166308e+01	219_stern_eliezer.jpg	2.061157e-01	3.430755e+00	FamiliarFaces	6
BMI_bff_106	13	7.817037e+01	314_netanyahu.jpg	999	999	FamiliarFaces	6
BMI_bff_106	14	8.617931e+01	120_zuabi_hanin.jpg	8.258057e-02	3.498527e+00	FamiliarFaces	6
BMI_bff_106	15	9.268656e+01	311_liberman_avigdor.jpg	1.878052e-01	3.975265e+00	FamiliarFaces	6
BMI_bff_106	16	9.919406e+01	310_kirshenbaum_faina.jpg	3.175720e+00	3.107748e+00	FamiliarFaces	6
BMI_bff_106	17	1.057013e+02	201_baron_roni.jpg	1.107056e+00	4.256643e+00	FamiliarFaces	6
BMI_bff_106	18	1.122085e+02	204_galant_yoav.jpg	2.169800e-01	3.637326e+00	FamiliarFaces	6
BMI_bff_106	19	1.187158e+02	208_livnee_zipi.jpg	1.281494e+00	4.794051e+00	FamiliarFaces	6
BMI_bff_106	20	1.252232e+02	209_mitzna_amram.jpg	2.502441e-03	4.214698e+00	FamiliarFaces	6
BMI_bff_106	21	1.317308e+02	315_regev_miri.jpg	2.387085e-01	5.539131e+00	FamiliarFaces	6
BMI_bff_106	22	1.382378e+02	218_shitrit_meir.jpg	1.105713e+00	5.248112e+00	FamiliarFaces	6
BMI_bff_106	23	1.447453e+02	303_deri_arye.jpg	1.633301e-01	3.732582e+00	FamiliarFaces	6
BMI_bff_106	24	1.512523e+02	307_hazan_oren.jpg	9.814453e-02	4.049596e+00	FamiliarFaces	6
BMI_bff_106	25	1.577597e+02	207_lapid_yair.jpg	1.745239e+00	5.982077e+00	FamiliarFaces	6
BMI_bff_106	26	1.642670e+02	103_cabel_eitan.jpg	5.200195e-02	4.626882e+00	FamiliarFaces	6
BMI_bff_106	27	1.707743e+02	206_hasson_israel.JPG	5.047302e+00	4.263548e+00	FamiliarFaces	6
