subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidLeft bidRight 
BM2_295 0 1 2 1 2.024051e+00 AnimalCrackers.bmp Granolabar.bmp 10 15 0 u 1 1 672.58 2.00 1.66 
BM2_295 0 1 2 2 1.102792e+01 Oreos.bmp PayDay.bmp 20 41 1 u 3 0 916.71 1.57 1.05 
BM2_295 0 1 2 3 1.401807e+01 Laffytaffyred_one.bmp Laysclassic.bmp 14 8 0 u 1 1 998.56 1.67 2.07 
BM2_295 0 1 2 4 1.901279e+01 MrGoodbar.bmp TeddyGrahamschocolate.bmp 38 16 0 i 3 0 1187.84 1.12 1.66 
BM2_295 0 1 2 5 2.801665e+01 Hersheymilk_several.bmp Cheezits.bmp 40 17 0 u 4 1 767.98 1.06 1.62 
BM2_295 0 1 2 6 3.401366e+01 FigNewton_small.bmp Hersheymilk_several.bmp 22 40 1 u 4 0 874.97 1.42 1.06 
BM2_295 0 1 2 7 3.702052e+01 Riprolls.bmp Goldfish.bmp 11 9 1 u 1 0 772.11 1.79 2.03 
BM2_295 0 1 2 8 5.001682e+01 Laysclassic.bmp Goldfish.bmp 8 9 1 i 1 1 1047.81 2.07 2.03 
BM2_295 0 1 2 9 6.002296e+01 MrGoodbar.bmp Cupcakes.bmp 38 19 0 u 3 1 793.66 1.12 1.60 
BM2_295 0 1 2 10 6.501769e+01 Laffytaffyred_one.bmp PopTartsStrawberry.bmp 14 12 0 u 1 1 910.94 1.67 1.71 
BM2_295 0 1 2 11 6.802454e+01 HoHo.bmp Twinkie.bmp 53 47 1 i 2 1 1296.09 0.65 0.79 
BM2_295 0 1 2 12 7.101469e+01 HoHo.bmp Milkduds.bmp 53 52 1 u 2 0 1481.94 0.65 0.72 
BM2_295 0 1 2 13 7.402155e+01 ChipsAhoy_small.bmp Hersheymilk_several.bmp 18 40 1 i 4 1 1131.08 1.60 1.06 
BM2_295 0 1 2 14 8.402769e+01 PopTartsStrawberry.bmp AnimalCrackers.bmp 12 10 1 i 1 1 1228.93 1.71 2.00 
BM2_295 0 1 2 15 8.701784e+01 Sourpatch.bmp BabyRuth.bmp 23 45 1 u 3 0 942.79 1.41 0.89 
BM2_295 0 1 2 16 9.702399e+01 PayDay.bmp Sourpatch.bmp 41 23 0 i 3 0 968.63 1.05 1.41 
BM2_295 0 1 2 17 1.000141e+02 Riprolls.bmp AnimalCrackers.bmp 11 10 1 u 1 0 786.48 1.79 2.00 
BM2_295 0 1 2 18 1.030210e+02 AnimalCrackers.bmp Laysclassic.bmp 10 8 0 u 1 1 1179.63 2.00 2.07 
BM2_295 0 1 2 19 1.070134e+02 PringlesRed.bmp ChipsAhoy_small.bmp 43 18 0 u 4 1 1403.20 0.99 1.60 
BM2_295 0 1 2 20 1.110226e+02 MrGoodbar.bmp Sourpatch.bmp 38 23 0 i 3 0 874.05 1.12 1.41 
BM2_295 0 1 2 21 1.150150e+02 KitKat_small.bmp 3Musketeers.bmp 21 44 1 u 4 0 1377.62 1.51 0.91 
BM2_295 0 1 2 22 1.210120e+02 Twinkie.bmp MilkyWay.bmp 47 50 0 i 2 0 1044.61 0.79 0.73 
BM2_295 0 1 2 23 1.250212e+02 KitKat_small.bmp Hersheymilk_several.bmp 21 40 1 u 4 0 971.47 1.51 1.06 
BM2_295 0 1 2 24 1.340250e+02 Twix.bmp MilkyWay.bmp 48 50 0 x 2 999 999000.00 0.78 0.73 
BM2_295 0 1 2 25 1.420266e+02 SnoBall.bmp Milkduds.bmp 46 52 1 i 2 1 1054.03 0.85 0.72 
BM2_295 0 1 2 26 1.460190e+02 Butterfinger.bmp Twix.bmp 49 48 1 i 2 1 1309.60 0.74 0.78 
BM2_295 0 1 2 27 1.490259e+02 FigNewton_small.bmp Lollipopred.bmp 22 39 1 u 4 0 942.74 1.42 1.11 
BM2_295 0 1 2 28 1.530183e+02 Twinkie.bmp SnoBall.bmp 47 46 0 i 2 0 1142.30 0.79 0.85 
BM2_295 0 1 2 29 1.560252e+02 KitKat_small.bmp Lollipopred.bmp 21 39 1 i 4 1 1127.45 1.51 1.11 
BM2_295 0 1 2 30 1.600176e+02 PringlesRed.bmp Cheezits.bmp 43 17 0 u 4 1 1151.01 0.99 1.62 
BM2_295 0 1 2 31 1.630245e+02 Butterfinger.bmp Twinkie.bmp 49 47 1 u 2 0 1424.16 0.74 0.79 
BM2_295 0 1 2 32 1.690215e+02 Laysclassic.bmp FlamingCheetos.bmp 8 13 1 u 1 0 1331.15 2.07 1.70 
BM2_295 0 1 2 33 1.720116e+02 Hersheykisses.bmp Cupcakes.bmp 42 19 0 u 3 1 1165.00 0.99 1.60 
BM2_295 0 1 2 34 1.760208e+02 PopTartsStrawberry.bmp FlamingCheetos.bmp 12 13 1 u 1 0 1083.86 1.71 1.70 
BM2_295 0 1 2 35 1.810155e+02 3Musketeers.bmp FigNewton_small.bmp 44 22 0 i 4 0 1025.14 0.91 1.42 
BM2_295 0 1 2 36 1.840223e+02 Lollipopred.bmp ChipsAhoy_small.bmp 39 18 0 u 4 1 1250.28 1.11 1.60 
BM2_295 0 1 2 37 1.870125e+02 3Musketeers.bmp ChipsAhoy_small.bmp 44 18 0 i 4 0 1012.13 0.91 1.60 
BM2_295 0 1 2 38 1.900193e+02 Butterfinger.bmp 100grand_small.bmp 49 51 1 u 2 0 1253.28 0.74 0.72 
BM2_295 0 1 2 39 1.930262e+02 Cupcakes.bmp PayDay.bmp 19 41 1 i 3 1 870.42 1.60 1.05 
BM2_295 0 1 2 40 1.970186e+02 HoHo.bmp 100grand_small.bmp 53 51 1 i 2 1 1197.99 0.65 0.72 
BM2_295 0 1 2 41 2.020134e+02 3Musketeers.bmp Cheezits.bmp 44 17 0 i 4 0 1307.27 0.91 1.62 
BM2_295 0 1 2 42 2.060225e+02 Hersheykisses.bmp Sourpatch.bmp 42 23 0 i 3 0 1090.13 0.99 1.41 
BM2_295 0 1 2 43 2.100149e+02 BabyRuth.bmp Cupcakes.bmp 45 19 0 u 3 1 1153.69 0.89 1.60 
BM2_295 0 1 2 44 2.140241e+02 Twix.bmp SnoBall.bmp 48 46 0 u 2 1 1264.55 0.78 0.85 
BM2_295 0 1 2 45 2.200211e+02 Laffytaffyred_one.bmp Riprolls.bmp 14 11 0 x 1 999 999000.00 1.67 1.79 
BM2_295 0 1 2 46 2.260181e+02 Granolabar.bmp FlamingCheetos.bmp 15 13 1 u 1 0 814.54 1.66 1.70 
BM2_295 0 1 2 47 2.310128e+02 Granolabar.bmp Laffytaffyred_one.bmp 15 14 1 i 1 1 1211.82 1.66 1.67 
BM2_295 0 1 2 48 2.380121e+02 Riprolls.bmp FlamingCheetos.bmp 11 13 1 u 1 0 852.53 1.79 1.70 
BM2_295 0 1 2 49 2.420212e+02 SnoBall.bmp 100grand_small.bmp 46 51 1 i 2 1 1147.39 0.85 0.72 
BM2_295 0 1 2 50 2.520274e+02 Butterfinger.bmp Milkduds.bmp 49 52 1 i 2 1 1101.24 0.74 0.72 
BM2_295 0 1 2 51 2.620168e+02 Hersheykisses.bmp Oreos.bmp 42 20 0 i 3 0 1247.80 0.99 1.57 
BM2_295 0 1 2 52 2.660260e+02 Oreos.bmp BabyRuth.bmp 20 45 1 u 3 0 982.67 1.57 0.89 
BM2_295 0 1 2 53 2.730252e+02 Lollipopred.bmp Cheezits.bmp 39 17 0 u 4 1 1391.38 1.11 1.62 
BM2_295 0 1 2 54 2.770177e+02 MilkyWay.bmp 100grand_small.bmp 50 51 1 u 2 0 1334.94 0.73 0.72 
BM2_295 0 1 2 55 2.810268e+02 HoHo.bmp Twix.bmp 53 48 1 i 2 1 1029.80 0.65 0.78 
BM2_295 0 1 2 56 2.850193e+02 MilkyWay.bmp Milkduds.bmp 50 52 1 u 2 0 1157.36 0.73 0.72 
BM2_295 0 1 2 57 2.880261e+02 FigNewton_small.bmp PringlesRed.bmp 22 43 1 u 4 0 1086.51 1.42 0.99 
BM2_295 0 1 2 58 2.910163e+02 Goldfish.bmp Granolabar.bmp 9 15 0 u 1 1 1408.36 2.03 1.66 
