subjid runtrial onsettime Name resp_choc RT order
BM2_263 1 3.139073e-02 AnimalCrackers.bmp 999 999 2 
BM2_263 2 2.016795e+00 Milano.bmp 1 1.036775e+00 2 
BM2_263 3 5.003354e+00 PopTartsStrawberry.bmp 0 7.222128e-01 2 
BM2_263 4 7.005509e+00 Lollipopred.bmp 0 7.120577e-01 2 
BM2_263 5 1.401305e+01 Chocolate_mm.bmp 0 6.965113e-01 2 
BM2_263 6 1.601521e+01 3Musketeers.bmp 0 1.166353e+00 2 
BM2_263 7 1.800075e+01 Almondjoy.bmp 1 7.488141e-01 2 
BM2_263 8 2.200506e+01 Reeses.bmp 1 7.765026e-01 2 
BM2_263 9 2.601139e+01 Twix.bmp 1 8.421788e-01 2 
BM2_263 10 3.001363e+01 SourSkittles.bmp 0 6.639335e-01 2 
BM2_263 11 3.301694e+01 Oreos.bmp 0 7.006299e-01 2 
BM2_263 12 3.901128e+01 HoHo.bmp 1 6.982922e-01 2 
BM2_263 13 4.401210e+01 Toberlorone.bmp 1 8.414640e-01 2 
BM2_263 14 4.900082e+01 Dots_one.bmp 1 6.606934e-01 2 
BM2_263 15 5.501123e+01 Keeblerfudgestripes.bmp 1 7.303348e-01 2 
BM2_263 16 5.801091e+01 Laysclassic.bmp 1 8.106526e-01 2 
BM2_263 17 6.800463e+01 Jollyrancherred.bmp 999 999 2 
BM2_263 18 7.401110e+01 Streusel.bmp 1 7.064660e-01 2 
BM2_263 19 7.601319e+01 Twinkie.bmp 1 8.083742e-01 2 
BM2_263 20 7.801535e+01 Fritos.bmp 0 9.182156e-01 2 
BM2_263 21 8.901082e+01 Milkduds.bmp 999 999 2 
BM2_263 22 9.301485e+01 Laffytaffyred_one.bmp 1 6.787195e-01 2 
BM2_263 23 9.800356e+01 100grand_small.bmp 1 6.660043e-01 2 
BM2_263 24 1.090154e+02 Skittles.bmp 0 8.621427e-01 2 
BM2_263 25 1.150052e+02 Doritosranch.bmp 1 8.963525e-01 2 
BM2_263 26 1.180116e+02 CheesyDoritos.bmp 0 8.099893e-01 2 
BM2_263 27 1.200112e+02 FlamingCheetos.bmp 1 7.943810e-01 2 
BM2_263 28 1.230138e+02 Butterfinger.bmp 1 8.076689e-01 2 
BM2_263 29 1.250160e+02 Cheezits.bmp 0 1.037571e+00 2 
BM2_263 30 1.270015e+02 Funyuns_small.bmp 0 7.320911e-01 2 
BM2_263 31 1.300048e+02 Sourpatch.bmp 1 6.487848e-01 2 
BM2_263 32 1.320111e+02 PayDay.bmp 1 8.185003e-01 2 
BM2_263 33 1.340116e+02 Nutterbutter.bmp 0 8.259745e-01 2 
BM2_263 34 1.400156e+02 FamousAmos_small.bmp 1 9.981198e-01 2 
BM2_263 35 1.440032e+02 Slimjim.bmp 1 6.903841e-01 2 
BM2_263 36 1.460053e+02 Cheetos.bmp 1 6.882798e-01 2 
BM2_263 37 1.530128e+02 ChipsAhoy_small.bmp 1 6.567334e-01 2 
BM2_263 38 1.560161e+02 Snickers.bmp 0 6.374991e-01 2 
BM2_263 39 1.600037e+02 KitKat_small.bmp 1 7.298681e-01 2 
BM2_263 40 1.630111e+02 BabyRuth.bmp 1 6.265011e-01 2 
BM2_263 41 1.680123e+02 MrGoodbar.bmp 1 6.892414e-01 2 
BM2_263 42 1.700145e+02 SnoBall.bmp 1 8.550233e-01 2 
BM2_263 43 1.720000e+02 TeddyGrahamschocolate.bmp 1 6.056059e-01 2 
BM2_263 44 1.760043e+02 MilkyWay.bmp 1 7.212899e-01 2 
BM2_263 45 1.860151e+02 Hersheymilk_several.bmp 0 7.744545e-01 2 
BM2_263 46 1.930059e+02 Goldfish.bmp 1 6.716352e-01 2 
BM2_263 47 1.990124e+02 Whatchamacallit.bmp 1 6.571674e-01 2 
BM2_263 48 2.030167e+02 Granolabar.bmp 1 9.088583e-01 2 
BM2_263 49 2.050022e+02 RitzBitz2.bmp 1 1.171379e+00 2 
BM2_263 50 2.100116e+02 FrootLoops.bmp 1 5.939851e-01 2 
BM2_263 51 2.170152e+02 Cupcakes.bmp 1 9.343557e-01 2 
BM2_263 52 2.230049e+02 Hersheykisses.bmp 1 8.406514e-01 2 
BM2_263 53 2.280113e+02 Riprolls.bmp 1 9.622514e-01 2 
BM2_263 54 2.310135e+02 PringlesRed.bmp 1 8.240190e-01 2 
BM2_263 55 2.360023e+02 PopTartsCinnamon.bmp 1 7.953098e-01 2 
BM2_263 56 2.380044e+02 Ghiradelli_milk.bmp 1 8.491477e-01 2 
BM2_263 57 2.410108e+02 Ghiradelli_milk_Almonds.bmp 1 6.267826e-01 2 
BM2_263 58 2.430113e+02 FigNewton_small.bmp 0 8.262445e-01 2 
BM2_263 59 2.450120e+02 PeanutMMs.bmp 1 9.616074e-01 2 
BM2_263 60 2.480152e+02 Jollyranchergreen.bmp 1 7.263674e-01 2 
