subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidLeft bidRight 
BM2_293 0 1 1 1 2.005625e+00 Twinkie.bmp SourSkittles.bmp 43 21 0 x 4 999 999000.00 1.02 1.50 
BM2_293 0 1 1 2 1.100949e+01 Oreos.bmp Chocolate_mm.bmp 42 16 0 i 3 0 759.39 1.02 1.51 
BM2_293 0 1 1 3 1.401636e+01 MilkyWay.bmp Twix.bmp 18 44 1 i 4 1 616.50 1.51 1.02 
BM2_293 0 1 1 4 1.901108e+01 Twinkie.bmp Funyuns_small.bmp 43 17 0 i 4 0 549.79 1.02 1.51 
BM2_293 0 1 1 5 2.801495e+01 Butterfinger.bmp FlamingCheetos.bmp 15 13 1 u 1 0 665.93 1.52 1.53 
BM2_293 0 1 1 6 3.401195e+01 MrGoodbar.bmp Ghiradelli_milk.bmp 8 9 1 u 1 0 588.92 1.99 1.98 
BM2_293 0 1 1 7 3.701881e+01 KitKat_small.bmp Almondjoy.bmp 10 12 0 i 1 0 566.06 1.75 1.54 
BM2_293 0 1 1 8 5.001512e+01 Doritosranch.bmp Cheezits.bmp 53 51 1 i 2 1 561.75 0.75 0.76 
BM2_293 0 1 1 9 6.002127e+01 Cheezits.bmp Whatchamacallit.bmp 51 50 0 i 2 0 771.61 0.76 1.01 
BM2_293 0 1 1 10 6.501599e+01 Cheezits.bmp SnoBall.bmp 51 49 0 i 2 0 968.88 0.76 1.01 
BM2_293 0 1 1 11 6.800615e+01 MilkyWay.bmp 3Musketeers.bmp 18 39 1 i 4 1 842.72 1.51 1.02 
BM2_293 0 1 1 12 7.101300e+01 FrootLoops.bmp FigNewton_small.bmp 22 40 1 i 4 1 1067.87 1.49 1.02 
BM2_293 0 1 1 13 7.401985e+01 Goldfish.bmp Butterfinger.bmp 14 15 0 i 1 0 821.02 1.53 1.52 
BM2_293 0 1 1 14 8.400930e+01 PeanutMMs.bmp KitKat_small.bmp 11 10 1 i 1 1 703.57 1.71 1.75 
BM2_293 0 1 1 15 8.701616e+01 Granolabar.bmp Laysclassic.bmp 46 47 1 i 2 1 784.71 1.01 1.01 
BM2_293 0 1 1 16 9.702231e+01 Milkduds.bmp PopTartsStrawberry.bmp 38 23 0 i 3 0 906.56 1.03 1.49 
BM2_293 0 1 1 17 1.000125e+02 3Musketeers.bmp SourSkittles.bmp 39 21 0 i 4 0 932.41 1.02 1.50 
BM2_293 0 1 1 18 1.030193e+02 FlamingCheetos.bmp Almondjoy.bmp 13 12 0 i 1 0 741.55 1.53 1.54 
BM2_293 0 1 1 19 1.070118e+02 Milkduds.bmp Keeblerfudgestripes.bmp 38 19 0 i 3 0 909.11 1.03 1.50 
BM2_293 0 1 1 20 1.110209e+02 BabyRuth.bmp PopTartsStrawberry.bmp 45 23 0 i 3 0 939.98 1.01 1.49 
BM2_293 0 1 1 21 1.150133e+02 SourSkittles.bmp Twix.bmp 21 44 1 i 4 1 851.54 1.50 1.02 
BM2_293 0 1 1 22 1.210103e+02 BabyRuth.bmp Keeblerfudgestripes.bmp 45 19 0 i 3 0 726.53 1.01 1.50 
BM2_293 0 1 1 23 1.250195e+02 Riprolls.bmp Milkduds.bmp 20 38 1 i 3 1 965.37 1.50 1.03 
BM2_293 0 1 1 24 1.340067e+02 Laysclassic.bmp SnoBall.bmp 47 49 0 u 2 1 674.22 1.01 1.01 
BM2_293 0 1 1 25 1.420082e+02 Whatchamacallit.bmp Reeses.bmp 50 52 1 i 2 1 776.65 1.01 0.76 
BM2_293 0 1 1 26 1.460174e+02 3Musketeers.bmp FrootLoops.bmp 39 22 0 u 4 1 935.50 1.02 1.49 
BM2_293 0 1 1 27 1.490075e+02 FrootLoops.bmp Twix.bmp 22 44 1 i 4 1 657.35 1.49 1.02 
BM2_293 0 1 1 28 1.530167e+02 Butterfinger.bmp KitKat_small.bmp 15 10 1 i 1 1 616.21 1.52 1.75 
BM2_293 0 1 1 29 1.560068e+02 Oreos.bmp Keeblerfudgestripes.bmp 42 19 0 i 3 0 658.06 1.02 1.50 
BM2_293 0 1 1 30 1.600160e+02 Goldfish.bmp PeanutMMs.bmp 14 11 0 i 1 0 776.92 1.53 1.71 
BM2_293 0 1 1 31 1.630061e+02 Reeses.bmp SnoBall.bmp 52 49 0 u 2 1 650.76 0.76 1.01 
BM2_293 0 1 1 32 1.690198e+02 Funyuns_small.bmp FigNewton_small.bmp 17 40 1 u 4 0 693.05 1.51 1.02 
BM2_293 0 1 1 33 1.720100e+02 Chocolate_mm.bmp BabyRuth.bmp 16 45 1 u 3 0 678.90 1.51 1.01 
BM2_293 0 1 1 34 1.760191e+02 3Musketeers.bmp Funyuns_small.bmp 39 17 0 i 4 0 549.76 1.02 1.51 
BM2_293 0 1 1 35 1.810138e+02 Riprolls.bmp Laffytaffyred_one.bmp 20 41 1 u 3 0 683.04 1.50 1.02 
BM2_293 0 1 1 36 1.840207e+02 FlamingCheetos.bmp MrGoodbar.bmp 13 8 0 i 1 0 652.18 1.53 1.99 
BM2_293 0 1 1 37 1.870108e+02 Goldfish.bmp MrGoodbar.bmp 14 8 0 i 1 0 598.03 1.53 1.99 
BM2_293 0 1 1 38 1.900177e+02 Reeses.bmp Granolabar.bmp 52 46 0 u 2 1 647.17 0.76 1.01 
BM2_293 0 1 1 39 1.930079e+02 Chocolate_mm.bmp Laffytaffyred_one.bmp 16 41 1 u 3 0 657.02 1.51 1.02 
BM2_293 0 1 1 40 1.970170e+02 Riprolls.bmp BabyRuth.bmp 20 45 1 u 3 0 591.88 1.50 1.01 
BM2_293 0 1 1 41 2.020117e+02 SnoBall.bmp PopTartsCinnamon.bmp 49 48 1 i 2 1 1005.16 1.01 1.01 
BM2_293 0 1 1 42 2.060209e+02 PopTartsCinnamon.bmp Whatchamacallit.bmp 48 50 0 i 2 0 900.02 1.01 1.01 
BM2_293 0 1 1 43 2.100133e+02 PeanutMMs.bmp Ghiradelli_milk.bmp 11 9 1 u 1 0 539.58 1.71 1.98 
BM2_293 0 1 1 44 2.140057e+02 Chocolate_mm.bmp Milkduds.bmp 16 38 1 u 3 0 723.14 1.51 1.03 
