subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidLeft bidRight 
BM2_298 0 2 1 1 2.006412e+00 Almondjoy.bmp Reeses.bmp 52 46 1 i 2 1 1075.20 1.02 1.07 
BM2_298 0 2 1 2 1.201256e+01 MilkyWay.bmp KitKat_small.bmp 15 14 0 i 1 0 789.05 1.67 1.67 
BM2_298 0 2 1 3 1.501942e+01 RitzBitz2.bmp Hersheymilk_several.bmp 22 44 1 i 3 1 902.19 1.49 1.09 
BM2_298 0 2 1 4 1.800957e+01 Keeblerfudgestripes.bmp HoHo.bmp 8 13 0 u 1 1 792.04 1.75 1.67 
BM2_298 0 2 1 5 2.201871e+01 Chocolate_mm.bmp Nutterbutter.bmp 39 21 0 u 3 1 942.91 1.13 1.52 
BM2_298 0 2 1 6 2.601115e+01 Twix.bmp Almondjoy.bmp 50 52 0 u 2 1 822.47 1.04 1.02 
BM2_298 0 2 1 7 3.002029e+01 AnimalCrackers.bmp Ghiradelli_milk.bmp 42 23 0 i 4 0 661.32 1.11 1.48 
BM2_298 0 2 1 8 3.401272e+01 PringlesRed.bmp Ghiradelli_milk.bmp 41 23 0 i 4 0 1172.90 1.11 1.48 
BM2_298 0 2 1 9 4.000973e+01 MilkyWay.bmp Slimjim.bmp 15 9 0 u 1 1 975.89 1.67 1.71 
BM2_298 0 2 1 10 4.401887e+01 Keeblerfudgestripes.bmp Oreos.bmp 8 10 0 u 1 1 630.74 1.75 1.71 
BM2_298 0 2 1 11 4.700902e+01 Jollyranchergreen.bmp Sourpatch.bmp 45 20 0 i 4 0 928.60 1.08 1.53 
BM2_298 0 2 1 12 5.001588e+01 Jollyranchergreen.bmp Funyuns_small.bmp 45 16 0 i 4 0 833.74 1.08 1.62 
BM2_298 0 2 1 13 5.400831e+01 Hersheykisses.bmp Nutterbutter.bmp 43 21 0 i 3 0 953.30 1.10 1.52 
BM2_298 0 2 1 14 6.301217e+01 MilkyWay.bmp Oreos.bmp 15 10 0 i 1 0 637.44 1.67 1.71 
BM2_298 0 2 1 15 7.001147e+01 Ghiradelli_milk_Almonds.bmp Slimjim.bmp 12 9 0 i 1 0 542.14 1.67 1.71 
BM2_298 0 2 1 16 7.500619e+01 Sourpatch.bmp Fritos.bmp 20 38 1 u 4 0 675.43 1.53 1.15 
BM2_298 0 2 1 17 7.901532e+01 FigNewton_small.bmp 100grand_small.bmp 40 17 0 i 3 0 1218.29 1.13 1.60 
BM2_298 0 2 1 18 8.200547e+01 Reeses.bmp PopTartsStrawberry.bmp 46 51 0 i 2 0 812.14 1.07 1.03 
BM2_298 0 2 1 19 8.601462e+01 Oreos.bmp Ghiradelli_milk_Almonds.bmp 10 12 1 u 1 0 731.00 1.71 1.67 
BM2_298 0 2 1 20 9.501847e+01 PopTartsStrawberry.bmp TeddyGrahamschocolate.bmp 51 49 1 i 2 1 687.14 1.03 1.04 
BM2_298 0 2 1 21 1.000132e+02 TeddyGrahamschocolate.bmp FrootLoops.bmp 49 47 0 u 2 1 620.42 1.04 1.04 
BM2_298 0 2 1 22 1.030200e+02 PringlesRed.bmp Funyuns_small.bmp 41 16 0 u 4 1 733.56 1.11 1.62 
BM2_298 0 2 1 23 1.060102e+02 Hersheykisses.bmp RitzBitz2.bmp 43 22 0 i 3 0 575.42 1.10 1.49 
BM2_298 0 2 1 24 1.100193e+02 Sourpatch.bmp AnimalCrackers.bmp 20 42 1 u 4 0 870.27 1.53 1.11 
BM2_298 0 2 1 25 1.130095e+02 HoHo.bmp MilkyWay.bmp 13 15 1 u 1 0 720.13 1.67 1.67 
BM2_298 0 2 1 26 1.160163e+02 Goldfish.bmp Reeses.bmp 48 46 1 u 2 0 753.27 1.04 1.07 
BM2_298 0 2 1 27 1.250202e+02 Streusel.bmp FigNewton_small.bmp 18 40 1 i 3 1 989.41 1.56 1.13 
BM2_298 0 2 1 28 1.280104e+02 FigNewton_small.bmp Nutterbutter.bmp 40 21 0 i 3 0 1103.26 1.13 1.52 
BM2_298 0 2 1 29 1.320195e+02 Hersheykisses.bmp 100grand_small.bmp 43 17 0 i 3 0 726.13 1.10 1.60 
BM2_298 0 2 1 30 1.370142e+02 Butterfinger.bmp PringlesRed.bmp 19 41 1 i 4 1 731.40 1.53 1.11 
BM2_298 0 2 1 31 1.500105e+02 Ghiradelli_milk.bmp Fritos.bmp 23 38 1 u 4 0 807.11 1.48 1.15 
BM2_298 0 2 1 32 1.530174e+02 Keeblerfudgestripes.bmp Slimjim.bmp 8 9 0 u 1 1 576.25 1.75 1.71 
BM2_298 0 2 1 33 1.560075e+02 Dots_one.bmp PopTartsStrawberry.bmp 53 51 0 i 2 0 754.10 1.00 1.03 
BM2_298 0 2 1 34 1.620212e+02 RitzBitz2.bmp Chocolate_mm.bmp 22 39 1 u 3 0 764.40 1.49 1.13 
BM2_298 0 2 1 35 1.660137e+02 Funyuns_small.bmp Fritos.bmp 16 38 1 i 4 1 651.96 1.62 1.15 
BM2_298 0 2 1 36 1.700228e+02 Funyuns_small.bmp AnimalCrackers.bmp 16 42 1 u 4 0 706.82 1.62 1.11 
BM2_298 0 2 1 37 1.730129e+02 Hersheykisses.bmp Streusel.bmp 43 18 0 i 3 0 564.67 1.10 1.56 
BM2_298 0 2 1 38 1.790100e+02 AnimalCrackers.bmp Butterfinger.bmp 42 19 0 i 4 0 831.66 1.11 1.53 
BM2_298 0 2 1 39 1.830191e+02 Almondjoy.bmp TeddyGrahamschocolate.bmp 52 49 1 i 2 1 918.53 1.02 1.04 
BM2_298 0 2 1 40 1.890161e+02 Chocolate_mm.bmp Streusel.bmp 39 18 0 i 3 0 1081.52 1.13 1.56 
BM2_298 0 2 1 41 1.940108e+02 Sourpatch.bmp PringlesRed.bmp 20 41 1 u 4 0 614.81 1.53 1.11 
BM2_298 0 2 1 42 2.040170e+02 FrootLoops.bmp Reeses.bmp 47 46 1 i 2 1 856.66 1.04 1.07 
BM2_298 0 2 1 43 2.140064e+02 Butterfinger.bmp Fritos.bmp 19 38 1 u 4 0 675.23 1.53 1.15 
BM2_298 0 2 1 44 2.220080e+02 PopTartsStrawberry.bmp Twix.bmp 51 50 1 u 2 0 673.65 1.03 1.04 
BM2_298 0 2 1 45 2.260171e+02 KitKat_small.bmp BabyRuth.bmp 14 11 1 u 1 0 616.51 1.67 1.68 
BM2_298 0 2 1 46 2.290073e+02 Goldfish.bmp TeddyGrahamschocolate.bmp 48 49 1 i 2 1 1018.36 1.04 1.04 
BM2_298 0 2 1 47 2.320141e+02 BabyRuth.bmp HoHo.bmp 11 13 0 i 1 0 867.51 1.68 1.67 
BM2_298 0 2 1 48 2.350210e+02 Jollyranchergreen.bmp Butterfinger.bmp 45 19 0 i 4 0 676.65 1.08 1.53 
BM2_298 0 2 1 49 2.430225e+02 Slimjim.bmp BabyRuth.bmp 9 11 1 u 1 0 739.08 1.71 1.68 
BM2_298 0 2 1 50 2.460127e+02 100grand_small.bmp Hersheymilk_several.bmp 17 44 1 u 3 0 996.93 1.60 1.09 
BM2_298 0 2 1 51 2.540143e+02 100grand_small.bmp Chocolate_mm.bmp 17 39 1 i 3 1 867.36 1.60 1.13 
BM2_298 0 2 1 52 2.610135e+02 Dots_one.bmp Almondjoy.bmp 53 52 0 i 2 0 708.07 1.00 1.02 
BM2_298 0 2 1 53 2.640204e+02 Dots_one.bmp FrootLoops.bmp 53 47 0 u 2 1 885.22 1.00 1.04 
BM2_298 0 2 1 54 2.710197e+02 Twix.bmp Goldfish.bmp 50 48 0 u 2 1 813.93 1.04 1.04 
BM2_298 0 2 1 55 2.750121e+02 Ghiradelli_milk_Almonds.bmp HoHo.bmp 12 13 0 i 1 0 653.50 1.67 1.67 
BM2_298 0 2 1 56 2.840160e+02 Streusel.bmp Hersheymilk_several.bmp 18 44 1 u 3 0 1105.64 1.56 1.09 
BM2_298 0 2 1 57 2.880084e+02 RitzBitz2.bmp FigNewton_small.bmp 22 40 1 u 3 0 769.21 1.49 1.13 
BM2_298 0 2 1 58 3.020070e+02 Oreos.bmp BabyRuth.bmp 10 11 1 u 1 0 794.63 1.71 1.68 
BM2_298 0 2 1 59 3.050138e+02 Nutterbutter.bmp Hersheymilk_several.bmp 21 44 1 u 3 0 979.78 1.52 1.09 
BM2_298 0 2 1 60 3.080207e+02 Goldfish.bmp Dots_one.bmp 48 53 1 u 2 0 748.92 1.04 1.00 
BM2_298 0 2 1 61 3.110108e+02 FrootLoops.bmp Twix.bmp 47 50 1 i 2 1 630.78 1.04 1.04 
BM2_298 0 2 1 62 3.140177e+02 Ghiradelli_milk.bmp Jollyranchergreen.bmp 23 45 1 u 4 0 951.92 1.48 1.08 
BM2_298 0 2 1 63 3.170078e+02 KitKat_small.bmp Ghiradelli_milk_Almonds.bmp 14 12 1 u 1 0 649.77 1.67 1.67 
BM2_298 0 2 1 64 3.200147e+02 Keeblerfudgestripes.bmp KitKat_small.bmp 8 14 0 i 1 0 482.92 1.75 1.67 
