subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidLeft bidRight 
BM2_272 0 2 2 1 2.023470e+00 Nutterbutter.bmp Fritos.bmp 40 22 0 i 3 0 997.72 0.02 0.13 
BM2_272 0 2 2 2 1.102734e+01 Cupcakes.bmp Dots_one.bmp 46 47 0 i 2 0 553.86 0.01 0.01 
BM2_272 0 2 2 3 1.401750e+01 Granolabar.bmp Cheetos.bmp 11 13 0 u 1 1 747.69 1.50 1.49 
BM2_272 0 2 2 4 1.901221e+01 Hersheykisses.bmp Snickers.bmp 48 53 1 i 2 1 1064.98 0.01 0.01 
BM2_272 0 2 2 5 2.801608e+01 BabyRuth.bmp SnoBall.bmp 44 18 0 i 3 0 837.11 0.01 0.53 
BM2_272 0 2 2 6 3.401309e+01 Toberlorone.bmp FigNewton_small.bmp 42 20 0 i 4 0 784.11 0.02 0.51 
BM2_272 0 2 2 7 3.701994e+01 Ghiradelli_milk_Almonds.bmp Almondjoy.bmp 38 23 0 i 4 0 745.25 0.02 0.11 
BM2_272 0 2 2 8 5.001624e+01 FigNewton_small.bmp Reeses.bmp 20 41 1 u 4 0 660.95 0.51 0.02 
BM2_272 0 2 2 9 6.002239e+01 PayDay.bmp HoHo.bmp 51 49 1 i 2 1 1126.80 0.01 0.01 
BM2_272 0 2 2 10 6.501711e+01 100grand_small.bmp SourSkittles.bmp 43 21 0 i 3 0 924.08 0.01 0.19 
BM2_272 0 2 2 11 6.802397e+01 Hersheykisses.bmp HoHo.bmp 48 49 1 i 2 1 853.23 0.01 0.01 
BM2_272 0 2 2 12 7.101412e+01 Riprolls.bmp Cheetos.bmp 12 13 0 i 1 0 919.08 1.49 1.49 
BM2_272 0 2 2 13 7.402097e+01 PringlesRed.bmp Reeses.bmp 16 41 1 u 4 0 728.21 0.74 0.02 
BM2_272 0 2 2 14 8.402712e+01 BabyRuth.bmp Fritos.bmp 44 22 0 i 3 0 714.07 0.01 0.13 
BM2_272 0 2 2 15 8.701727e+01 PayDay.bmp Oreos.bmp 51 50 1 i 2 1 1019.92 0.01 0.01 
BM2_272 0 2 2 16 9.702341e+01 Sourpatch.bmp Jollyrancherred.bmp 15 10 0 i 1 0 957.78 1.02 1.95 
BM2_272 0 2 2 17 1.000136e+02 SourSkittles.bmp Lollipopred.bmp 21 39 1 u 3 0 1319.62 0.19 0.02 
BM2_272 0 2 2 18 1.030204e+02 Ghiradelli_milk_Almonds.bmp Doritosranch.bmp 38 19 0 i 4 0 648.77 0.02 0.51 
BM2_272 0 2 2 19 1.070129e+02 FrootLoops.bmp Granolabar.bmp 14 11 1 u 1 0 856.33 1.07 1.50 
BM2_272 0 2 2 20 1.110220e+02 PringlesRed.bmp Toberlorone.bmp 16 42 1 u 4 0 807.19 0.74 0.02 
BM2_272 0 2 2 21 1.150144e+02 Nutterbutter.bmp Twinkie.bmp 40 17 0 i 3 0 846.76 0.02 0.55 
BM2_272 0 2 2 22 1.210282e+02 PringlesRed.bmp Butterfinger.bmp 16 45 1 u 4 0 809.04 0.74 0.01 
BM2_272 0 2 2 23 1.250206e+02 SnoBall.bmp 100grand_small.bmp 18 43 1 u 3 0 952.61 0.53 0.01 
BM2_272 0 2 2 24 1.340244e+02 HoHo.bmp Slimjim.bmp 49 52 0 i 2 0 1028.75 0.01 0.01 
BM2_272 0 2 2 25 1.420260e+02 Doritosranch.bmp Butterfinger.bmp 19 45 1 u 4 0 827.17 0.51 0.01 
BM2_272 0 2 2 26 1.460185e+02 SnoBall.bmp Lollipopred.bmp 18 39 1 u 3 0 802.73 0.53 0.02 
BM2_272 0 2 2 27 1.490253e+02 Cupcakes.bmp Hersheykisses.bmp 46 48 0 u 2 1 1003.88 0.01 0.01 
BM2_272 0 2 2 28 1.530177e+02 Laysclassic.bmp Goldfish.bmp 8 9 0 i 1 0 1139.44 1.99 1.97 
BM2_272 0 2 2 29 1.560246e+02 Ghiradelli_milk_Almonds.bmp FigNewton_small.bmp 38 20 0 i 4 0 612.59 0.02 0.51 
BM2_272 0 2 2 30 1.600170e+02 Toberlorone.bmp Almondjoy.bmp 42 23 0 i 4 0 924.15 0.02 0.11 
BM2_272 0 2 2 31 1.630239e+02 SnoBall.bmp Nutterbutter.bmp 18 40 1 u 3 0 925.30 0.53 0.02 
BM2_272 0 2 2 32 1.690209e+02 FrootLoops.bmp Laysclassic.bmp 14 8 1 u 1 0 888.29 1.07 1.99 
BM2_272 0 2 2 33 1.720278e+02 Butterfinger.bmp Almondjoy.bmp 45 23 0 i 4 0 817.44 0.01 0.11 
