subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidLeft bidRight 
BM2_286 0 2 1 1 2.021935e+00 100grand_small.bmp PeanutMMs.bmp 10 12 1 u 1 0 1062.80 1.23 1.05 
BM2_286 0 2 1 2 1.201138e+01 Oreos.bmp Sourpatch.bmp 9 15 1 u 1 0 1153.35 1.25 1.05 
BM2_286 0 2 1 3 1.501824e+01 TeddyGrahamschocolate.bmp RitzBitz2.bmp 47 46 1 x 2 999 999000.00 0.06 0.06 
BM2_286 0 2 1 4 1.800839e+01 Sourpatch.bmp 100grand_small.bmp 15 10 0 i 1 0 772.34 1.05 1.23 
BM2_286 0 2 1 5 2.201753e+01 Milano.bmp Toberlorone.bmp 40 18 0 u 3 1 851.21 0.51 1.02 
BM2_286 0 2 1 6 2.600996e+01 Ghiradelli_milk.bmp Nutterbutter.bmp 16 45 1 i 4 1 738.77 1.03 0.06 
BM2_286 0 2 1 7 3.001911e+01 Hersheykisses.bmp Slimjim.bmp 42 23 0 i 4 0 993.63 0.27 0.79 
BM2_286 0 2 1 8 3.401154e+01 Fritos.bmp Toberlorone.bmp 39 18 0 i 3 0 961.19 0.53 1.02 
BM2_286 0 2 1 9 4.000855e+01 Milano.bmp FamousAmos_small.bmp 40 21 0 i 3 0 916.19 0.51 0.87 
BM2_286 0 2 1 10 4.401769e+01 PeanutMMs.bmp Doritosranch.bmp 12 13 0 i 1 0 787.05 1.05 1.05 
BM2_286 0 2 1 11 4.700784e+01 PringlesRed.bmp Hersheykisses.bmp 20 42 1 u 4 0 764.90 0.96 0.27 
BM2_286 0 2 1 12 5.001470e+01 Butterfinger.bmp TeddyGrahamschocolate.bmp 53 47 0 i 2 0 854.04 0.03 0.06 
BM2_286 0 2 1 13 5.400713e+01 Hersheymilk_several.bmp Cheetos.bmp 41 19 0 i 4 0 741.61 0.29 1.00 
BM2_286 0 2 1 14 6.301099e+01 Cheetos.bmp Nutterbutter.bmp 19 45 1 u 4 0 873.74 1.00 0.06 
BM2_286 0 2 1 15 7.001028e+01 Hersheykisses.bmp Cheetos.bmp 42 19 0 i 4 0 594.46 0.27 1.00 
BM2_286 0 2 1 16 7.502171e+01 Fritos.bmp FamousAmos_small.bmp 39 21 0 i 3 0 623.03 0.53 0.87 
BM2_286 0 2 1 17 7.901412e+01 ChipsAhoy_small.bmp RitzBitz2.bmp 48 46 1 u 2 0 942.62 0.05 0.06 
BM2_286 0 2 1 18 8.202100e+01 Laysclassic.bmp Milano.bmp 17 40 1 u 3 0 815.74 1.02 0.51 
BM2_286 0 2 1 19 8.601343e+01 Butterfinger.bmp PopTartsStrawberry.bmp 53 51 0 i 2 0 727.31 0.03 0.04 
BM2_286 0 2 1 20 9.501729e+01 FamousAmos_small.bmp Lollipopred.bmp 21 44 1 u 3 0 867.44 0.87 0.06 
BM2_286 0 2 1 21 1.000120e+02 BabyRuth.bmp PringlesRed.bmp 38 20 0 i 4 0 1136.73 0.53 0.96 
BM2_286 0 2 1 22 1.030189e+02 Reeses.bmp Almondjoy.bmp 43 22 0 i 3 0 785.87 0.07 0.79 
BM2_286 0 2 1 23 1.060090e+02 Oreos.bmp Chocolate_mm.bmp 9 8 1 i 1 1 707.71 1.25 1.25 
BM2_286 0 2 1 24 1.100182e+02 ChipsAhoy_small.bmp Butterfinger.bmp 48 53 1 u 2 0 762.57 0.05 0.03 
BM2_286 0 2 1 25 1.130083e+02 FigNewton_small.bmp RitzBitz2.bmp 52 46 1 i 2 1 796.43 0.03 0.06 
BM2_286 0 2 1 26 1.160152e+02 Doritosranch.bmp Funyuns_small.bmp 13 11 1 u 1 0 941.58 1.05 1.23 
BM2_286 0 2 1 27 1.250190e+02 PringlesRed.bmp Hersheymilk_several.bmp 20 41 1 u 4 0 769.71 0.96 0.29 
BM2_286 0 2 1 28 1.280092e+02 PopTartsStrawberry.bmp PayDay.bmp 51 49 1 i 2 1 763.57 0.04 0.05 
BM2_286 0 2 1 29 1.320183e+02 Slimjim.bmp Nutterbutter.bmp 23 45 1 u 4 0 754.42 0.79 0.06 
BM2_286 0 2 1 30 1.370130e+02 Toberlorone.bmp Reeses.bmp 18 43 1 u 3 0 727.71 1.02 0.07 
BM2_286 0 2 1 31 1.500093e+02 BabyRuth.bmp Cheetos.bmp 38 19 0 i 4 0 635.42 0.53 1.00 
BM2_286 0 2 1 32 1.530162e+02 FigNewton_small.bmp Butterfinger.bmp 52 53 1 u 2 0 668.56 0.03 0.03 
BM2_286 0 2 1 33 1.560063e+02 Streusel.bmp FigNewton_small.bmp 50 52 0 u 2 1 678.40 0.05 0.03 
BM2_286 0 2 1 34 1.620200e+02 Funyuns_small.bmp 100grand_small.bmp 11 10 0 u 1 1 792.70 1.23 1.23 
BM2_286 0 2 1 35 1.660125e+02 ChipsAhoy_small.bmp Streusel.bmp 48 50 1 u 2 0 616.26 0.05 0.05 
BM2_286 0 2 1 36 1.700216e+02 PeanutMMs.bmp Snickers.bmp 12 14 0 u 1 1 687.13 1.05 1.05 
BM2_286 0 2 1 37 1.730118e+02 Almondjoy.bmp Milano.bmp 22 40 1 u 3 0 872.97 0.79 0.51 
