Trial	StimName	Liking	RT
1	155.bmp	0.555555555556	15999
2	127.bmp	1.71111111111	3922
3	152.bmp	3.84444444444	6203
4	108.bmp	0.0444444444444	2583
5	110.bmp	4.84444444444	3401
6	148.bmp	0.644444444444	2931
7	121.bmp	1.71111111111	3351
8	144.bmp	0.0666666666667	3654
9	151.bmp	1.71111111111	4251
10	114.bmp	0.6	3580
11	106.bmp	1.8	6568
12	103.bmp	4.86666666667	4540
13	122.bmp	5.95555555556	2716
14	137.bmp	0.711111111111	3983
15	116.bmp	0.0222222222222	3017
16	150.bmp	0.555555555556	3167
17	104.bmp	1.66666666667	2551
18	158.bmp	0.0666666666667	3652
19	141.bmp	0.644444444444	5571
20	113.bmp	6.08888888889	4364
21	157.bmp	0.755555555556	4320
22	142.bmp	1.68888888889	3002
23	115.bmp	4.93333333333	2613
24	120.bmp	5.88888888889	3451
25	149.bmp	0.6	3367
26	160.bmp	2.86666666667	5371
27	140.bmp	0.711111111111	4337
28	101.bmp	1.71111111111	2948
29	118.bmp	4.95555555556	5938
30	147.bmp	4.91111111111	2533
31	134.bmp	1.71111111111	4247
32	159.bmp	0.133333333333	3467
33	109.bmp	0.822222222222	3974
34	119.bmp	0.666666666667	2510
35	130.bmp	0.688888888889	7275
36	123.bmp	2.95555555556	2617
37	105.bmp	3.95555555556	5066
38	146.bmp	0.555555555556	2534
39	102.bmp	0.755555555556	4221
40	107.bmp	0.844444444444	2434
41	112.bmp	2.93333333333	3283
42	136.bmp	0.688888888889	2865
43	145.bmp	0.733333333333	2398
44	132.bmp	0.622222222222	2552
45	139.bmp	0.644444444444	2551
46	131.bmp	0.177777777778	5834
47	133.bmp	1.84444444444	3082
48	126.bmp	1.66666666667	2738
49	156.bmp	0.0888888888889	3267
50	124.bmp	2.86666666667	3816
51	135.bmp	0.666666666667	7388
52	125.bmp	0.0666666666667	5086
53	128.bmp	0.6	4203
54	117.bmp	0.0888888888889	2363
55	154.bmp	0.111111111111	5938
56	111.bmp	1.75555555556	4451
57	153.bmp	0.533333333333	2599
58	129.bmp	0.155555555556	2618
59	138.bmp	0.177777777778	1881
60	143.bmp	0.622222222222	2818
