Trial	StimName	Liking	RT
1	123.bmp	6.97777777778	12937
2	140.bmp	1.77777777778	2931
3	152.bmp	8.0	2448
4	154.bmp	2.73333333333	3786
5	119.bmp	2.55555555556	3247
6	113.bmp	5.97777777778	5369
7	102.bmp	6.06666666667	4423
8	104.bmp	2.77777777778	2029
9	157.bmp	1.71111111111	2600
10	101.bmp	1.62222222222	2097
11	136.bmp	4.8	2817
12	107.bmp	6.97777777778	2282
13	128.bmp	2.88888888889	1853
14	155.bmp	3.84444444444	2013
15	111.bmp	6.86666666667	2496
16	160.bmp	5.95555555556	1834
17	124.bmp	5.93333333333	2816
18	116.bmp	5.8	2451
19	156.bmp	3.75555555556	1779
20	131.bmp	0.733333333333	2202
21	106.bmp	5.95555555556	3282
22	117.bmp	7.08888888889	3669
23	133.bmp	7.95555555556	2532
24	142.bmp	6.97777777778	2013
25	120.bmp	5.82222222222	3266
26	110.bmp	8.02222222222	2233
27	108.bmp	6.86666666667	2485
28	135.bmp	3.68888888889	1782
29	147.bmp	8.02222222222	1918
30	114.bmp	5.97777777778	2113
31	105.bmp	3.64444444444	2749
32	103.bmp	6.02222222222	3652
33	141.bmp	1.84444444444	3150
34	148.bmp	2.86666666667	2081
35	150.bmp	1.62222222222	2182
36	146.bmp	1.55555555556	2032
37	158.bmp	0.466666666667	2436
38	129.bmp	4.73333333333	1895
39	143.bmp	3.88888888889	2650
40	132.bmp	4.75555555556	2751
41	138.bmp	2.91111111111	3020
42	139.bmp	1.57777777778	1982
43	121.bmp	5.91111111111	1896
44	118.bmp	5.88888888889	1950
45	159.bmp	1.66666666667	2383
46	144.bmp	1.64444444444	1818
47	127.bmp	0.533333333333	1533
48	130.bmp	3.77777777778	1648
49	137.bmp	2.55555555556	1766
50	153.bmp	2.82222222222	1946
51	151.bmp	2.62222222222	1650
52	125.bmp	3.68888888889	1549
53	122.bmp	5.88888888889	1682
54	109.bmp	2.88888888889	1770
55	145.bmp	2.75555555556	1629
56	134.bmp	1.64444444444	1514
57	149.bmp	2.82222222222	1300
58	112.bmp	4.71111111111	2200
59	126.bmp	2.66666666667	1579
60	115.bmp	1.73333333333	1465
