subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bf_109	1	1114.jpg	7	10	1	1	1	1	1	1.443128e-02	u	1.474079e+00
BMI_bf_109	1	2240.jpg	27	47	2	1	1	1	1	2.533883e+00	u	8.109407e-01
BMI_bf_109	1	1031.jpg	5	46	3	1	1	0	0	4.402629e+00	i	1.023557e+00
BMI_bf_109	1	1027.jpg	4	50	4	1	1	1	1	6.471542e+00	u	6.647026e-01
BMI_bf_109	1	1262.jpg	13	49	5	1	1	0	0	8.190129e+00	i	7.799584e-01
BMI_bf_109	1	2153.jpg	22	5	6	1	1	0	0	1.002557e+01	i	7.333595e-01
BMI_bf_109	1	2089.jpg	20	13	7	1	1	1	1	1.181087e+01	u	9.731516e-01
BMI_bf_109	1	2043.jpg	16	17	8	1	1	0	0	1.382989e+01	i	8.104661e-01
BMI_bf_109	1	1246.jpg	12	51	9	1	1	0	0	1.569865e+01	i	6.292711e-01
BMI_bf_109	1	1192.jpg	9	44	10	1	1	1	1	1.738395e+01	u	7.891065e-01
BMI_bf_109	1	1007.jpg	1	52	11	1	1	1	1	1.921927e+01	u	6.863678e-01
BMI_bf_109	1	2194.jpg	25	53	12	1	1	1	1	2.095449e+01	u	7.513171e-01
BMI_bf_109	1	5144.jpg	36	0	13	0	1	0	0	2.275650e+01	i	7.605206e-01
BMI_bf_109	1	2248.jpg	28	16	14	1	1	0	0	2.457520e+01	i	8.431352e-01
BMI_bf_109	1	2212.jpg	26	6	15	1	1	0	0	2.647734e+01	i	6.736171e-01
BMI_bf_109	1	1191.jpg	8	56	16	1	1	0	0	2.819600e+01	i	5.525114e-01
BMI_bf_109	1	1019.jpg	3	45	17	1	1	1	1	2.979775e+01	u	9.083313e-01
BMI_bf_109	1	2181.jpg	24	11	18	1	1	0	0	3.175010e+01	i	7.223425e-01
BMI_bf_109	1	2045.jpg	17	9	19	1	1	0	0	3.351863e+01	i	8.663908e-01
BMI_bf_109	1	1210.jpg	10	12	20	1	1	1	1	3.543741e+01	u	6.689932e-01
BMI_bf_109	1	1226.jpg	11	55	21	1	1	0	0	3.715609e+01	i	5.478054e-01
BMI_bf_109	1	2024.jpg	15	48	22	1	1	0	0	3.875784e+01	i	6.561580e-01
BMI_bf_109	1	2128.jpg	21	18	23	1	1	1	1	4.045967e+01	u	6.419083e-01
BMI_bf_109	1	1060.jpg	6	43	24	1	1	0	0	4.214497e+01	i	8.692338e-01
BMI_bf_109	1	2063.jpg	19	7	25	1	1	1	1	4.406382e+01	u	1.245432e+00
BMI_bf_109	1	1017.jpg	2	14	26	1	1	0	0	4.636644e+01	i	7.428956e-01
BMI_bf_109	1	2155.jpg	23	54	27	1	1	0	0	4.815168e+01	i	6.227305e-01
BMI_bf_109	1	2053.jpg	18	8	28	1	1	0	0	4.982020e+01	i	9.005685e-01
BMI_bf_109	1	2006.jpg	14	15	29	1	1	1	1	5.177233e+01	u	7.935335e-01
