2063.jpg	0	1	9.654660e-01	41	
2094.jpg	0	2	8.843456e-01	43	
1035.jpg	12	3	8.710958e-01	7	
2240.jpg	12	4	8.067458e-01	59	
2039.jpg	12	5	8.022092e-01	35	
1262.jpg	12	6	7.867555e-01	30	
1114.jpg	11	7	7.775412e-01	13	
2045.jpg	12	8	7.743816e-01	38	
1210.jpg	12	9	7.540780e-01	25	
2006.jpg	11	10	7.516805e-01	31	
2010.jpg	12	11	7.439371e-01	32	
2212.jpg	11	12	7.350351e-01	56	
2181.jpg	11	13	7.064668e-01	53	
1073.jpg	12	14	6.855671e-01	11	
2112.jpg	11	15	6.691181e-01	45	
2118.jpg	12	16	6.626809e-01	46	
1031.jpg	12	17	6.603237e-01	6	
2125.jpg	11	18	6.597260e-01	47	
2149.jpg	12	19	6.327272e-01	49	
2024.jpg	12	20	6.237753e-01	34	
2153.jpg	12	21	6.220096e-01	50	
2089.jpg	12	22	6.163394e-01	42	
2015.jpg	0	23	6.154994e-01	33	
1191.jpg	0	24	5.976028e-01	21	
2209.jpg	0	25	5.955985e-01	55	
2218.jpg	0	26	5.549229e-01	57	
2155.jpg	0	27	5.491647e-01	51	
2128.jpg	0	28	5.464258e-01	48	
1050.jpg	0	29	5.248082e-01	8	
2164.jpg	0	30	5.216721e-01	52	
2053.jpg	0	31	5.136529e-01	39	
1202.jpg	0	32	5.019807e-01	23	
1013.jpg	0	33	4.949767e-01	2	
2248.jpg	0	34	4.907212e-01	60	
2229.jpg	0	35	4.843008e-01	58	
1216.jpg	0	36	4.639555e-01	26	
1192.jpg	0	37	4.214122e-01	22	
1019.jpg	0	38	3.847357e-01	4	
1017.jpg	24	39	3.812932e-01	3	
1145.jpg	24	40	3.757780e-01	16	
1060.jpg	24	41	3.713722e-01	10	
1255.jpg	24	42	3.622762e-01	29	
1027.jpg	24	43	3.619428e-01	5	
1130.jpg	22	44	3.549881e-01	15	
2194.jpg	22	45	3.475566e-01	54	
2041.jpg	24	46	3.447390e-01	36	
2058.jpg	22	47	3.335001e-01	40	
1007.jpg	24	48	2.825731e-01	1	
1052.jpg	24	49	2.821308e-01	9	
1146.jpg	22	50	2.518215e-01	17	
2043.jpg	24	51	2.501903e-01	37	
1226.jpg	22	52	2.141841e-01	27	
1173.jpg	22	53	1.770055e-01	19	
1127.jpg	24	54	1.675982e-01	14	
1246.jpg	24	55	1.534749e-01	28	
2110.jpg	24	56	1.528914e-01	44	
1150.jpg	24	57	1.354401e-01	18	
1204.jpg	24	58	1.039555e-01	24	
1183.jpg	0	59	8.779734e-02	20	
1080.jpg	0	60	5.405578e-02	12	

