subjectID	 order	 itemIndABC	 runtrial	 isGO?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd
bfer_180	 2	 17	 1	 0	 0	 2.972143e-02	 1210.jpg	 u	 1.853176e+00	 18	 
bfer_180	 2	 7	 2	 0	 0	 2.933004e+00	 1113.jpg	 u	 1.341880e+00	 13	 
bfer_180	 2	 8	 3	 1	 1	 5.335419e+00	 1115.jpg	 i	 1.179469e+00	 14	 
bfer_180	 2	 1	 4	 0	 0	 7.571467e+00	 1101.jpg	 u	 1.831422e+00	 22	 
bfer_180	 2	 9	 5	 0	 0	 1.045833e+01	 1116.jpg	 u	 1.248560e+00	 38	 
bfer_180	 2	 27	 6	 1	 1	 1.276071e+01	 2114.jpg	 i	 1.586185e+00	 51	 
bfer_180	 2	 34	 7	 0	 0	 1.539701e+01	 2207.jpg	 u	 1.245881e+00	 62	 
bfer_180	 2	 37	 8	 0	 0	 1.769960e+01	 2214.jpg	 u	 1.359293e+00	 58	 
bfer_180	 2	 21	 9	 0	 1	 2.011894e+01	 2101.jpg	 i	 1.099954e+00	 55	 
bfer_180	 2	 32	 10	 0	 0	 2.227134e+01	 2203.jpg	 u	 1.027561e+00	 78	 
bfer_180	 2	 24	 11	 0	 0	 2.435702e+01	 2109.jpg	 u	 1.005867e+00	 47	 
bfer_180	 2	 30	 12	 0	 1	 2.640939e+01	 2121.jpg	 i	 9.054998e-01	 50	 
bfer_180	 2	 12	 13	 0	 0	 2.836157e+01	 1201.jpg	 u	 1.009329e+00	 7	 
bfer_180	 2	 11	 14	 0	 0	 3.043054e+01	 1121.jpg	 u	 1.212346e+00	 3	 
bfer_180	 2	 4	 15	 0	 1	 3.269977e+01	 1106.jpg	 i	 8.631160e-01	 4	 
bfer_180	 2	 6	 16	 0	 1	 3.461854e+01	 1110.jpg	 i	 5.843566e-01	 12	 
bfer_180	 2	 39	 17	 0	 0	 3.625375e+01	 2218.jpg	 u	 9.651437e-01	 59	 
bfer_180	 2	 26	 18	 0	 0	 3.827272e+01	 2113.jpg	 u	 1.522177e+00	 44	 
bfer_180	 2	 14	 19	 1	 1	 4.084219e+01	 1206.jpg	 i	 9.847256e-01	 16	 
bfer_180	 2	 22	 20	 0	 1	 4.287788e+01	 2102.jpg	 i	 6.930072e-01	 53	 
bfer_180	 2	 40	 21	 1	 0	 4.462975e+01	 2219.jpg	 u	 1.117157e+00	 48	 
bfer_180	 2	 31	 22	 0	 0	 4.679887e+01	 2201.jpg	 u	 1.604023e+00	 43	 
bfer_180	 2	 10	 23	 0	 1	 4.945197e+01	 1120.jpg	 i	 2.142917e+00	 21	 
bfer_180	 2	 18	 24	 0	 0	 5.263889e+01	 1213.jpg	 u	 2.963997e+00	 20	 
bfer_180	 2	 20	 25	 1	 0	 5.665996e+01	 1219.jpg	 u	 1.118947e+00	 17	 
bfer_180	 2	 16	 26	 1	 1	 5.882914e+01	 1209.jpg	 i	 8.377464e-01	 8	 
bfer_180	 2	 19	 27	 1	 0	 6.071451e+01	 1214.jpg	 u	 1.352384e+00	 11	 
bfer_180	 2	 3	 28	 0	 1	 6.311722e+01	 1105.jpg	 i	 1.117675e+00	 10	 
bfer_180	 2	 36	 29	 0	 0	 6.528637e+01	 2212.jpg	 u	 1.148523e+00	 61	 
bfer_180	 2	 23	 30	 1	 1	 6.748878e+01	 2105.jpg	 i	 9.541267e-01	 54	 
bfer_180	 2	 35	 31	 0	 0	 6.949113e+01	 2209.jpg	 u	 1.647756e+00	 60	 
bfer_180	 2	 33	 32	 0	 0	 7.219413e+01	 2205.jpg	 u	 1.520755e+00	 52	 
bfer_180	 2	 15	 33	 0	 0	 7.476361e+01	 1207.jpg	 u	 1.007280e+00	 37	 
bfer_180	 2	 25	 34	 1	 1	 7.681597e+01	 2110.jpg	 i	 7.949171e-01	 49	 
bfer_180	 2	 38	 35	 1	 0	 7.866813e+01	 2216.jpg	 u	 1.278764e+00	 56	 
bfer_180	 2	 28	 36	 1	 1	 8.100400e+01	 2115.jpg	 i	 6.468898e-01	 57	 
bfer_180	 2	 29	 37	 0	 0	 8.270595e+01	 2118.jpg	 u	 1.024944e+00	 77	 
bfer_180	 2	 2	 38	 0	 0	 8.479164e+01	 1103.jpg	 u	 2.307253e+00	 19	 
bfer_180	 2	 5	 39	 1	 1	 8.814539e+01	 1109.jpg	 i	 2.033495e+00	 9	 
bfer_180	 2	 13	 40	 0	 0	 9.123234e+01	 1204.jpg	 u	 1.242549e+00	 15	 
